,TF Feature Name,TF Common Name,Number of Hits,Total Sum of Scores,Avg. Score per Hit,List of Scores,Medline,TF Description
S000005698,YOR172W,YRM1,18.0,85.9428200722,4.77460111512,"[0.84343982, 1.3966935, 1.4284023, 1.811731, 2.5926957, 2.6862001, 2.7503304, 2.7503304, 3.1622281, 4.1067972, 4.4995861, 5.0913672, 6.5038233, 7.3980289, 7.5679536, 8.8257513, 8.8257513, 13.70171]",www.pubmed.com/19111667,"Zinc finger transcription factor involved in multidrug resistance; Zn(2)-Cys(6) zinc finger transcription factor; activates genes involved in multidrug resistance; paralog of Yrr1p, acting on an overlapping set of target genes"
S000004246,YLR256W,HAP1,15.0,79.9611228704,5.3307415247,"[0.71588409, 1.7525208, 2.4438045, 2.7102375, 4.1533675, 5.0063219, 5.0836959, 5.5165658, 6.4494519, 6.7617679, 6.7617679, 7.836122, 8.1025553, 8.177372, 8.4896879]",www.pubmed.com/19111667,Zinc finger transcription factor; involved in the complex regulation of gene expression in response to levels of heme and oxygen; localizes to the mitochondrion as well as to the nucleus; the S288C sequence differs from other strain backgrounds due to a Ty1 insertion in the carboxy terminus
S000003625,YJL089W,SIP4,18.0,79.5110669136,4.4172814952,"[0.19064254, 0.30277824, 0.34178662, 0.77560502, 2.3417866, 2.3605676, 2.9871092, 3.7955046, 3.7955046, 3.7955046, 5.0659022, 5.7821093, 6.9711432, 7.1570339, 7.6508651, 8.2549362, 8.9711437, 8.9711437]",www.pubmed.com/19111667,C6 zinc cluster transcriptional activator; binds to the carbon source-responsive element (CSRE) of gluconeogenic genes; involved in the positive regulation of gluconeogenesis; regulated by Snf1p protein kinase; localized to the nucleus
S000001521,YKL038W,RGT1,10.0,79.4711507559,7.94711507559,"[1.0148891, 3.0497422, 4.5839515, 5.0111971, 7.6469498, 9.1655731, 11.188978, 11.800478, 12.231282, 13.77811]",www.pubmed.com/19111667,"Glucose-responsive transcription factor; regulates expression of several glucose transporter (HXT) genes in response to glucose; binds to promoters and acts both as a transcriptional activator and repressor; recruits Tup1p/Cyc8p to target gene promoters; RGT1 has a paralog, EDS1, that arose from the whole genome duplication"
S000005554,YOR028C,CIN5,15.0,74.7658070028,4.98438713352,"[0.34108075, 1.0541205, 1.6521205, 1.8630923, 3.2306569, 3.6019385, 3.6238089, 4.7845707, 5.3181453, 5.5813951, 7.6809306, 8.2158918, 8.4291019, 9.6172056, 9.7717476]",www.pubmed.com/19111667,"Basic leucine zipper (bZIP) transcription factor of the yAP-1 family; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; mediates pleiotropic drug resistance and salt tolerance; nuclearly localized under oxidative stress and sequestered in the cytoplasm by Lot6p under reducing conditions; CIN5 has a paralog, YAP6, that arose from the whole genome duplication"
S000001705,YKL222C,,14.0,70.9164530039,5.06546092885,"[0.52842695, 0.92391163, 1.9117556, 2.7845087, 3.7763546, 4.1381454, 4.6121955, 4.6121955, 5.3833432, 6.6589775, 6.9683056, 7.8752298, 8.2357864, 12.507317]",www.pubmed.com/19111667,"Protein of unknown function; may interact with ribosomes, based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine"
S000001221,YHR178W,STB5,18.0,67.9053036869,3.77251687149,"[0.073477536, 0.59939808, 1.7542162, 2.2067285, 2.2067285, 2.3094869, 2.4863648, 2.7859249, 3.7079225, 3.7079225, 3.7364426, 4.7613173, 5.2314844, 5.5802894, 5.7079225, 6.652288, 7.1348782, 7.2625113]",www.pubmed.com/19111667,Transcription factor; involved in regulating multidrug resistance and oxidative stress response; forms a heterodimer with Pdr1p; contains a Zn(II)2Cys6 zinc finger domain that interacts with a pleiotropic drug resistance element in vitro
S000003003,YGL035C,MIG1,14.0,66.6921653152,4.76372609394,"[0.89028591, 1.0162675, 2.1158032, 2.1597466, 2.8527689, 2.9898217, 3.9158211, 4.045104, 4.8718777, 6.5398297, 6.8844776, 7.3699045, 10.515734, 10.524723]",www.pubmed.com/19111667,"Transcription factor involved in glucose repression; sequence specific DNA binding protein containing two Cys2His2 zinc finger motifs; regulated by the SNF1 kinase and the GLC7 phosphatase; regulates filamentous growth along with Mig2p in response to glucose depletion; activated in stochastic pulses of nuclear localization, shuttling between cytosol and nucleus depending on external glucose levels and its phosphorylation state"
S000006049,YPL128C,TBF1,19.0,66.3854054306,3.49396870687,"[0.030457923, 0.45114708, 0.88884443, 1.519388, 1.6766276, 2.1768146, 2.3548129, 2.3580377, 2.7523167, 3.0131485, 3.5152774, 3.5430696, 3.8960791, 4.683054, 5.4284272, 6.0663824, 6.6592073, 6.7824225, 8.5898905]",www.pubmed.com/19111667,"Telobox-containing general regulatory factor; binds TTAGGG repeats within subtelomeric anti-silencing regions (STARs), blocking silent chromatin propagation; binds majority of snoRNA gene promoters, required for full snoRNA expression; caps DSB flanked by long T2AG3 repeats and blocks checkpoint activation"
S000002214,YDL056W,MBP1,19.0,66.2586250305,3.48729605424,"[1.1020013, 1.5344059, 1.7941726, 2.1438215, 2.2966728, 2.2966728, 2.3397417, 2.6686418, 3.1052763, 3.4772451, 3.5166385, 4.2295589, 4.3856778, 4.6015277, 5.1711421, 5.1711421, 5.1711421, 5.4121504, 5.8409934]",www.pubmed.com/19111667,"Transcription factor; involved in regulation of cell cycle progression from G1 to S phase, forms a complex with Swi6p that binds to MluI cell cycle box regulatory element in promoters of DNA synthesis genes"
S000001363,YIL101C,XBP1,8.0,65.6423316002,8.20529145002,"[5.5475755, 6.2658048, 7.7424707, 7.9153075, 8.2372351, 9.2845411, 10.324698, 10.324698]",www.pubmed.com/19111667,"Transcriptional repressor; binds promoter sequences of cyclin genes, CYS3, and SMF2; not expressed during log phase of growth, but induced by stress or starvation during mitosis, and late in meiosis; represses 15% of all yeast genes as cells transition to quiescence; important for maintaining G1 arrest and for longevity of quiescent cells; member of Swi4p/Mbp1p family; phosphorylated by Cdc28p; relative distribution to nucleus increases upon DNA replication stress"
S000003177,YGL209W,MIG2,15.0,63.8463287354,4.25642191569,"[0.29508424, 0.50153512, 0.73248953, 1.4105614, 2.2950842, 2.3208628, 4.3760042, 4.5618706, 4.5618706, 5.4084258, 5.4463935, 5.6714602, 6.3495321, 9.3532839, 10.561871]",www.pubmed.com/19111667,"Zinc finger transcriptional repressor; cooperates with Mig1p in glucose-induced gene repression; under low glucose conditions relocalizes to mitochondrion, where it interacts with Ups1p, antagonizes mitochondrial fission factor Dnm1p, indicative of a role in mitochondrial fusion or regulating morphology; regulates filamentous growth in response to glucose depletion; activated in stochastic pulses of nuclear localization in response to low glucose"
S000003977,YLL054C,,18.0,63.5353642702,3.52974245946,"[1.1597466, 1.1597466, 1.9898216, 2.5382583, 2.574784, 2.574784, 3.1232207, 3.1597466, 3.3523917, 3.3683331, 3.9898217, 4.5196424, 4.5382581, 4.5382581, 4.5382581, 4.5382581, 4.7674294, 7.1046052]",www.pubmed.com/19111667,Putative protein of unknown function with similarity to Pip2p; an oleate-specific transcriptional activator of peroxisome proliferation; YLL054C is not an essential gene
S000001742,YKR034W,DAL80,11.0,63.0680439472,5.73345854066,"[1.7196274, 2.8823569, 4.3848572, 4.7303538, 4.7303538, 5.2113209, 5.2113209, 6.3634834, 8.2114801, 9.3742104, 10.248679]",www.pubmed.com/19111667,"Negative regulator of genes in multiple nitrogen degradation pathways; expression is regulated by nitrogen levels and by Gln3p; member of the GATA-binding family, forms homodimers and heterodimers with Gzf3p; DAL80 has a paralog, GZF3, that arose from the whole genome duplication"
S000002661,YDR253C,MET32,18.0,63.0658216476,3.5036567582,"[0.48931801, 0.51037961, 0.65339392, 0.82998264, 1.1388208, 1.1413947, 1.7908975, 1.7908975, 2.8550277, 2.9230921, 3.9698112, 4.7067766, 4.9791493, 5.4435143, 5.4645758, 5.8796134, 6.7450938, 11.754083]",www.pubmed.com/19111667,"Zinc-finger DNA-binding transcription factor; involved in transcriptional regulation of the methionine biosynthetic genes; targets strong transcriptional activator Met4p to promoters of sulfur metabolic genes; feedforward loop exists in the regulation of genes controlled by Met4p and Met32p; lack of such a loop for MET31 may account for the differential actions of Met32p and Met31p; MET32 has a paralog, MET31, that arose from the whole genome duplication"
S000003888,YJR127C,RSF2,9.0,62.9632914066,6.9959212674,"[2.3760042, 3.7296412, 5.4082031, 6.0250969, 6.9931655, 7.562531, 9.1281567, 9.5858641, 12.154629]",www.pubmed.com/19111667,"Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes, many of which specify products required for glycerol-based growth, respiration, and other functions; RSF2 has a paralog, TDA9, that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress"
S000003299,YGR067C,,12.0,62.809441328,5.23412011067,"[1.7347982, 2.4600821, 2.6068406, 3.0845032, 3.2039587, 3.3277292, 3.8761542, 5.0887308, 5.126379, 10.362785, 10.781085, 11.156395]",www.pubmed.com/19111667,Putative protein of unknown function; contains a zinc finger motif similar to that of Adr1p
S000001126,YHR084W,STE12,17.0,62.7155425847,3.6891495638,"[0.29291859, 0.99780846, 1.1188587, 1.2839314, 1.7191004, 1.7338974, 1.8549476, 1.9951622, 3.9052734, 4.1913962, 4.223742, 4.5914536, 5.5001049, 5.6136055, 7.131207, 7.131207, 9.4309282]",www.pubmed.com/17130146,Transcription factor that is activated by a MAPK signaling cascade; activates genes involved in mating or pseudohyphal/invasive growth pathways; cooperates with Tec1p transcription factor to regulate genes specific for invasive growth
S000000870,YER068W,MOT2,9.0,61.1104841232,6.79005379147,"[4.356144, 4.356144, 5.678072, 5.678072, 5.678072, 5.678072, 9.8953028, 9.8953028, 9.8953028]",www.pubmed.com/19111667,"Ubiquitin-protein ligase subunit of the CCR4-NOT complex; with Ubc4p, ubiquitinates nascent polypeptide-associated complex subunits and histone demethyase Jhd2p; CCR4-NOT has roles in transcription regulation, mRNA degradation, and post-transcriptional modifications; regulates levels of DNA Polymerase-{alpha} to promote efficient and accurate DNA replication"
S000000986,YER184C,TOG1,9.0,59.9186763763,6.65763070848,"[3.4038205, 4.7199512, 6.0289402, 6.6456113, 6.7822351, 6.8324094, 8.3989067, 8.3989067, 8.7078953]",www.pubmed.com/19111667,"Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white, and prevents growth on glycerol or lactate as sole carbon source"
S000003276,YGR044C,RME1,22.0,59.7686930299,2.71675877409,"[0.13148886, 0.50068605, 0.55655932, 0.78681993, 1.1534945, 1.16837, 1.7130376, 1.8740032, 1.8855785, 2.1119349, 2.279212, 2.3948278, 2.4864776, 2.5616062, 2.6757624, 3.7565348, 3.8294353, 3.9436131, 4.8985314, 5.1704292, 6.6761384, 7.2141519]",www.pubmed.com/16522208,Zinc finger protein involved in control of meiosis; prevents meiosis by repressing IME1 expression and promotes mitosis by activating CLN2 expression; directly repressed by a1-alpha2 regulator; mediates cell type control of sporulation; relocalizes from nucleus to cytoplasm upon DNA replication stress
S000005346,YNR063W,,7.0,59.4850535393,8.49786479133,"[4.0556874, 7.9361057, 8.1584978, 8.3955374, 10.313075, 10.313075, 10.313075]",www.pubmed.com/19111667,Putative zinc-cluster protein of unknown function
S000000950,YER148W,SPT15,29.0,58.4091502018,2.01410862765,"[0.034720939, 0.113889, 0.13474606, 0.35741672, 0.5860647, 0.59789079, 0.67642379, 0.6979863, 0.8273319, 0.99673218, 1.1683444, 1.2523988, 1.5774138, 1.6087002, 1.7534947, 1.7627747, 1.786617, 2.1732035, 2.2440405, 2.5843349, 2.759779, 2.7754326, 3.1740661, 3.5202236, 3.7136204, 3.9887471, 4.0813155, 5.1727219, 6.2887192]",www.pubmed.com/18842628,"TATA-binding protein (TBP); general transcription factor that interacts with other factors to form the preinitiation complex at promoters; essential for viability, highly conserved; yeast gene can complement mutations in human homolog TBP"
S000000237,YBR033W,EDS1,7.0,57.761756897,8.25167955671,"[2.6795335, 2.7246213, 6.2355833, 8.9904709, 11.345208, 12.778167, 13.008173]",www.pubmed.com/19111667,"Putative zinc cluster protein, predicted to be a transcription factor; not an essential gene; EDS1 has a paralog, RGT1, that arose from the whole genome duplication"
S000001392,YIL130W,ASG1,7.0,57.3787288666,8.19696126665,"[7.3448792, 8.0587788, 8.0587788, 8.3924074, 8.3924074, 8.5657387, 8.5657387]",www.pubmed.com/19111667,"Zinc cluster protein proposed to be a transcriptional regulator; regulator involved in the stress response; null mutants have a respiratory deficiency, calcofluor white sensitivity and slightly increased cycloheximide resistance"
S000002829,YDR421W,ARO80,17.0,56.5568818571,3.32687540336,"[0.0084404768, 0.29671034, 0.30901185, 0.48388591, 0.73214024, 0.79139113, 1.5065018, 1.7729735, 2.1293945, 3.1653206, 3.1876581, 3.97721, 5.8124881, 6.6984406, 7.9757628, 8.4797812, 9.2297707]",www.pubmed.com/18842628,Zinc finger transcriptional activator of the Zn2Cys6 family; activates transcription of aromatic amino acid catabolic genes in the presence of aromatic amino acids
S000001393,YIL131C,FKH1,12.0,55.9684884623,4.66404070519,"[0.055953391, 0.42089856, 0.65653014, 2.3538959, 2.6645405, 3.8949022, 5.0289435, 5.9751549, 7.9919319, 8.2802715, 8.9342098, 9.711256]",www.pubmed.com/18842628,"Forkhead family transcription factor; rate-limiting replication origin activator; evolutionarily conserved lifespan regulator; binds multiple chromosomal elements with distinct specificities, cell cycle dynamics; regulates transcription elongation, chromatin silencing at mating loci, expression of G2/M phase genes; facilitates clustering, activation of early-firing replication origins; binds HML recombination enhancer, regulates donor preference during mating-type switching"
S000005449,YOL089C,HAL9,6.0,53.7148103714,8.95246839523,"[8.5800972, 8.5800972, 8.5800972, 9.3248396, 9.3248396, 9.3248396]",www.pubmed.com/19111667,"Putative transcription factor containing a zinc finger; overexpression increases salt tolerance through increased expression of the ENA1 (Na+/Li+ extrusion pump) gene while gene disruption decreases both salt tolerance and ENA1 expression; HAL9 has a paralog, TBS1, that arose from the whole genome duplication"
S000003646,YJL110C,GZF3,8.0,50.7408044338,6.34260055423,"[2.6000445, 2.7699695, 4.2176757, 4.6204348, 7.7680898, 9.4710264, 9.4710264, 9.8225374]",www.pubmed.com/19111667,"GATA zinc finger protein; negatively regulates nitrogen catabolic gene expression by competing with Gat1p for GATA site binding; function requires a repressive carbon source; dimerizes with Dal80p and binds to Tor1p; GZF3 has a paralog, DAL80, that arose from the whole genome duplication"
S000001526,YKL043W,PHD1,25.0,50.6405842304,2.02562336922,"[0.099035889, 0.40120003, 0.6584633, 0.70682633, 0.77806163, 0.90370035, 0.90888685, 1.0170022, 1.0381699, 1.1277968, 1.2002053, 1.3722874, 1.5434314, 1.5846711, 1.8157774, 2.2816021, 2.3823247, 2.7087123, 2.7637539, 2.9001729, 3.6394396, 3.8187761, 3.9438655, 5.2229252, 5.8234959]",www.pubmed.com/19111667,"Transcriptional activator that enhances pseudohyphal growth; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; regulates expression of FLO11, an adhesin required for pseudohyphal filament formation; similar to StuA, an A. nidulans developmental regulator; potential Cdc28p substrate; PHD1 has a paralog, SOK2, that arose from the whole genome duplication"
S000005639,YOR113W,AZF1,8.0,49.634976387,6.20437204838,"[3.0308013, 4.0266967, 4.2718096, 4.6157637, 4.7539611, 7.0308013, 10.312099, 11.593043]",www.pubmed.com/19111667,"Zinc-finger transcription factor; involved in diauxic shift; in the presence of glucose, activates transcription of genes involved in growth and carbon metabolism; in nonfermentable carbon sources, activates transcription of genes involved in maintenance of cell wall integrity; relocalizes to the cytosol in response to hypoxia"
S000004972,YNL027W,CRZ1,12.0,49.4627853036,4.1218987753,"[0.13253877, 0.38735268, 0.73055744, 1.145595, 1.7381706, 4.274878, 5.1098185, 5.5572777, 6.1098185, 6.5503912, 8.813426, 8.912961]",www.pubmed.com/19111667,"Transcription factor, activates transcription of stress response genes; nuclear localization is positively regulated by calcineurin-mediated dephosphorylation; rapidly localizes to the nucleus under blue light stress; can be activated in stochastic pulses of nuclear localization in response to calcium"
S000001166,YHR124W,NDT80,19.0,48.6549064815,2.56078455166,"[0.28022817, 0.40673268, 0.85934573, 0.93088615, 0.95513999, 1.0359823, 1.3550664, 1.494172, 1.5471337, 1.6516691, 2.3383126, 2.7835062, 3.8159826, 4.1381755, 4.2361073, 4.2959418, 4.6380005, 4.640625, 7.2518988]",www.pubmed.com/18842628,Meiosis-specific transcription factor; required for exit from pachytene and for full meiotic recombination; activates middle sporulation genes; competes with Sum1p for binding to promoters containing middle sporulation elements (MSE) 
S000000890,YER088C,DOT6,13.0,47.5207463801,3.65544202924,"[0.09488979, 0.49451232, 1.2471358, 1.7439992, 1.7968193, 2.0392981, 2.8168457, 2.8208094, 3.6847763, 5.9640498, 6.5426149, 8.3982286, 9.8767672]",www.pubmed.com/18842628,Protein involved in rRNA and ribosome biogenesis; activated in stochastic pulses of nuclear localization; binds polymerase A and C motif; subunit of the RPD3L histone deacetylase complex; has chromatin specific SANT domain; involved in telomeric gene silencing and filamentation; relative distribution to the nucleus increases upon DNA replication stress
S000002576,YDR169C,STB3,12.0,47.5113561153,3.95927967628,"[0.25820428, 0.4280358, 0.78077674, 1.1577138, 1.3294537, 2.0283358, 2.4239759, 3.6210501, 4.6840434, 7.2082243, 8.718648, 14.872894]",www.pubmed.com/18842628,"Ribosomal RNA processing element (RRPE)-binding protein; involved in the glucose-induced transition from quiescence to growth; restricted to nucleus in quiescent cells, released into cytoplasm after glucose repletion; binds Sin3p; relative distribution to the nucleus increases upon DNA replication stress"
S000004268,YLR278C,,9.0,47.4191501141,5.26879445712,"[2.6883779, 3.0717065, 5.1930604, 5.5814629, 5.6128268, 5.6128268, 6.2836628, 6.415453, 6.9597731]",www.pubmed.com/19111667,Zinc-cluster protein; GFP-fusion protein localizes to the nucleus; mutant shows moderate growth defect on caffeine; has a prion-domain like fragment that increases frequency of [URE3]; YLR278C is not an essential gene
S000003481,YGR249W,MGA1,20.0,47.3915881515,2.36957940757,"[0.4444893, 0.4679186, 0.48159555, 0.50448197, 0.62196779, 0.85431707, 0.948834, 0.99316835, 1.0071726, 1.1027955, 1.1320155, 1.4641914, 1.7345858, 1.8647507, 3.3720772, 4.8838592, 5.805861, 5.9459696, 6.4745159, 7.2870212]",www.pubmed.com/18842628,Protein similar to heat shock transcription factor; multicopy suppressor of pseudohyphal growth defects of ammonium permease mutants
S000003206,YGL237C,HAP2,10.0,46.9289616942,4.69289616942,"[0.70645875, 1.0968802, 1.0968802, 1.0968802, 4.9473581, 4.9473581, 7.3126788, 8.5748224, 8.5748224, 8.5748224]",www.pubmed.com/17130146,Subunit of the Hap2p/3p/4p/5p CCAAT-binding complex; complex is heme-activated and glucose-repressed; complex is a transcriptional activator and global regulator of respiratory gene expression; contains sequences sufficient for both complex assembly and DNA binding; respiratory defect of the null mutant is functionally complemented by human NFYA
S000004218,YLR228C,ECM22,10.0,46.905449152,4.6905449152,"[2.5782967, 2.8279727, 3.0843124, 4.0843124, 4.807795, 4.807795, 4.807795, 5.1703649, 6.1972065, 8.5395985]",www.pubmed.com/19111667,"Sterol regulatory element binding protein; regulates transcription of sterol biosynthetic genes upon sterol depletion, after relocating from intracellular membranes to perinuclear foci; redundant activator of filamentation with UPC2, up-regulating the expression of genes involved in filamentous growth; contains Zn[2]-Cys[6] binuclear cluster; ECM22 has a paralog, UPC2, that arose from the whole genome duplication"
S000004778,YMR168C,CEP3,6.0,45.9725700021,7.66209500035,"[0.1948548, 4.0022097, 7.0652194, 8.7026491, 13.003819, 13.003819]",www.pubmed.com/19111667,"Essential kinetochore protein; component of the CBF3 complex that binds the CDEIII region of the centromere; contains an N-terminal Zn2Cys6 type zinc finger domain, a C-terminal acidic domain, and a putative coiled coil dimerization domain"
S000004621,YMR019W,STB4,4.0,45.636382103,11.4090955257,"[10.521252, 10.662114, 12.226508, 12.226508]",www.pubmed.com/19111667,Putative transcription factor; contains a Zn(II)2Cys6 zinc finger domain characteristic of DNA-binding proteins; computational analysis suggests a role in regulation of expression of genes encoding transporters; binds Sin3p in a two-hybrid assay;
S000001249,YHR206W,SKN7,6.0,44.3632616997,7.39387694995,"[6.0853839, 6.6832857, 6.6832857, 7.3677835, 8.4679203, 9.0756025]",www.pubmed.com/19111667,"Nuclear response regulator and transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; part of a branched two-component signaling system; required for optimal induction of heat-shock genes in response to oxidative stress; involved in osmoregulation; relocalizes to the cytosol in response to hypoxia; SKN7 has a paralog, HMS2, that arose from the whole genome duplication"
S000000150,YBL054W,TOD6,13.0,44.108301755,3.39294628885,"[0.054196056, 0.25869498, 0.31471911, 0.54436284, 0.85073745, 1.1438376, 1.2320888, 1.8831285, 3.5474708, 6.745512, 7.0156894, 9.7256441, 10.79222]",www.pubmed.com/18842628,PAC motif binding protein involved in rRNA and ribosome biogenesis; subunit of the RPD3L histone deacetylase complex; Myb-like HTH transcription factor; hypophosphorylated by rapamycin treatment in a Sch9p-dependent manner; activated in stochastic pulses of nuclear localization
S000002928,YDR520C,URC2,6.0,43.9228692055,7.32047820091,"[4.5544057, 6.3651505, 7.0617018, 8.1531887, 8.536108, 9.2523146]",www.pubmed.com/19111667,Putative Zn(II)2Cys6 motif containing transcription factor; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; similar to S. kluyveri Urc2p involved in uracil catabolism
S000004646,YMR043W,MCM1,18.0,43.7396183312,2.42997879618,"[0.18721548, 0.56974769, 0.57716805, 0.63896292, 0.88283432, 0.90501153, 1.2110585, 1.2277391, 2.125216, 2.6744776, 2.8608379, 3.3443079, 3.6913741, 3.7489889, 4.0386214, 4.3531785, 4.9501939, 5.7526846]",www.pubmed.com/17130146,Transcription factor; involved in cell-type-specific transcription and pheromone response; plays a central role in the formation of both repressor and activator complexes; relocalizes to the cytosol in response to hypoxia
S000004794,YMR182C,RGM1,5.0,42.7510042191,8.55020084381,"[6.9411063, 6.9411063, 9.6229305, 9.6229305, 9.6229305]",www.pubmed.com/19111667,"Putative zinc finger DNA binding transcription factor; contains two N-terminal C2H2 zinc fingers and C-terminal proline rich domain; overproduction impairs cell growth and induces expression of genes involved in monosaccharide catabolism and aldehyde metabolism; regulates expression of of Y' telomeric elements and subtelomeric COS genes; relocalizes to the cytosol in response to hypoxia; RGM1 has a paralog, USV1, that arose from the whole genome duplication"
S000004640,YMR037C,MSN2,5.0,42.3812422752,8.47624845505,"[6.1779981, 8.3706436, 9.2775335, 9.2775335, 9.2775335]",www.pubmed.com/19111667,Stress-responsive transcriptional activator; activated in stochastic pulses of nuclear localization in response to various stress conditions; binds DNA at stress response elements of responsive genes; relative distribution to nucleus increases upon DNA replication stress
S000005143,YNL199C,GCR2,10.0,42.3034118116,4.23034118116,"[0.33312699, 1.2703186, 3.1519239, 3.4514842, 4.1963181, 4.4958782, 4.4958782, 5.6604877, 5.7297502, 9.5182457]",www.pubmed.com/16522208,Transcriptional activator of genes involved in glycolysis; interacts and functions with the DNA-binding protein Gcr1p
S000004466,YML007W,YAP1,12.0,41.0873755664,3.42394796386,"[0.16277836, 0.60022432, 1.6601516, 1.6715468, 1.7474906, 1.9395515, 2.4686706, 4.3745809, 4.5316548, 6.2562881, 7.6603293, 8.0141087]",www.pubmed.com/18842628,"Basic leucine zipper (bZIP) transcription factor; required for oxidative stress tolerance; activated by H2O2 through the multistep formation of disulfide bonds and transit from the cytoplasm to the nucleus; Yap1p is degraded in the nucleus after the oxidative stress has passed; mediates resistance to cadmium; relative distribution to the nucleus increases upon DNA replication stress; YAP1 has a paralog, CAD1, that arose from the whole genome duplication"
S000003041,YGL073W,HSF1,18.0,40.8218553066,2.26788085037,"[0.48636472, 0.48636472, 0.79538536, 0.86124551, 0.86124551, 0.91532218, 0.91532218, 1.2314844, 1.2314844, 1.5477653, 2.0457921, 2.5782871, 2.8873079, 3.1071928, 4.0177779, 4.3391786, 4.986372, 7.5279627]",www.pubmed.com/19111667,Trimeric heat shock transcription factor; activates multiple genes in response to highly diverse stresses; recognizes variable heat shock elements (HSEs) consisting of inverted NGAAN repeats; monitors translational status of cell through an RQC (Ribosomal Quality Control)-mediated translation-stress signal; involved in diauxic shift; posttranslationally regulated; human homolog HSF1 with linker region mutations can complement yeast hsf1 mutant
S000001595,YKL112W,ABF1,6.0,40.5035078526,6.75058464209,"[1.4836557, 4.2882276, 7.3879004, 8.2230463, 9.1703625, 9.9503155]",www.pubmed.com/19111667,"DNA binding protein with possible chromatin-reorganizing activity; involved in transcriptional activation, gene silencing, and DNA replication and repair"
S000000354,YBR150C,TBS1,17.0,40.4466815032,2.37921655901,"[0.007609712, 0.007609712, 0.20799884, 0.53598869, 0.80806822, 0.84954488, 0.84954488, 0.9510262, 1.6139911, 1.6856816, 2.8770256, 2.8870196, 3.2364285, 3.4153986, 4.9145002, 7.255537, 8.343708]",www.pubmed.com/19111667,"Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; TBS1 has a paralog, HAL9, that arose from the whole genome duplication"
S000001452,YIR013C,GAT4,13.0,40.0418434143,3.0801418011,"[0.7172969, 0.726542, 0.91321713, 1.7346268, 1.7413306, 1.7912103, 1.8260777, 1.9653323, 4.0938468, 5.3726487, 6.1036115, 6.5048432, 6.5512595]",www.pubmed.com/19111667,"Protein containing GATA family zinc finger motifs; involved in spore wall assembly; sequence similarity to GAT3, and the double mutant gat3 gat4 exhibits reduced dityrosine fluorescence relative to the single mutants"
S000001545,YKL062W,MSN4,8.0,39.4568419456,4.93210524321,"[0.72678721, 0.72678721, 0.72678721, 0.72678721, 7.356144, 9.7311831, 9.7311831, 9.7311831]",www.pubmed.com/19111667,"Stress-responsive transcriptional activator; activated in stochastic pulses of nuclear localization in response to various stress conditions; binds DNA at stress response elements of responsive genes, inducing gene expression; involved in diauxic shift"
S000004121,YLR131C,ACE2,10.0,38.9332838356,3.89332838356,"[0.34031883, 1.1830677, 1.8675659, 2.5456378, 2.8257456, 3.2301359, 3.744709, 6.4138479, 8.3911276, 8.3911276]",www.pubmed.com/19111667,"Transcription factor required for septum destruction after cytokinesis; phosphorylation by Cbk1p blocks nuclear exit during M/G1 transition, causing localization to daughter cell nuclei, and also increases Ace2p activity; phosphorylation by Cdc28p and Pho85p prevents nuclear import during cell cycle phases other than cytokinesis; part of RAM network that regulates cellular polarity and morphogenesis; ACE2 has a paralog, SWI5, that arose from the whole genome duplication"
S000004489,YML027W,YOX1,5.0,38.9133472443,7.78266944885,"[6.2302804, 6.4977603, 6.9831872, 7.4128718, 11.789248]",www.pubmed.com/19111667,"Homeobox transcriptional repressor; binds to Mcm1p and to early cell cycle boxes (ECBs) in the promoters of cell cycle-regulated genes expressed in M/G1 phase; expression is cell cycle-regulated; phosphorylated by Cdc28p; relocalizes from nucleus to cytoplasm upon DNA replication stress; YOX1 has a paralog, YHP1, that arose from the whole genome duplication"
S000002503,YDR096W,GIS1,7.0,38.4570279419,5.49386113456,"[0.33056387, 0.68350524, 5.618506, 6.3154283, 7.3448744, 8.3232603, 9.8408899]",www.pubmed.com/19111667,"Histone demethylase and transcription factor; regulates genes during nutrient limitation; activity modulated by proteasome-mediated proteolysis; has JmjC and JmjN domain in N-terminus that interact, promoting stability and proper transcriptional activity; contains two transactivating domains downstream of Jmj domains and a C-terminal DNA binding domain; relocalizes to the cytosol in response to hypoxia; GIS1 has a paralog, RPH1, that arose from the whole genome duplication"
