,Gene Feature Name,Common Name,Number of Hits,Total Sum of Scores,Avg. Score per Hit,List of Scores,Gene Description
S000004721,YMR115W,MGR3,8.0,40.7594951391,5.09493689239,"[0.82026565, 1.1372325, 2.7774401, 3.6770909, 4.665978, 5.324625, 10.306149, 12.050714]",Subunit of the mitochondrial (mt) i-AAA protease supercomplex; i-AAA degrades misfolded mitochondrial proteins; forms a subcomplex with Mgr1p that binds to substrates to facilitate proteolysis; required for growth of cells lacking mtDNA
S000004097,YLR107W,REX3,9.0,40.7570360154,4.52855955727,"[0.2375726, 0.92819476, 1.3459646, 2.7627523, 3.0262854, 3.0426822, 4.0418048, 7.0002108, 18.371569]",RNA exonuclease; required for maturation of the RNA component of RNase MRP; functions redundantly with Rnh70p and Rex2p in processing of U5 snRNA and RNase P RNA; member of RNase D family of exonucleases
S000005720,YOR194C,TOA1,8.0,40.7324259579,5.09155324474,"[0.45302314, 0.46451142, 0.8797875, 4.3556628, 6.4785285, 7.4990182, 8.8369827, 11.764912]","TFIIA large subunit; involved in transcriptional activation, acts as antirepressor or as coactivator; required, along with Toa2p, for ribosomal protein gene transcription in vivo; homologous to largest and second largest subunits of human and Drosophila TFIIA"
S000002510,YDR103W,STE5,9.0,40.7122405916,4.52358228796,"[0.11878616, 0.16174985, 0.48987526, 1.1808876, 2.1697116, 3.1763327, 5.2216401, 12.906031, 15.287227]","Pheromone-responsive MAPK scaffold protein; couples activation of the G-protein-coupled pheromone receptor to MAPK activation; intramolecular interaction of PH and VWA domains blocks activation of assembled signaling cascade components (Ste11p, Ste7p and Fus3p) under basal conditions; Gbeta-gamma (Ste4p-Ste18p)-dependent docking at the plasma membrane and binding of PI(4,5)P2 by the PH domain relieves autoinhibition, resulting in pheromone-dependent pathway activation"
S000002564,YDR157W,,14.0,40.6963020898,2.9068787207,"[0.056192864, 0.073803112, 0.2984497, 0.49582809, 0.52709377, 1.1911256, 2.1165812, 2.7925425, 3.0939813, 3.386296, 3.8567078, 4.8622437, 7.3805676, 10.564889]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000002357,YDL198C,GGC1,14.0,40.6878708005,2.90627648575,"[0.59868568, 0.75118566, 0.78597319, 1.1131074, 1.1222141, 1.3272594, 1.3889955, 1.799042, 2.281898, 2.7373264, 2.7823207, 5.0936184, 8.6710815, 10.235163]",Mitochondrial GTP/GDP transporter; essential for mitochondrial genome maintenance; has a role in mitochondrial iron transport; member of the mitochondrial carrier family
S000004502,YML038C,YMD8,13.0,40.6841546446,3.12955035728,"[0.19311486, 0.19552413, 0.72584605, 1.7549078, 1.8734955, 2.4499118, 2.5248899, 3.1224952, 4.5014124, 5.3282218, 5.4516807, 5.7889323, 6.7737222]",Putative nucleotide sugar transporter; has similarity to Vrg4p
S000004943,YMR324C,,8.0,40.6692413837,5.08365517296,"[0.20402808, 3.184212, 3.8951786, 5.2153168, 5.2636857, 5.6967092, 7.7068286, 9.5032825]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; transcription is AZF1 dependent in glycerol-lactate medium and SLT2 dependent in response to the lipid hydroperoxides"
S000000401,YBR197C,,12.0,40.6535559595,3.38779632996,"[0.4904941, 1.2433425, 1.265708, 1.9633979, 1.9974205, 2.171829, 3.101084, 4.0461302, 4.3345709, 4.4972596, 5.6185284, 9.9237909]","Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YBR197C is not an essential gene; relative distribution to the nucleus increases upon DNA replication stress; YBR197C has a paralog, YPL077C, that arose from the whole genome duplication"
S000002483,YDR076W,RAD55,9.0,40.5691593289,4.50768436988,"[0.86889327, 0.88533992, 1.0073746, 1.0217949, 3.3043542, 3.6989398, 4.098002, 10.683131, 15.001329]",Protein that stimulates strand exchange; stimulates strand exchange by stabilizing the binding of Rad51p to single-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; forms heterodimer with Rad57p
S000001664,YKL181W,PRS1,11.0,40.5447679162,3.68588799238,"[0.51127142, 1.2515208, 1.3101182, 2.0079079, 2.085881, 2.7220261, 3.1056657, 3.7801385, 6.4531698, 6.902741, 10.414328]","5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase; synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; plays a key role in cell wall integrity (CWI) pathway; one of five related enzymes, which are active as heteromultimeric complexes; missense mutations in human homolog PRPS1 are associated with neuropathic Arts syndrome and Charcot-Marie Tooth (CMTX5) disease"
S000006173,YPL252C,YAH1,9.0,40.5430733562,4.50478592846,"[0.55752081, 0.73920524, 1.9100798, 3.1071715, 6.1020622, 6.7311792, 6.9103379, 7.1752024, 7.3103142]",Ferredoxin of the mitochondrial matrix; required for formation of cellular iron-sulfur proteins; involved in heme A biosynthesis; human homolog FDX1L can complement yeast by allowing growth during down-regulation of yeast YAH1
S000003736,YJL200C,ACO2,11.0,40.5339633785,3.68490576168,"[0.040788021, 0.15743729, 0.57922769, 1.3876761, 2.1423671, 2.9334669, 3.2315898, 5.334703, 5.3409195, 9.0512362, 10.334552]","Putative mitochondrial aconitase isozyme; similarity to Aco1p, an aconitase required for the TCA cycle; expression induced during growth on glucose, by amino acid starvation via Gcn4p, and repressed on ethanol"
S000003536,YIL014C-A,,14.0,40.5171790645,2.89408421889,"[0.11694401, 0.19644415, 0.32035515, 0.33547533, 0.40614441, 0.84893394, 1.4183043, 2.7441771, 3.1244824, 3.3620658, 3.368283, 6.7104998, 7.2305179, 10.334552]",Putative protein of unknown function
S000000736,YEL010W,,14.0,40.5091757569,2.89351255407,"[0.017661149, 0.16523211, 0.44494396, 0.52130181, 1.7926208, 2.2932069, 2.7113755, 2.7343543, 3.2121758, 3.6302299, 4.4509258, 4.7299004, 5.0392952, 8.7659521]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000003351,YGR119C,NUP57,11.0,40.4873599932,3.68066909029,"[0.10874894, 0.28314832, 0.77071804, 1.3760443, 3.2848058, 3.3906446, 4.1035943, 5.5785317, 6.5838761, 7.3373427, 7.6699052]",FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; found in stable complex with Nic96p and two other FG-nucleoproteins (Nsp1p and Nup49p)
S000003394,YGR162W,TIF4631,9.0,40.4739209414,4.49710232682,"[1.7138734, 1.7604226, 2.087815, 2.1128213, 3.0219655, 3.4551866, 5.1307874, 7.0466094, 14.14444]","Translation initiation factor eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) that also contains eIF4E (Cdc33p); interacts with Pab1p and with eIF4A (Tif1p); also has a role in biogenesis of the large ribosomal subunit; TIF4631 has a paralog, TIF4632, that arose from the whole genome duplication"
S000004207,YLR217W,,10.0,40.4738222361,4.04738222361,"[0.76920933, 0.90576547, 1.2025139, 1.7781174, 2.2079442, 3.4678226, 6.1182876, 6.3325429, 7.7357473, 9.9558716]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene CPR6"
S000004838,YMR225C,MRPL44,10.0,40.4638318196,4.04638318196,"[0.022352504, 0.025640121, 1.4400259, 1.8048311, 2.4515703, 3.6679344, 5.1054316, 6.3409357, 8.0982237, 11.506886]",Mitochondrial ribosomal protein of the large subunit; protein abundance increases in response to DNA replication stress
S000002410,YDR003W,RCR2,9.0,40.4477627277,4.49419585864,"[0.53427744, 2.0442867, 3.0967445, 3.9228384, 4.2987022, 4.6249609, 5.8776722, 7.5380044, 8.5102758]","Vacuolar protein; presumably functions within the endosomal-vacuolar trafficking pathway, affecting events that determine whether plasma membrane proteins are degraded or routed to the plasma membrane; RCR2 has a paralog, RCR1, that arose from the whole genome duplication"
S000006351,YPR147C,,10.0,40.4395405352,4.04395405352,"[0.49759015, 0.92283136, 1.5508616, 2.8457322, 2.8860741, 4.3499446, 4.9062357, 5.4724016, 7.5946317, 9.4132376]","Protein of unknown function; may have a role in lipid metabolism, based on localization to lipid droplets; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and is induced in response to the DNA-damaging agent MMS"
S000004643,YMR040W,YET2,14.0,40.4161770884,2.88686979203,"[0.028132031, 0.23549895, 0.36374846, 0.49235824, 1.086223, 1.8908981, 2.1199038, 3.0810943, 3.9691503, 4.6561136, 4.9701324, 5.0291677, 5.8605528, 6.6332035]","Protein of unknown function that may interact with ribosomes; based on co-purification experiments; homolog of human BAP31 protein; YET2 has a paralog, YET1, that arose from the whole genome duplication"
S000003902,YJR141W,,15.0,40.3885597959,2.69257065306,"[0.042691208, 0.21738112, 0.51128489, 0.9027583, 1.0199952, 1.2417699, 1.8499254, 1.9722539, 2.4537959, 3.0839188, 3.1066029, 3.8793387, 6.156117, 6.2542157, 7.6965108]",Essential protein of unknown function
S000003959,YLL036C,PRP19,13.0,40.3590803593,3.10454464303,"[0.16555139, 0.18195386, 0.50108373, 0.79017735, 1.3535744, 1.7038969, 2.7466881, 2.8266952, 2.97363, 3.4957228, 4.0065031, 8.4237051, 11.189898]","Splicing factor associated with the spliceosome; contains a U-box, a motif found in a class of ubiquitin ligases, and a WD40 domain; relocalizes to the cytosol in response to hypoxia"
S000006342,YPR138C,MEP3,14.0,40.3440026492,2.88171447494,"[0.24875773, 0.46707484, 0.75273299, 0.87356979, 1.2504652, 1.3670599, 2.1410778, 3.0651746, 3.4653742, 3.966536, 4.7158718, 5.5639071, 5.9154897, 6.5509109]","Ammonium permease of high capacity and low affinity; belongs to a ubiquitous family of cytoplasmic membrane proteins that transport only ammonium (NH4+); expression is under the nitrogen catabolite repression regulation ammonia permease; MEP3 has a paralog, MEP1, that arose from the whole genome duplication"
S000005188,YNL244C,SUI1,8.0,40.3415923119,5.04269903898,"[3.0932159, 3.627183, 3.7234435, 3.7965703, 5.1843996, 5.4451232, 7.7047424, 7.7669144]",Translation initiation factor eIF1; component of a complex involved in recognition of the initiator codon; modulates translation accuracy at the initiation phase
S000006668,TN(GUU)C,,9.0,40.2798612714,4.47554014126,"[0.071442366, 0.23861247, 3.133918, 4.3854742, 4.9007792, 5.2671304, 5.6526675, 6.605176, 10.024661]","Asparagine tRNA (tRNA-Asn), predicted by tRNAscan-SE analysis"
S000000600,YCR007C,,9.0,40.2798612714,4.47554014126,"[0.071442366, 0.23861247, 3.133918, 4.3854742, 4.9007792, 5.2671304, 5.6526675, 6.605176, 10.024661]",Putative integral membrane protein; member of DUP240 gene family; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; YCR007C is not an essential gene
S000004210,YLR220W,CCC1,10.0,40.2791607846,4.02791607846,"[0.013392316, 0.33472222, 0.90580988, 2.1321189, 2.6277785, 2.9850416, 4.6285391, 7.516386, 9.0464592, 10.088913]","Vacuolar Fe2+/Mn2+ transporter; suppresses respiratory deficit of yfh1 mutants, which lack the ortholog of mammalian frataxin, by preventing mitochondrial iron accumulation; relative distribution to the vacuole decreases upon DNA replication stress"
S000028550,YGR121W-A,,13.0,40.2253670692,3.09425900533,"[0.53565329, 0.62780178, 0.64002568, 1.5131944, 1.6969328, 2.4412029, 2.6201124, 3.4588983, 4.4205523, 5.2815962, 5.2921576, 5.7323313, 5.9649081]",Putative protein of unknown function
S000002366,YDL207W,GLE1,8.0,40.1846425235,5.02308031544,"[0.33349922, 0.98949069, 1.9713652, 2.2652524, 3.577419, 8.1670752, 11.157234, 11.723307]","Cytoplasmic nucleoporin required for polyadenylated mRNA export; contains a nuclear export signal; when bound to inositol hexakisphosphate (IP6), functions as an activator for the Dbp5p ATPase activity at the nuclear pore complex during mRNA export; mediates translation initiation; required for efficient translation termination"
S000002368,YDL209C,CWC2,8.0,40.1846425235,5.02308031544,"[0.33349922, 0.98949069, 1.9713652, 2.2652524, 3.577419, 8.1670752, 11.157234, 11.723307]","Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; binds directly to U6 snRNA; similar to S. pombe Cwf2"
S000002561,YDR154C,,13.0,40.1692083217,3.08993910167,"[0.056192864, 0.073803112, 0.2984497, 0.49582809, 1.1911256, 2.1165812, 2.7925425, 3.0939813, 3.386296, 3.8567078, 4.8622437, 7.3805676, 10.564889]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; null mutant exhibits synthetic phenotype with alpha-synuclein"
S000006006,YPL085W,SEC16,9.0,40.1644382179,4.46271535754,"[0.35280022, 1.1172925, 1.2548318, 1.8257501, 2.5163691, 5.9642043, 5.9651556, 8.2536488, 12.914386]","COPII vesicle coat protein required for ER transport vesicle budding; essential factor in endoplasmic reticulum exit site (ERES) formation, as well as in COPII-mediated ER-to-Golgi traffic; bound to periphery of ER membranes and may act to stabilize initial COPII complexes; interacts with Sec23p, Sec24p and Sec31p"
S000002162,YDL004W,ATP16,11.0,40.1467363238,3.64970330217,"[0.40951562, 0.60644871, 0.81478226, 1.8022499, 2.3556309, 3.6858575, 4.3659968, 4.9636273, 5.588346, 6.8484783, 8.7058029]","Delta subunit of the central stalk of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated"
S000005643,YOR117W,RPT5,10.0,40.1416968778,4.01416968778,"[0.094445862, 0.39756408, 1.3521587, 3.2096128, 3.3904278, 3.8219669, 4.209578, 6.8741326, 8.2575407, 8.5342693]",ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; recruited to the GAL1-10 promoter region upon induction of transcription; similar to human TBP1
S000005922,YPL001W,HAT1,10.0,40.1265483201,4.01265483201,"[0.27912095, 1.5803726, 1.8377014, 1.9396571, 2.6925468, 3.4126766, 4.5553522, 6.5226984, 7.1473618, 10.15906]",Catalytic subunit of the Hat1p-Hat2p histone acetyltransferase complex; uses the cofactor acetyl coenzyme A to acetylate free nuclear and cytoplasmic histone H4; involved in telomeric silencing and DNA double-strand break repair
S000004523,YML058W,SML1,12.0,40.1081131399,3.34234276166,"[0.18490766, 0.23467784, 0.33182687, 1.2118539, 1.2733209, 1.623472, 2.1533484, 4.6964192, 5.2186861, 6.9364176, 7.9513392, 8.2918434]","Ribonucleotide reductase inhibitor; involved in regulating dNTP production; regulated by Mec1p and Rad53p during DNA damage and S phase; SML1 has a paralog, DIF1, that arose from the whole genome duplication"
S000002894,YDR486C,VPS60,12.0,40.0939543843,3.34116286536,"[0.36056411, 0.89196843, 1.0211796, 1.7089908, 1.7586294, 2.1124969, 2.1266756, 2.8809068, 3.3069274, 4.828949, 7.4438725, 11.652794]",Protein involved in late endosome to vacuole transport; cytoplasmic and vacuolar membrane protein; required for normal filament maturation during pseudohyphal growth; may function in targeting cargo proteins for degradation; interacts with Vta1p
S000003882,YJR121W,ATP2,12.0,40.0813019872,3.34010849893,"[0.3528648, 0.4536733, 0.9627921, 1.3057687, 1.69388, 1.7300036, 2.0390844, 3.9119022, 4.1901746, 4.9247446, 5.7891378, 12.727276]","Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated"
S000005320,YNR037C,RSM19,10.0,40.0781923532,4.00781923532,"[0.60145092, 0.64811063, 1.2211243, 1.6560638, 3.1530321, 3.3585188, 4.3953624, 4.8721166, 5.2940474, 14.878366]",Mitochondrial ribosomal protein of the small subunit; has similarity to E. coli S19 ribosomal protein
S000004473,YML012W,ERV25,8.0,40.0779655576,5.0097456947,"[0.35312483, 0.37554774, 2.1598575, 4.5554862, 6.3717279, 6.4347506, 8.0514669, 11.776004]","Member of the p24 family involved in ER to Golgi transport; role in misfolded protein quality control; forms a heterotrimeric complex with Erp1, Erp2p, and Emp24,"
S000002219,YDL061C,RPS29B,10.0,40.0774889886,4.00774889886,"[0.32271531, 0.7290712, 1.4627588, 2.0305769, 2.1307056, 2.9520895, 3.2459021, 6.1216574, 8.9451056, 12.136907]","Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S29 and bacterial S14; RPS29B has a paralog, RPS29A, that arose from the whole genome duplication"
S000000665,YCR069W,CPR4,12.0,40.0756522119,3.33963768433,"[0.13291074, 0.1554264, 0.37006432, 0.7741431, 1.3609704, 1.5989884, 2.3033059, 2.5271611, 3.1982658, 4.5110064, 11.1306, 12.01281]","Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; has a potential role in the secretory pathway; CPR4 has a paralog, CPR8, that arose from the whole genome duplication"
S000001415,YIL153W,RRD1,13.0,40.0579114854,3.08137780657,"[0.27111739, 0.36019409, 0.37471488, 0.69890577, 0.75602072, 1.0216916, 1.4643764, 3.9770248, 4.4966049, 4.6383758, 5.0934501, 7.3949771, 9.510458]","Peptidyl-prolyl cis/trans-isomerase; activator of the phosphotyrosyl phosphatase activity of PP2A; involved in G1 phase progression, microtubule dynamics, bud morphogenesis and DNA repair; required for rapid reduction of Sgs1p levels in response to rapamycin; subunit of the Tap42p-Sit4p-Rrd1p complex; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress"
S000001758,YKR050W,TRK2,10.0,40.0451873541,4.00451873541,"[0.2637006, 2.1859455, 2.3856421, 2.572999, 2.7941904, 3.517031, 4.4252958, 5.3766146, 6.3210983, 10.20267]","Component of the Trk1p-Trk2p potassium transport system; contributes to K(+) supply and maintenance of plasma-membrane potential; TRK2 has a paralog, TRK1, that arose from the whole genome duplication"
S000005431,YOL070C,NBA1,11.0,40.0411781967,3.64010710879,"[0.430011, 0.52692789, 0.93606669, 1.5597095, 3.4199064, 3.433074, 3.5636659, 3.7042012, 6.674552, 7.4655004, 8.3275633]","Protein of unknown function; localizes to the bud neck and cytoplasm; interacts with Nap1p; may interact with ribosomes, based on co-purification experiments; potential Cdc28p substrate"
S000002152,YBL112C,,11.0,40.0281642824,3.63892402568,"[0.1552204, 0.30875432, 1.0572166, 1.6185142, 1.8548503, 2.7255166, 3.4658883, 4.3031797, 4.5014644, 8.7013712, 11.336188]",Putative protein of unknown function; YBL112C is contained within TEL02L
S000001762,YKR054C,DYN1,13.0,40.0211879611,3.07855292008,"[0.56541705, 0.68353462, 0.94247741, 2.254849, 2.3608615, 2.8408642, 3.126996, 3.1448309, 3.3009183, 4.1821609, 4.9324155, 5.4645009, 6.2213616]","Cytoplasmic heavy chain dynein; microtubule motor protein; member of the AAA+ protein family, required for anaphase spindle elongation; involved in spindle assembly, chromosome movement, and spindle orientation during cell division, targeted to microtubule tips by Pac1p; motility along microtubules inhibited by She1p"
S000005959,YPL038W,MET31,10.0,40.0155559182,4.00155559182,"[0.66655689, 0.88172102, 1.0191174, 2.2716227, 4.0489564, 4.3159022, 4.6981149, 6.5793438, 6.887579, 8.6466417]","Zinc-finger DNA-binding transcription factor; targets strong transcriptional activator Met4p to promoters of sulfur metabolic genes; involved in transcriptional regulation of the methionine biosynthetic genes; feedforward loop controlling expression of MET32 and the lack of such a loop for MET31 may account for the differential actions of Met31p and Met32p; MET31 has a paralog, MET32, that arose from the whole genome duplication"
S000000346,YBR142W,MAK5,11.0,39.9970183969,3.63609258153,"[0.6998027, 0.70978177, 0.93841064, 1.1417618, 1.3205919, 1.6766779, 2.4072881, 4.0050039, 4.7377076, 10.394477, 11.965515]",Essential nucleolar protein; putative DEAD-box RNA helicase required for maintenance of M1 dsRNA virus; involved in biogenesis of large (60S) ribosomal subunits
S000000917,YER115C,SPR6,8.0,39.9828443527,4.99785554409,"[2.4278197, 2.5748425, 2.6989927, 3.7490506, 4.3512688, 6.6583633, 7.6988115, 9.8236952]","Protein of unknown function; expressed during sporulation; not required for sporulation, but gene exhibits genetic interactions with other genes required for sporulation"
S000005697,YOR171C,LCB4,14.0,39.9808647186,2.85577605133,"[0.21548365, 0.22654197, 0.23581535, 0.74365151, 0.86834103, 1.4339621, 2.4835124, 2.5530992, 3.1225679, 3.4777772, 4.4751754, 5.1938243, 6.7335415, 8.2175713]","Sphingoid long-chain base kinase; responsible for synthesis of long-chain base phosphates, which function as signaling molecules, regulates synthesis of ceramide from exogenous long-chain bases, localizes to the Golgi and late endosomes; LCB4 has a paralog, LCB5, that arose from the whole genome duplication"
S000002648,YDR240C,SNU56,13.0,39.9754544348,3.07503495652,"[0.23252891, 0.35695684, 0.66999114, 1.2896574, 1.3425204, 2.8891773, 2.8947332, 3.5994401, 3.6207941, 4.3284488, 5.0569515, 5.6980462, 7.9962087]","Component of U1 snRNP required for mRNA splicing via spliceosome; yeast specific, no metazoan counterpart; interacts with mRNA in commitment complex"
S000000529,YCL024W,KCC4,13.0,39.9664440975,3.07434185365,"[0.05504825, 0.5900417, 1.211913, 1.4408177, 1.5373859, 2.2053978, 2.8854449, 3.0253365, 3.4317756, 3.840028, 4.4419904, 6.211061, 9.0902033]","Protein kinase of the bud neck involved in the septin checkpoint; associates with septin proteins, negatively regulates Swe1p by phosphorylation, shows structural homology to bud neck kinases Gin4p and Hsl1p; KCC4 has a paralog, GIN4, that arose from the whole genome duplication"
S000004774,YMR164C,MSS11,10.0,39.9599547088,3.99599547088,"[0.44390735, 1.1261272, 1.4320645, 1.7561249, 2.2092435, 3.1472342, 5.022089, 6.5720177, 7.4928818, 10.758265]","Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1, FLO11, and STA1"
S000005733,YOR207C,RET1,11.0,39.9441182166,3.63128347424,"[0.016153648, 1.0230883, 1.099858, 1.8164016, 1.9444729, 2.0115795, 3.0914443, 3.1177194, 4.0136509, 7.1843176, 14.625432]","Second-largest subunit of RNA polymerase III; RNA polymerase III is responsible for the transcription of tRNA and 5S RNA genes, and other low molecular weight RNAs"
S000002438,YDR031W,MIX14,10.0,39.9441014081,3.99441014081,"[0.20883808, 0.22469996, 1.9160889, 1.9399399, 3.246582, 3.6606317, 3.8380206, 6.1105103, 8.1148949, 10.683895]",Mitochondrial intermembrane space protein of unknown function; required for normal oxygen consumption; contains twin cysteine-x9-cysteine motifs; protein abundance increases in response to DNA replication stress
S000002360,YDL201W,TRM8,8.0,39.9377250671,4.99221563339,"[0.42477345, 2.3069181, 2.5134809, 3.9648371, 4.8531046, 4.9303322, 8.6374235, 12.306855]",Noncatalytic subunit of a tRNA methyltransferase complex; Trm8p and Trm82p comprise an enzyme that catalyzes a methyl-transfer from S-adenosyl-l-methionine to the N(7) atom of guanine at position 46 in tRNA; Trm8 lacks catalytic activity if not bound to Trm82p
S000005668,YOR142W,LSC1,11.0,39.9350434355,3.63045849414,"[0.049080532, 0.71019739, 2.0333586, 2.1695149, 2.7051008, 3.6151609, 3.6902714, 4.2123523, 4.4120698, 7.8085885, 8.5293484]",Alpha subunit of succinyl-CoA ligase; succinyl-CoA ligase is a mitochondrial enzyme of the TCA cycle that catalyzes the nucleotide-dependent conversion of succinyl-CoA to succinate; phosphorylated
S000003452,YGR220C,MRPL9,11.0,39.8974944353,3.62704494866,"[0.24879146, 0.41255164, 0.52891648, 2.4896953, 2.9123981, 3.5128043, 3.6596267, 4.0284066, 4.4958701, 6.1377439, 11.47069]",Mitochondrial ribosomal protein of the large subunit
S000002793,YDR385W,EFT2,15.0,39.8691753447,2.65794502298,"[0.38300344, 0.44184297, 1.1269611, 1.3553189, 1.3801626, 1.6279516, 1.6363424, 2.0388432, 2.1211431, 2.8697081, 3.0217018, 3.5933924, 4.3228569, 5.302916, 8.6470308]","Elongation factor 2 (EF-2), also encoded by EFT1; catalyzes ribosomal translocation during protein synthesis; contains diphthamide, the unique posttranslationally modified histidine residue specifically ADP-ribosylated by diphtheria toxin; EFT2 has a paralog, EFT1, that arose from the whole genome duplication"
S000003468,YGR236C,SPG1,13.0,39.855174154,3.06578262723,"[0.14717418, 0.36944279, 0.39146191, 0.43705595, 0.53050852, 1.3593048, 1.6315373, 2.7068136, 4.1366735, 5.978508, 6.1824641, 7.8284764, 8.1557531]","Protein required for high temperature survival during stationary phase; not required for growth on nonfermentable carbon sources; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
S000000507,YCL001W,RER1,11.0,39.845513016,3.62231936509,"[0.29056308, 0.65631372, 1.0197785, 1.7588178, 2.1986008, 3.5915034, 3.8761024, 3.978121, 5.5441623, 7.0322714, 9.8992786]","Protein involved in retention of membrane proteins; including Sec12p, in the ER; localized to Golgi; functions as a retrieval receptor in returning membrane proteins to the ER"
S000005771,YOR245C,DGA1,12.0,39.8448431939,3.32040359949,"[0.18417783, 0.43449631, 0.63659376, 0.77828586, 1.298735, 1.9045253, 2.5167902, 2.8303382, 3.9897854, 6.415175, 6.424377, 12.431563]","Diacylglycerol acyltransferase; catalyzes the terminal step of triacylglycerol (TAG) formation, acylates diacylglycerol using acyl-CoA as an acyl donor; Lro1p and Dga1p can O-acylate ceramides; localized to lipid particles"
S000003546,YJL009W,,11.0,39.8190311529,3.61991192299,"[0.019612346, 0.50803417, 0.79625589, 1.0922475, 1.5150737, 1.5527012, 2.2806427, 2.3436482, 8.1586037, 8.9121094, 12.640102]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps CCT8/YJL008C, a verified gene encoding a subunit of the cytosolic chaperonin Cct ring complex"
S000003715,YJL179W,PFD1,15.0,39.8179004714,2.65452669809,"[0.065832816, 0.29435995, 0.43568212, 0.531932, 0.71375299, 0.79707456, 1.7203974, 1.8808527, 2.0372999, 2.3858016, 4.1396532, 5.0523939, 6.1246295, 6.2365608, 7.4016771]",Subunit of heterohexameric prefoldin; prefoldin binds cytosolic chaperonin and transfers target proteins to it; involved in the biogenesis of actin and of alpha- and gamma-tubulin; prefoldin complex also localizes to chromatin of actively transcribed genes in the nucleus and facilitates transcriptional elongation
S000004796,YMR184W,ADD37,9.0,39.8099993467,4.42333326075,"[0.45061567, 0.45580831, 0.8406505, 3.8084054, 5.1071262, 6.7994838, 6.9606528, 7.2483873, 8.1388693]",Protein of unknown function; involved in ER-associated protein degradation; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and is induced in response to the DNA-damaging agent MMS; YMR184W is not an essential gene; protein abundance increases in response to DNA replication stress
S000005747,YOR221C,MCT1,10.0,39.7885915041,3.97885915041,"[0.36260307, 1.4616215, 2.0259573, 2.1212864, 2.1773245, 4.383276, 5.3816438, 5.5629377, 7.9660139, 8.3459272]",Predicted malonyl-CoA:ACP transferase; putative component of a type-II mitochondrial fatty acid synthase that produces intermediates for phospholipid remodeling
S000001009,YHL017W,,10.0,39.7812600136,3.97812600136,"[0.25550562, 0.5678004, 0.74483907, 0.75152558, 1.6270702, 1.8713028, 5.1315274, 7.7180281, 10.372653, 10.741008]","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog, PTM1, that arose from the whole genome duplication"
S000001404,YIL142W,CCT2,6.0,39.7757438421,6.62929064035,"[1.7893661, 2.166513, 6.1550612, 8.1048765, 9.1570835, 12.402843]","Subunit beta of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo"
