,Gene Feature Name,Common Name,Number of Hits,Total Sum of Scores,Avg. Score per Hit,List of Scores,Gene Description
S000004561,YML094C-A,,1.0,13.0747337341,13.0747337341,[13.074734],"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene GIM5/YML094W; deletion confers sensitivity to GSAO"
S000000150,YBL054W,TOD6,1.0,13.0747337341,13.0747337341,[13.074734],PAC motif binding protein involved in rRNA and ribosome biogenesis; subunit of the RPD3L histone deacetylase complex; Myb-like HTH transcription factor; hypophosphorylated by rapamycin treatment in a Sch9p-dependent manner; activated in stochastic pulses of nuclear localization
S000005442,YOL082W,ATG19,1.0,13.0747337341,13.0747337341,[13.074734],Receptor protein for the cytoplasm-to-vacuole targeting (Cvt) pathway; delivers cargo proteins aminopeptidase I (Ape1p) and alpha-mannosidase (Ams1p) to the phagophore assembly site for packaging into Cvt vesicles; interaction with Atg19p during the Cvt pathway requires phosphorylation by Hrr25p
S000005651,YOR125C,CAT5,1.0,13.0747337341,13.0747337341,[13.074734],Protein required for ubiquinone (Coenzyme Q) biosynthesis; localizes to the matrix face of the mitochondrial inner membrane in a large complex with ubiquinone biosynthetic enzymes; required for gluconeogenic gene activation
S000004560,YML095C,RAD10,1.0,13.0747337341,13.0747337341,[13.074734],Single-stranded DNA endonuclease (with Rad1p); cleaves single-stranded DNA during nucleotide excision repair and double-strand break repair; subunit of Nucleotide Excision Repair Factor 1 (NEF1); homolog of human ERCC1 protein
S000001137,YHR095W,,1.0,13.0747337341,13.0747337341,[13.074734],"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000001707,YKL224C,PAU16,1.0,13.0700416565,13.0700416565,[13.070042],Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole
S000004321,YLR329W,REC102,1.0,13.0700416565,13.0700416565,[13.070042],Protein involved in early stages of meiotic recombination; required for chromosome synapsis; forms a complex with Rec104p and Spo11p necessary during the initiation of recombination
S000003230,YGL261C,PAU11,1.0,13.0700416565,13.0700416565,[13.070042],Putative protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; mRNA expression appears to be regulated by SUT1 and UPC2
S000005521,YOL161C,PAU20,1.0,13.0700416565,13.0700416565,[13.070042],Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole; expression induced by low temperature and also by anaerobic conditions; induced during alcoholic fermentation
S000004889,YMR276W,DSK2,1.0,13.0700416565,13.0700416565,[13.070042],Nuclear-enriched ubiquitin-like polyubiquitin-binding protein; required for spindle pole body (SPB) duplication and for transit through the G2/M phase of the cell cycle; involved in proteolysis; interacts with the proteasome; protein abundance increases in response to DNA replication stress
S000005078,YNL134C,,1.0,13.0641088486,13.0641088486,[13.064109],"NADH-dependent aldehyde reductase, involved in detoxification of furfural; expression is up-regulated in the presence of furfural and 5-hydroxymethylfurfural, which are compounds generated during lignocellulosic biomass pre-treatment; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus; protein abundance increases in response to DNA replication stress"
S000004013,YLR023C,IZH3,1.0,13.0641088486,13.0641088486,[13.064109],"Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family, expression induced by zinc deficiency; deletion reduces sensitivity to elevated zinc and shortens lag phase, overexpression reduces Zap1p activity"
S000003806,YJR045C,SSC1,1.0,13.0641088486,13.0641088486,[13.064109],"Hsp70 family ATPase; constituent of the import motor component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); involved in protein translocation and folding; subunit of SceI endonuclease; SSC1 has a paralog, ECM10, that arose from the whole genome duplication"
S000003807,YJR046W,TAH11,1.0,13.0641088486,13.0641088486,[13.064109],DNA replication licensing factor; required for pre-replication complex assembly
S000001957,YHR079C-A,SAE3,1.0,12.977560997,12.977560997,[12.977561],Meiosis-specific protein involved in meiotic recombination; involved in DMC1-dependent meiotic recombination; forms heterodimer with Mei5p; proposed to be an assembly factor for Dmc1p
S000002646,YDR238C,SEC26,1.0,12.977560997,12.977560997,[12.977561],Essential beta-coat protein of the COPI coatomer; involved in ER-to-Golgi protein trafficking and maintenance of normal ER morphology; shares 43% sequence identity with mammalian beta-coat protein (beta-COP)
S000000425,YBR221C,PDB1,1.0,12.977560997,12.977560997,[12.977561],E1 beta subunit of the pyruvate dehydrogenase (PDH) complex; PDH is an evolutionarily conserved multi-protein complex found in mitochondria
S000005320,YNR037C,RSM19,1.0,12.9657840729,12.9657840729,[12.965784],Mitochondrial ribosomal protein of the small subunit; has similarity to E. coli S19 ribosomal protein
S000001857,YFL037W,TUB2,1.0,12.9265422821,12.9265422821,[12.926542],"Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer, which polymerizes to form microtubules; mutation in human ortholog is associated with congenital fibrosis of the extraocular muscles (CFEOM) with polymicrogyria"
S000003801,YJR040W,GEF1,1.0,12.9265422821,12.9265422821,[12.926542],"Voltage-gated chloride channel; localized to the golgi, the endosomal system, and plasma membrane; involved in cation homeostasis; highly homologous to vertebrate voltage-gated chloride channels; modulates TBSV model (+) RNA virus replication by regulating copper metabolism"
S000005682,YOR156C,NFI1,1.0,12.9165229797,12.9165229797,[12.916523],"SUMO E3 ligase; catalyzes sumoylation of Yku70p/80p and Sir4p promoting telomere anchoring to the nuclear envelope and regulating telomerase activity; DNA-bound form catalyzes a DNA-damaged triggered sumoylation wave resulting in multisite modification of several DNA repair proteins, enhancing interactions between these proteins and accelerating repair; sumoylates Cse4p, a prerequisite for STUbL-mediated Ub-dependent degradation; role in telomere length maintenance"
S000005684,YOR158W,PET123,1.0,12.9165229797,12.9165229797,[12.916523],"Mitochondrial ribosomal protein of the small subunit; PET123 exhibits genetic interactions with PET122, which encodes a COX3 mRNA-specific translational activator"
S000000607,YCR014C,POL4,1.0,12.8980035782,12.8980035782,[12.898004],DNA polymerase IV; undergoes pair-wise interactions with Dnl4p-Lif1p and Rad27p to mediate repair of DNA double-strand breaks by non-homologous end joining (NHEJ); homologous to mammalian DNA polymerase beta
S000004638,YMR035W,IMP2,1.0,12.8980035782,12.8980035782,[12.898004],"Catalytic subunit of mitochondrial inner membrane peptidase complex; required for maturation of mitochondrial proteins of the intermembrane space; complex contains two catalytic subunits (Imp1p and Imp2p that differ in substrate specificity), and Som1p"
S000005712,YOR186W,,1.0,12.8980035782,12.8980035782,[12.898004],"Putative protein of unknown function; proper regulation of expression during heat stress is sphingolipid-dependent; mCherry fusion protein localizes to the vacuole; YOR186W has a paralog, YLR297W, that arose from the whole genome duplication"
S000000934,YER132C,PMD1,1.0,12.8980035782,12.8980035782,[12.898004],"Protein with an N-terminal kelch-like domain; putative negative regulator of early meiotic gene expression; required, with Mds3p, for growth under alkaline conditions; PMD1 has a paralog, MDS3, that arose from the whole genome duplication"
S000001408,YIL146C,ATG32,1.0,12.8980035782,12.8980035782,[12.898004],"Mitochondrial outer membrane protein required to initiate mitophagy; recruits the autophagy adaptor protein Atg11p and the ubiquitin-like protein Atg8p to the mitochondrial surface to initiate mitophagy, the selective vacuolar degradation of mitochondria in response to starvation; can promote pexophagy when placed ectopically in the peroxisomal membrane; regulates mitophagy and ethanol production during alcoholic fermentation"
S000001053,YHR011W,DIA4,1.0,12.8980035782,12.8980035782,[12.898004],Probable mitochondrial seryl-tRNA synthetase; mutant displays increased invasive and pseudohyphal growth
S000005454,YOL094C,RFC4,1.0,12.8980035782,12.8980035782,[12.898004],Subunit of heteropentameric Replication factor C (RF-C); which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon; relocalizes to the cytosol in response to hypoxia
S000000079,YAR033W,MST28,1.0,12.8980035782,12.8980035782,[12.898004],"Putative integral membrane protein, involved in vesicle formation; forms complex with Mst27p; member of DUP240 gene family; binds COPI and COPII vesicles; MST28 has a paralog, MST27, that arose from a segmental duplication"
S000006711,TR(UCU)G1,,1.0,12.8980035782,12.8980035782,[12.898004],"Arginine tRNA (tRNA-Arg), predicted by tRNAscan-SE analysis; one of 11 nuclear tRNA genes containing the tDNA-anticodon UCU (converted to mcm5-UCU in the mature tRNA), decodes AGA codons into arginine, one of 19 nuclear tRNAs for arginine"
S000001821,YAR030C,,1.0,12.8980035782,12.8980035782,[12.898004],"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YAR029W and the verified gene PRM9"
S000005785,YOR259C,RPT4,1.0,12.8980035782,12.8980035782,[12.898004],ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in degradation of ubiquitinated substrates; contributes preferentially to ERAD; required for spindle pole body duplication; mainly nuclear localization
S000005711,YOR185C,GSP2,1.0,12.8980035782,12.8980035782,[12.898004],"GTP binding protein (mammalian Ranp homolog); involved in the maintenance of nuclear organization, RNA processing and transport; interacts with Kap121p, Kap123p and Pdr6p (karyophilin betas); not required for viability; protein abundance increases in response to DNA replication stress; GSP2 has a paralog, GSP1, that arose from the whole genome duplication"
S000003618,YJL082W,IML2,1.0,12.8155412674,12.8155412674,[12.815541],"Protein required for clearance of inclusion bodies; localizes to the inclusion bodies formed under protein misfolding stress; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress; IML2 has a paralog, YKR018C, that arose from the whole genome duplication"
S000006154,YPL233W,NSL1,1.0,12.8155412674,12.8155412674,[12.815541],Essential component of the MIND kinetochore complex; joins kinetochore subunits contacting DNA to those contacting microtubules; required for accurate chromosome segregation; complex consists of Mtw1p Including Nnf1p-Nsl1p-Dsn1p (MIND)
S000000895,YER093C,TSC11,1.0,12.8119668961,12.8119668961,[12.811967],Subunit of TORC2 (Tor2p-Lst8p-Avo1-Avo2-Tsc11p-Bit61p); TORC2 is a membrane-associated complex that regulates actin cytoskeletal dynamics during polarized growth and cell wall integrity; involved in sphingolipid metabolism; contains a RasGEFN domain
S000003856,YJR095W,SFC1,1.0,12.8104887009,12.8104887009,[12.810489],Mitochondrial succinate-fumarate transporter; transports succinate into and fumarate out of the mitochondrion; required for ethanol and acetate utilization
S000006055,YPL134C,ODC1,1.0,12.8104887009,12.8104887009,[12.810489],"Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter, exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for lysine and glutamate biosynthesis and lysine catabolism; suppresses, in multicopy, an fmc1 null mutation; ODC1 has a paralog, ODC2, that arose from the whole genome duplication"
S000006303,YPR099C,,1.0,12.8104887009,12.8104887009,[12.810489],"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene MRPL51/YPR100W"
S000004618,YMR016C,SOK2,1.0,12.8104887009,12.8104887009,[12.810489],"Nuclear protein that negatively regulates pseudohyphal differentiation; plays a regulatory role in the cyclic AMP (cAMP)-dependent protein kinase (PKA) signal transduction pathway; relocalizes to the cytosol in response to hypoxia; SOK2 has a paralog, PHD1, that arose from the whole genome duplication"
S000004637,YMR034C,RCH1,1.0,12.8104887009,12.8104887009,[12.810489],Putative transporter; localizes to the plasma membrane in response to high levels of extracellular calcium; member of the SLC10 carrier family; identified in a transposon mutagenesis screen as a gene involved in azole resistance; YMR034C is not an essential gene
S000006730,TS(CGA)C,SUP61,1.0,12.8104887009,12.8104887009,[12.810489],"Serine tRNA (tRNA-Ser), predicted by tRNAscan-SE analysis; i6A37 modification is catalyzed by Mod5p; can mutate to suppress amber or ochre nonsense mutations; suppressor mutant alleles are recessive lethal and can only be maintained when an additional wild-type copy of the gene is present, because SUP61 encodes the only tRNA species that can decode UCG codons"
S000002207,YDL049C,KNH1,1.0,12.8104887009,12.8104887009,[12.810489],"Protein with similarity to Kre9p; Kre9p is involved in cell wall beta 1,6-glucan synthesis; overproduction suppresses growth defects of a kre9 null mutant; required for propionic acid resistance"
S000000160,YBL064C,PRX1,1.0,12.8046445847,12.8046445847,[12.804645],Mitochondrial peroxiredoxin with thioredoxin peroxidase activity; has a role in reduction of hydroperoxides; reactivation requires Trr2p and glutathione; induced during respiratory growth and oxidative stress; phosphorylated; protein abundance increases in response to DNA replication stress
S000001241,YHR198C,AIM18,1.0,12.8046445847,12.8046445847,[12.804645],"Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss"
S000004747,YMR139W,RIM11,1.0,12.8046445847,12.8046445847,[12.804645],"Protein kinase; required for signal transduction during entry into meiosis; promotes the formation of the Ime1p-Ume6p complex by phosphorylating Ime1p and Ume6p; shares similarity with mammalian glycogen synthase kinase 3-beta; protein abundance increases in response to DNA replication stress; RIM11 has a paralog, MRK1, that arose from the whole genome duplication"
S000004569,YML101C-A,,1.0,12.8046445847,12.8046445847,[12.804645],"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000004566,YML100W,TSL1,1.0,12.8046445847,12.8046445847,[12.804645],"Large subunit of trehalose 6-phosphate synthase/phosphatase complex; Tps1p-Tps2p complex converts uridine-5'-diphosphoglucose and glucose 6-phosphate to trehalose; contributes to survival to acute lethal heat stress; mutant has aneuploidy tolerance; protein abundance increases in response to DNA replication stress; TSL1 has a paralog, TPS3, that arose from the whole genome duplication"
S000000159,YBL063W,KIP1,1.0,12.8046445847,12.8046445847,[12.804645],"Kinesin-related motor protein; required for mitotic spindle assembly, chromosome segregation, and 2 micron plasmid partitioning; functionally redundant with Cin8p for chromosomal but not plasmid functions"
S000000430,YBR226C,,1.0,12.8046445847,12.8046445847,[12.804645],"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YBR225W"
S000000432,YBR228W,SLX1,1.0,12.8046445847,12.8046445847,[12.804645],"Endonuclease involved in DNA recombination and repair; subunit of a complex, with Slx4p, that hydrolyzes 5' branches from duplex DNA in response to stalled or converging replication forks; function overlaps with that of Sgs1p-Top3p"
S000004065,YLR075W,RPL10,1.0,12.8046445847,12.8046445847,[12.804645],"Ribosomal 60S subunit protein L10; responsible for joining 40S and 60S subunits; regulates translation initiation; nascent Rpl10p is bound by specific chaperone Sqt1p; similar to members of the QM gene family, mammalian L10, and bacterial L16; protein abundance increases under DNA replication stress; mutations in human homolog implicated in T-cell acute lymphoblastic leukemia and also autism spectrum disorders (ASD); human RPL10 can complement yeast null mutant"
S000004063,YLR073C,RFU1,1.0,12.8046445847,12.8046445847,[12.804645],Protein that inhibits Doa4p deubiquitinating activity; contributes to ubiquitin homeostasis by regulating the conversion of free ubiquitin chains to ubiquitin monomers by Doa4p; GFP-fusion protein localizes to endosomes
S000028688,YML100W-A,,1.0,12.8046445847,12.8046445847,[12.804645],"Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
S000004745,YMR137C,PSO2,1.0,12.8046445847,12.8046445847,[12.804645],Nuclease required for DNA single- and double-strand break repair; acts at a post-incision step in repair of breaks that result from interstrand cross-links produced by a variety of mono- and bi-functional psoralen derivatives; induced by UV-irradiation; forms nuclear foci upon DNA replication stress
S000003327,YGR095C,RRP46,1.0,12.7987108231,12.7987108231,[12.798711],Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp46p (EXOSC5)
S000005274,YNL330C,RPD3,1.0,12.7987108231,12.7987108231,[12.798711],"Histone deacetylase, component of both the Rpd3S and Rpd3L complexes; regulates transcription, silencing, autophagy and other processes by influencing chromatin remodeling; forms at least two different complexes which have distinct functions and members; Rpd3(L) recruitment to the subtelomeric region is regulated by interaction with the arginine methyltransferase, Hmt1p"
S000001119,YHR077C,NMD2,1.0,12.7987108231,12.7987108231,[12.798711],Protein involved in the nonsense-mediated mRNA decay (NMD) pathway; interacts with Nam7p and Upf3p; involved in telomere maintenance
S000003593,YJL057C,IKS1,1.0,12.7121629715,12.7121629715,[12.712163],Protein kinase of unknown cellular role; putative serine/threonine kinase; expression is induced during mild heat stress; deletion mutants are hypersensitive to copper sulphate and resistant to sorbate; interacts with an N-terminal fragment of Sst2p
S000001754,YKR046C,PET10,1.0,12.7121629715,12.7121629715,[12.712163],Protein of unknown function that localizes to lipid particles; localization suggests a role in lipid metabolism; expression pattern suggests a role in respiratory growth; computational analysis of large-scale protein-protein interaction data suggests a role in ATP/ADP exchange
S000003130,YGL162W,SUT1,1.0,12.7121629715,12.7121629715,[12.712163],"Zn(II)2Cys6 family transcription factor; positively regulates sterol uptake genes under anaerobic conditions; involved in hypoxic gene expression; represses filamentation-inducing genes during vegetative growth; positively regulates mating with SUT2 by repressing expression of genes that act as mating inhibitors; repressed by STE12; relocalizes from the nucleus to the cytoplasm upon DNA replication stress; SUT1 has a paralog, SUT2, that arose from the whole genome duplication"
S000003852,YJR092W,BUD4,1.0,12.7074718475,12.7074718475,[12.707472],"Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure, and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p"
S000003851,YJR091C,JSN1,1.0,12.7074718475,12.7074718475,[12.707472],"Member of the Puf family of RNA-binding proteins; interacts with mRNAs encoding membrane-associated proteins; involved in localizing the Arp2/3 complex to mitochondria; overexpression causes increased sensitivity to benomyl; JSN1 has a paralog, PUF2, that arose from the whole genome duplication"
S000002850,YDR442W,,1.0,12.7015390396,12.7015390396,[12.701539],"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000006250,YPR046W,MCM16,1.0,12.7015390396,12.7015390396,[12.701539],Component of the Ctf19 complex and the COMA subcomplex; involved in kinetochore-microtubule mediated chromosome segregation; binds to centromere DNA; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-H and fission yeast fta3
S000005134,YNL190W,,1.0,12.7015390396,12.7015390396,[12.701539],Hydrophilin essential in desiccation-rehydration process; cell wall protein; contains a putative GPI-attachment site
S000002486,YDR079W,PET100,1.0,12.7015390396,12.7015390396,[12.701539],"Chaperone that facilitates the assembly of cytochrome c oxidase; integral to the mitochondrial inner membrane; interacts with a subcomplex of subunits VII, VIIa, and VIII (Cox7p, Cox9p, and Cox8p) but not with the holoenzyme"
S000007610,YJL052C-A,,1.0,12.7015390396,12.7015390396,[12.701539],Putative protein of unknown function; identified based on comparison to related yeast species; mCherry fusion protein localizes to the vacuole
S000002849,YDR441C,APT2,1.0,12.7015390396,12.7015390396,[12.701539],"Potential adenine phosphoribosyltransferase; encodes a protein with similarity to adenine phosphoribosyltransferase, but artificially expressed protein exhibits no enzymatic activity; APT2 has a paralog, APT1, that arose from the whole genome duplication"
S000000287,YBR083W,TEC1,1.0,12.6464338303,12.6464338303,[12.646434],"Transcription factor targeting filamentation genes and Ty1 expression; Ste12p activation of most filamentation gene promoters depends on Tec1p and Tec1p transcriptional activity is dependent on its association with Ste12p; binds to TCS elements upstream of filamentation genes, which are regulated by Tec1p/Ste12p/Dig1p complex; competes with Dig2p for binding to Ste12p/Dig1p; positive regulator of chronological life span; TEA/ATTS DNA-binding domain family member"
S000003096,YGL128C,CWC23,1.0,12.6464338303,12.6464338303,[12.646434],Component of a complex containing Cef1p; putatively involved in pre-mRNA splicing; has similarity to E. coli DnaJ and other DnaJ-like proteins and to S. pombe Cwf23p
S000004366,YLR374C,,1.0,12.6464338303,12.6464338303,[12.646434],"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF STP3/YLR375W"
S000004365,YLR373C,VID22,1.0,12.6464338303,12.6464338303,[12.646434],"Glycosylated integral membrane protein localized to plasma membrane; plays a role in fructose-1,6-bisphosphatase (FBPase) degradation; involved in FBPase transport from the cytosol to Vid (vacuole import and degradation) vesicles; VID22 has a paralog, ENV11, that arose from the whole genome duplication"
S000003095,YGL127C,SOH1,1.0,12.6464338303,12.6464338303,[12.646434],Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; involved in telomere maintenance; conserved with other metazoan MED31 subunits
S000006094,YPL173W,MRPL40,1.0,12.6337585449,12.6337585449,[12.633759],Mitochondrial ribosomal protein of the large subunit
S000005993,YPL072W,UBP16,1.0,12.6337585449,12.6337585449,[12.633759],"Deubiquitinating enzyme anchored to the outer mitochondrial membrane; probably not important for general mitochondrial functioning, but may perform a more specialized function at mitochondria"
S000002592,YDR184C,ATC1,1.0,12.6279144287,12.6279144287,[12.627914],Nuclear protein; possibly involved in regulation of cation stress responses and/or in the establishment of bipolar budding pattern; relative distribution to the nucleus decreases upon DNA replication stress
S000006572,TG(CCC)D,SUF3,1.0,12.6219806671,12.6219806671,[12.621981],"Glycine tRNA (tRNA-Gly), predicted by tRNAscan-SE analysis; can mutate to suppress +1 frameshift mutations in glycine codons"
S000002566,YDR159W,SAC3,1.0,12.6219806671,12.6219806671,[12.621981],mRNA export factor; required for biogenesis of the small ribosomal subunit; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; similar to the human germinal center-associated nuclear protein (GANP)
S000002798,YDR390C,UBA2,1.0,12.6219806671,12.6219806671,[12.621981],"Subunit of heterodimeric nuclear SUMO activating enzyme E1 with Aos1p; activates Smt3p (SUMO) before its conjugation to proteins (sumoylation), which may play a role in protein targeting; essential for viability"
S000005867,YOR340C,RPA43,1.0,12.5512962341,12.5512962341,[12.551296],RNA polymerase I subunit A43
S000005868,YOR341W,RPA190,1.0,12.5512962341,12.5512962341,[12.551296],RNA polymerase I largest subunit A190
S000005574,YOR048C,RAT1,1.0,12.5512962341,12.5512962341,[12.551296],"Nuclear 5' to 3' single-stranded RNA exonuclease; involved in RNA metabolism, including rRNA and snoRNA processing, as well as poly (A+) dependent and independent mRNA transcription termination; required for cotranscriptional pre-rRNA cleavage; displaces Cdk1p from elongating transcripts, especially as RNAPII reaches the poly(A) site, negatively regulates phosphorylation of the CTD of RNAPII, and inhibits RNAPII transcriptional elongation"
S000028692,YMR105W-A,,1.0,12.5512962341,12.5512962341,[12.551296],Putative protein of unknown function
S000000006,YAL008W,FUN14,1.0,12.5454521179,12.5454521179,[12.545452],Mitochondrial protein of unknown function
S000003207,YGL238W,CSE1,1.0,12.5454521179,12.5454521179,[12.545452],"Nuclear envelope protein that acts as a recycling factor; mediates the nuclear export of Srp1p (importin alpha) back to the cytoplasm after its import substrates have been released into the nucleoplasm, thereby allowing the participation of Srp1p in multiple rounds of nuclear import; required for accurate chromosome segregation; homolog of metazoan CAS and human CSE1L, overexpression of which is implicated in cancer progression"
S000000008,YAL010C,MDM10,1.0,12.5454521179,12.5454521179,[12.545452],"Subunit of both the ERMES and the SAM complex; component of ERMES complex which acts as a molecular tether between the mitochondria and the ER, necessary for efficient phospholipid exchange between organelles and for mitophagy; SAM/TOB complex component that functions in the assembly of outer membrane beta-barrel proteins; involved in mitochondrial inheritance and morphology; ERMES complex is often co-localized with peroxisomes and concentrated areas of pyruvate dehydrogenase"
S000001740,YKR032W,,1.0,12.5454521179,12.5454521179,[12.545452],"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000005747,YOR221C,MCT1,1.0,12.5418777466,12.5418777466,[12.541878],Predicted malonyl-CoA:ACP transferase; putative component of a type-II mitochondrial fatty acid synthase that produces intermediates for phospholipid remodeling
S000000439,YBR235W,VHC1,1.0,12.5418777466,12.5418777466,[12.541878],Vacuolar membrane cation-chloride cotransporter (CCC); likely mediates K+ and Cl- cotransport into the vacuole; has a role in potassium homeostasis and salt tolerance; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); similar to mammalian electroneutral Na(+)-(K+)-C1- cotransporter family
S000003113,YGL145W,TIP20,1.0,12.5418777466,12.5418777466,[12.541878],Peripheral membrane protein required for COPI vesicle fusion to the ER; mediates Sey1p-independent homotypic ER fusion; prohibits back-fusion of COPII vesicles with the ER; forms a tethering complex with Sec39p and Dsl1p that interacts with ER SNAREs Sec20p and Use1p
S000003114,YGL146C,RRT6,1.0,12.5418777466,12.5418777466,[12.541878],"Putative protein of unknown function; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; contains two putative transmembrane spans, but no significant homology to other known proteins"
S000005199,YNL255C,GIS2,1.0,12.5403995514,12.5403995514,[12.5404],"Translational activator for mRNAs with internal ribosome entry sites; associates with polysomes and binds to a specific subset of mRNAs; localizes to RNA processing bodies (P bodies) and to stress granules; may have a role in translation regulation under stress conditions; ortholog of human ZNF9/CNBP, a gene involved in myotonic dystrophy type 2"
S000005185,YNL241C,ZWF1,1.0,12.53951931,12.53951931,[12.539519],Glucose-6-phosphate dehydrogenase (G6PD); catalyzes the first step of the pentose phosphate pathway; involved in adapting to oxidative stress; protein abundance increases in response to DNA replication stress; homolog of human G6PD which is deficient in patients with hemolytic anemia; human G6PD can complement yeast zwf1 null mutant
S000001312,YIL050W,PCL7,1.0,12.53951931,12.53951931,[12.539519],"Pho85p cyclin of the Pho80p subfamily; forms a functional kinase complex with Pho85p which phosphorylates Mmr1p and is regulated by Pho81p; involved in glycogen metabolism, expression is cell-cycle regulated; PCL7 has a paralog, PCL6, that arose from the whole genome duplication"
S000001313,YIL051C,MMF1,1.0,12.53951931,12.53951931,[12.539519],"Mitochondrial protein required for transamination of isoleucine; but not of valine or leucine; may regulate specificity of branched-chain transaminases Bat1p and Bat2p; induction of expression in response to stress is mediated by a Hog1p-regulated antisense RNA and gene looping; interacts genetically with mitochondrial ribosomal protein genes; MMF1 has a paralog, HMF1, that arose from the whole genome duplication"
S000002895,YDR487C,RIB3,1.0,12.5354328156,12.5354328156,[12.535433],"3,4-dihydroxy-2-butanone-4-phosphate synthase (DHBP synthase); required for riboflavin biosynthesis from ribulose-5-phosphate, also has an unrelated function in mitochondrial respiration"
S000006319,YPR115W,RGC1,1.0,12.5354328156,12.5354328156,[12.535433],Putative regulator of the Fps1p glycerol channel; multiply phosphorylated by Hog1p under osmotic stress; contains a pleckstrin homology domain; forms homodimers and heterodimerizes with paralog Ask10p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
S000002723,YDR315C,IPK1,1.0,12.5354328156,12.5354328156,[12.535433],"Inositol 1,3,4,5,6-pentakisphosphate 2-kinase; nuclear protein required for synthesis of 1,2,3,4,5,6-hexakisphosphate (phytate), which is integral to cell function; has 2 motifs conserved in other fungi; ipk1 gle1 double mutant is inviable; human IPPK can complement ipk1 null mutant"
S000005175,YNL231C,PDR16,1.0,12.4479179382,12.4479179382,[12.447918],"Phosphatidylinositol transfer protein (PITP); controlled by the multiple drug resistance regulator Pdr1p; localizes to lipid particles and microsomes; controls levels of various lipids, may regulate lipid synthesis; homologous to Pdr17p; protein abundance increases in response to DNA replication stress"
S000004588,YML119W,,1.0,12.442073822,12.442073822,[12.442074],Putative protein of unknown function; YML119W is not an essential gene; potential Cdc28p substrate
S000000981,YER179W,DMC1,1.0,12.4308767319,12.4308767319,[12.430877],"Meiosis-specific recombinase required for double-strand break repair; also required for pairing between homologous chromosomes; required for the normal morphogenesis of synaptonemal complex; homolog of Rad51p and the bacterial RecA protein; binds ssDNA and dsDNA, forms helical filaments; stimulated by Rdh54p"
S000001520,YKL037W,AIM26,1.0,12.4308767319,12.4308767319,[12.430877],Protein of unknown function; null mutant is viable and displays elevated frequency of mitochondrial genome loss; null mutation confers sensitivity to tunicamycin and DTT
