,Gene Feature Name,Common Name,Number of Hits,Total Sum of Scores,Avg. Score per Hit,List of Scores,Gene Description
S000003175,YGL207W,SPT16,15.0,77.4931571484,5.16621047656,"[2.2735894, 2.9043555, 2.9230921, 3.3404546, 3.5144808, 3.9925313, 4.2706776, 5.0284767, 5.6075902, 5.6805534, 6.0955911, 6.8536181, 7.1374111, 8.9240074, 8.9467278]","Subunit of the heterodimeric FACT complex (Spt16p-Pob3p); FACT associates with chromatin via interaction with Nhp6Ap and Nhp6Bp, and reorganizes nucleosomes to facilitate access to DNA by RNA and DNA polymerases; SPT16 specifically required for diauxic shift-induced H2B deposition onto rDNA genes; some mutations cause reduced nucleosome occupancy over highly transcribed regions of the yeast genome"
S000006695,TQ(UUG)D3,,22.0,77.4638289297,3.52108313317,"[0.0038911784, 0.65339392, 0.8112461, 0.92541713, 1.1388208, 1.1798675, 1.5774938, 1.7681774, 1.8994219, 2.9043555, 2.9043555, 3.3404546, 3.3404546, 3.5564322, 4.6519842, 5.0284767, 5.0284767, 5.7654424, 6.2015414, 7.3731251, 7.858552, 9.5524483]","Glutamine tRNA (tRNA-Gln), predicted by tRNAscan-SE analysis; thiolation of uridine at wobble position (34) requires Ncs6p"
S000002668,YDR260C,SWM1,16.0,77.4346309975,4.83966443734,"[0.074280508, 1.1388208, 1.1798675, 3.5564322, 3.9925313, 3.9925313, 4.5982523, 4.6519842, 4.9791493, 5.2800155, 5.4645758, 6.0955911, 7.1374111, 7.858552, 8.4879084, 8.9467278]",Subunit of the anaphase-promoting complex (APC); APC is an E3 ubiquitin ligase that regulates the metaphase-anaphase transition and exit from mitosis; required for activation of the daughter-specific gene expression and spore wall maturation
S000007222,YCR028C-A,RIM1,18.0,77.4089192897,4.30049551609,"[0.2242616, 1.1798675, 1.2291952, 1.2473452, 1.6652943, 1.7908975, 1.8994219, 3.2629421, 3.5564322, 3.9150188, 4.3300562, 5.0284767, 5.8796134, 6.8536181, 8.294651, 8.4879084, 8.9029455, 9.6609735]",ssDNA-binding protein essential for mitochondrial genome maintenance; involved in mitochondrial DNA replication; stimulates utilization by Mip1p DNA polymerase of RNA primers synthesized by Rpo41p
S000004129,YLR139C,SLS1,21.0,77.3809027225,3.68480489155,"[0.17052962, 0.82998264, 0.82998264, 0.82998264, 0.92541713, 1.1388208, 1.1413947, 1.5774938, 2.1832149, 2.1832149, 2.7096884, 3.2629421, 4.5430498, 4.6519842, 4.6886268, 5.2800155, 5.7654424, 7.4593391, 8.9240074, 8.9467278, 9.3390455]",Mitochondrial membrane protein; coordinates expression of mitochondrially-encoded genes; may facilitate delivery of mRNA to membrane-bound translation machinery
S000005017,YNL073W,MSK1,22.0,77.2712298259,3.51232862845,"[0.074280508, 0.2242616, 0.50805455, 0.65339392, 1.1388208, 1.1413947, 1.4633228, 1.7681774, 1.8812718, 2.294651, 2.7775152, 3.3404546, 3.5144808, 3.5337121, 3.5564322, 4.6519842, 4.7067766, 6.2015414, 6.7223735, 8.9467278, 8.9467278, 9.2248745]",Mitochondrial lysine-tRNA synthetase; required for import of both aminoacylated and deacylated forms of tRNA(Lys) into mitochondria and for aminoacylation of mitochondrially encoded tRNA(Lys)
S000006254,YPR050C,,18.0,77.2676792145,4.29264884525,"[0.50805455, 0.92541713, 1.1413947, 1.7681774, 2.1832149, 2.4189286, 2.5051429, 3.2629421, 3.3404546, 3.5144808, 3.9925313, 4.3848486, 4.6886268, 5.6805534, 8.9240074, 8.9240074, 9.5524483, 9.5524483]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps verified ORF MAK3/YPR051W"
S000001137,YHR095W,,27.0,77.2290014997,2.86033338888,"[0.093017071, 0.11573715, 0.50805455, 0.65339392, 0.76191837, 1.1388208, 1.1388208, 1.1798675, 1.7681774, 1.7681774, 1.7908975, 1.7908975, 1.8812718, 2.5955174, 2.8550277, 3.1925528, 3.3404546, 3.9150188, 3.9150188, 3.9487495, 4.6519842, 4.6519842, 4.7067766, 5.7161145, 6.2015414, 6.4175191, 6.5316901]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000000400,YBR196C,PGI1,16.0,77.1954092532,4.82471307833,"[0.2242616, 0.82998264, 2.1832149, 2.5051429, 3.5564322, 3.9698112, 4.5982523, 5.0284767, 5.2800155, 5.3941865, 6.1166525, 6.7223735, 7.1374111, 7.3731251, 7.3731251, 8.9029455]",Glycolytic enzyme phosphoglucose isomerase; catalyzes the interconversion of glucose-6-phosphate and fructose-6-phosphate; required for cell cycle progression and completion of the gluconeogenic events of sporulation
S000004090,YLR100W,ERG27,23.0,77.1696102694,3.35520044649,"[0.093017071, 0.093017071, 0.11573715, 0.48931801, 0.50805455, 0.8112461, 1.2291952, 1.6652943, 1.7681774, 1.7908975, 2.1832149, 3.1925528, 3.3404546, 3.6779795, 3.9150188, 4.3848486, 5.6805534, 5.8796134, 5.8796134, 5.8796134, 6.0930171, 8.9467278, 9.5524483]",3-keto sterol reductase; catalyzes the last of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants are sterol auxotrophs; mutation is functionally complemented by human HSD17B7
S000004571,YML103C,NUP188,24.0,77.1515634581,3.21464847742,"[0.11573715, 0.17052962, 0.32581928, 0.65339392, 0.65339392, 0.76191837, 1.1624563, 1.2473452, 1.7681774, 1.7681774, 1.7908975, 1.8994219, 2.5051429, 2.8550277, 2.9230921, 3.9999077, 4.5982523, 5.3941865, 5.6075902, 5.7161145, 6.5316901, 6.8536181, 8.9029455, 8.9467278]",Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC organization and nucleocytoplasmic transport; homologous to human NUP188
S000004517,YML053C,,23.0,77.1314175725,3.35353989446,"[0.50805455, 0.65339392, 0.92541713, 1.1388208, 1.7681774, 1.7908975, 1.8812718, 2.1832149, 2.1832149, 2.5051429, 2.7775152, 2.9043555, 2.9230921, 3.5564322, 3.9150188, 3.9925313, 4.3848486, 4.3848486, 4.9580874, 6.7223735, 6.7998862, 7.1374111, 7.1374111]",Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus; overexpression causes a cell cycle delay or arrest; YML053C is not an essential gene
S000004079,YLR089C,ALT1,20.0,77.1162896305,3.85581448153,"[0.074280508, 0.11573715, 0.51037961, 1.1388208, 1.2291952, 1.2473452, 1.7681774, 1.8585519, 1.8994219, 2.3173709, 2.4189286, 2.5955174, 4.5982523, 5.8796134, 6.7223735, 7.8092241, 7.858552, 8.5106287, 8.9029455, 9.6609735]","Alanine transaminase (glutamic pyruvic transaminase); involved in alanine biosynthesis and catabolism; TOR1-independent role in determining chronological lifespan; expression is induced in the presence of alanine; repression is mediated by Nrg1p; ALT1 has a paralog, ALT2, that arose from the whole genome duplication; Alt2p is catalytically inactive"
S000004054,YLR064W,PER33,15.0,77.0829837322,5.13886558215,"[0.82998264, 1.7681774, 1.7681774, 1.8585519, 2.1832149, 2.3173709, 4.5982523, 5.4645758, 6.0930171, 6.8536181, 7.1374111, 7.3731251, 7.858552, 9.6609735, 11.317984]","Protein that localizes to the endoplasmic reticulum; also associates with the nuclear pore complex; deletion extends chronological lifespan; highly conserved across species, orthologous to human TMEM33 and paralogous to Pom33p; protein abundance increases in response to DNA replication stress"
S000000957,YER155C,BEM2,20.0,77.0716717541,3.85358358771,"[0.32581928, 0.43999028, 0.72635722, 1.7681774, 1.7908975, 1.8585519, 1.8585519, 1.8994219, 1.8994219, 3.2629421, 3.5337121, 3.5337121, 4.5982523, 4.5982523, 5.7161145, 6.0955911, 6.2015414, 6.7223735, 8.4879084, 11.754083]",Rho GTPase activating protein (RhoGAP); involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence; potential GAP for Rho4p
S000003374,YGR142W,BTN2,18.0,77.0679930095,4.28155516719,"[0.024952793, 0.093017071, 0.093017071, 0.65339392, 0.76191837, 1.7908975, 1.8585519, 3.2629421, 3.9999077, 5.8796134, 6.2015414, 6.7223735, 6.7450938, 6.7998862, 7.3731251, 7.8092241, 8.4879084, 8.5106287]","v-SNARE binding protein; facilitates specific protein retrieval from a late endosome to the Golgi; modulates arginine uptake, possible role in mediating pH homeostasis between the vacuole and plasma membrane H(+)-ATPase; contributes to prion curing; BTN2 has a paralog, CUR1, that arose from the whole genome duplication"
S000000877,YER075C,PTP3,21.0,77.0613354743,3.66958740354,"[0.093017071, 0.72635722, 0.82998264, 0.92541713, 1.7908975, 1.8994219, 2.294651, 2.294651, 2.4189286, 2.7096884, 2.9230921, 3.5144808, 3.5564322, 3.9925313, 3.9925313, 5.2800155, 5.3941865, 6.7450938, 7.8092241, 8.9240074, 8.9467278]",Phosphotyrosine-specific protein phosphatase; involved in the inactivation of mitogen-activated protein kinase (MAPK) during osmolarity sensing; dephosporylates Hog1p MAPK and regulates its localization; localized to the cytoplasm
S000002768,YDR360W,OPI7,23.0,77.0221644565,3.34878975898,"[0.093017071, 0.11573715, 0.17052962, 0.65339392, 1.1388208, 1.1798675, 1.7681774, 1.7908975, 1.8585519, 1.8994219, 2.1832149, 2.7775152, 3.5337121, 3.6779795, 3.9150188, 3.9925313, 4.5982523, 5.1247258, 5.2800155, 6.0930171, 6.7223735, 8.9029455, 9.5524483]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene VID21/YDR359C"
S000000467,YBR263W,SHM1,23.0,77.0176951522,3.3485954414,"[0.0038911784, 0.2242616, 0.48931801, 0.48931801, 0.65339392, 0.82998264, 0.82998264, 1.2473452, 1.7908975, 1.8585519, 2.9043555, 3.1925528, 3.2629421, 3.3404546, 3.9150188, 4.5982523, 5.6075902, 5.7654424, 5.7654424, 6.0930171, 7.3731251, 7.858552, 8.9240074]","Mitochondrial serine hydroxymethyltransferase; converts serine to glycine plus 5,10 methylenetetrahydrofolate; involved in generating precursors for purine, pyrimidine, amino acid, and lipid biosynthesis; reverse reaction generates serine"
S000003960,YLL037W,,18.0,76.9474055395,4.2748558633,"[0.074280508, 0.17052962, 0.48931801, 0.8112461, 1.8585519, 2.8550277, 3.5144808, 3.6779795, 3.9999077, 4.2706776, 5.4645758, 5.6075902, 6.3637872, 6.3637872, 6.7450938, 6.8536181, 8.4879084, 9.3390455]",Dubious open reading frame unlikely to encode a functional protein; overlaps 3' end of essential PRP19 gene encoding an RNA splicing factor
S000004381,YLR389C,STE23,15.0,76.9470433742,5.12980289161,"[0.074280508, 0.11573715, 0.72635722, 1.7908975, 1.8585519, 1.8994219, 5.6075902, 6.2015414, 6.8536181, 6.8536181, 7.858552, 8.9467278, 8.9467278, 9.5524483, 9.6609735]",Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor
S000004482,YML020W,,19.0,76.9158397391,4.04820209153,"[0.11573715, 0.72635722, 1.2291952, 1.4633228, 1.7908975, 2.2735894, 2.294651, 2.5051429, 2.7775152, 2.7775152, 3.5144808, 4.6886268, 6.0930171, 6.0955911, 6.7450938, 6.7998862, 6.8536181, 8.9467278, 9.2248745]",Putative protein of unknown function
S000005292,YNR009W,NRM1,21.0,76.8855117708,3.66121484623,"[0.074280508, 0.074280508, 0.43999028, 0.48931801, 0.51037961, 0.51037961, 1.1388208, 1.5774938, 1.8585519, 2.294651, 2.294651, 3.3404546, 3.9150188, 4.5430498, 6.0930171, 6.2015414, 6.5316901, 7.8092241, 8.9029455, 8.9467278, 9.3390455]",Transcriptional co-repressor of MBF-regulated gene expression; Nrm1p associates stably with promoters via MCB binding factor (MBF) to repress transcription upon exit from G1 phase
S000004088,YLR098C,CHA4,20.0,76.8794545829,3.84397272915,"[0.093017071, 0.51037961, 0.65339392, 0.72635722, 0.74376839, 0.8112461, 1.7681774, 2.294651, 2.9230921, 3.5144808, 5.0284767, 5.0284767, 5.1247258, 6.0930171, 6.0955911, 6.2015414, 6.5316901, 6.8536181, 7.3731251, 8.5106287]",DNA binding transcriptional activator; mediates serine/threonine activation of the catabolic L-serine (L-threonine) deaminase (CHA1); Zinc-finger protein with Zn[2]-Cys[6] fungal-type binuclear cluster domain
S000005978,YPL057C,SUR1,21.0,76.8534564096,3.65968840046,"[0.024952793, 0.074280508, 0.43999028, 0.48931801, 0.51037961, 0.76191837, 1.2473452, 1.2473452, 2.5955174, 2.5955174, 3.1925528, 3.2629421, 3.5144808, 4.2706776, 4.9580874, 6.0930171, 6.3637872, 7.3731251, 8.9467278, 9.3390455, 9.5524483]","Mannosylinositol phosphorylceramide (MIPC) synthase catalytic subunit; forms a complex with regulatory subunit Csg2p; function in sphingolipid biosynthesis is overlapping with that of Csh1p; SUR1 has a paralog, CSH1, that arose from the whole genome duplication"
S000002255,YDL097C,RPN6,19.0,76.84199965,4.04431577105,"[0.50805455, 0.51037961, 0.65339392, 0.8112461, 1.1413947, 2.1832149, 2.1832149, 2.1832149, 2.2735894, 4.2706776, 5.1247258, 5.2800155, 5.2800155, 6.5316901, 6.7223735, 6.7998862, 7.3731251, 7.4593391, 9.5524483]","Essential, non-ATPase regulatory subunit of the 26S proteasome lid; required for the assembly and activity of the 26S proteasome; the human homolog (S9 protein) partially rescues Rpn6p depletion; protein abundance increases in response to DNA replication stress"
S000001356,YIL094C,LYS12,23.0,76.7651827484,3.33761664124,"[0.093017071, 0.093017071, 0.2242616, 1.1388208, 1.1798675, 1.4633228, 1.5774938, 1.7681774, 2.7775152, 2.9043555, 3.2629421, 3.5144808, 3.5144808, 3.6779795, 3.6779795, 3.9150188, 3.9999077, 4.6886268, 5.4645758, 5.7654424, 6.1166525, 7.4593391, 8.4879084]","Homo-isocitrate dehydrogenase; an NAD-linked mitochondrial enzyme required for the fourth step in the biosynthesis of lysine, in which homo-isocitrate is oxidatively decarboxylated to alpha-ketoadipate"
S000003736,YJL200C,ACO2,18.0,76.7626953349,4.26459418527,"[0.074280508, 0.17052962, 0.43999028, 0.48931801, 1.1388208, 2.294651, 2.9230921, 2.9230921, 3.2629421, 3.5337121, 4.2706776, 5.7654424, 6.0930171, 6.0930171, 8.294651, 8.294651, 8.9467278, 11.754083]","Putative mitochondrial aconitase isozyme; similarity to Aco1p, an aconitase required for the TCA cycle; expression induced during growth on glucose, by amino acid starvation via Gcn4p, and repressed on ethanol"
S000001070,YHR028C,DAP2,19.0,76.7559786439,4.03978834968,"[0.093017071, 0.093017071, 0.65339392, 0.65339392, 2.4189286, 2.5955174, 2.9043555, 3.0316164, 3.9999077, 4.2706776, 4.7067766, 5.0284767, 5.6075902, 5.6805534, 6.0955911, 6.1166525, 6.7223735, 6.7450938, 9.3390455]",Dipeptidyl aminopeptidase; synthesized as a glycosylated precursor; localizes to the vacuolar membrane; similar to Ste13p
S000002801,YDR393W,SHE9,20.0,76.6905418187,3.83452709094,"[0.2242616, 0.50805455, 0.51037961, 1.2291952, 1.7908975, 1.8585519, 1.8994219, 2.8550277, 2.9043555, 3.5564322, 3.5564322, 3.9999077, 4.5982523, 4.5982523, 4.6519842, 6.7223735, 6.8536181, 6.8536181, 7.858552, 9.6609735]",Protein required for normal mitochondrial morphology; mitochondrial inner membrane protein; may be involved in fission of the inner membrane; forms a homo-oligomeric complex
S000001366,YIL104C,SHQ1,19.0,76.6733276248,4.03543829604,"[0.093017071, 0.17052962, 0.2242616, 0.43999028, 0.65339392, 0.8112461, 1.1624563, 2.3173709, 2.5955174, 3.5337121, 3.9925313, 3.9999077, 6.0930171, 7.858552, 7.858552, 8.4879084, 8.4879084, 8.9467278, 8.9467278]",Chaperone protein; required for the assembly of box H/ACA snoRNPs and thus for pre-rRNA processing; functions as an RNA mimic; forms a complex with Naf1p and interacts with H/ACA snoRNP components Nhp2p and Cbf5p; homology with known Hsp90p cochaperones; relocalizes to the cytosol in response to hypoxia
S000004785,YMR173W-A,,19.0,76.645369621,4.03396682216,"[0.024952793, 0.11573715, 0.48931801, 1.6652943, 2.5955174, 2.9043555, 2.9230921, 3.0316164, 3.5144808, 3.9698112, 4.2706776, 4.5982523, 4.7067766, 5.4645758, 5.6805534, 6.0955911, 6.0955911, 8.9467278, 9.5524483]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene DDR48/YML173W"
S000001577,YKL094W,YJU3,20.0,76.5239208415,3.82619604208,"[0.074280508, 0.43999028, 0.65339392, 1.1388208, 1.1413947, 1.7908975, 1.8585519, 1.8585519, 2.8550277, 3.5337121, 3.6779795, 3.9698112, 3.9925313, 4.7067766, 4.9791493, 5.0284767, 6.0930171, 8.5106287, 8.9029455, 11.317984]","Monoglyceride lipase (MGL); functional ortholog of mammalian MGL, localizes to lipid particles and membranes, also member of the eukaryotic serine hydrolase family"
S000002925,YDR517W,GRH1,20.0,76.5229232553,3.82614616277,"[0.024952793, 0.72635722, 0.76191837, 0.76191837, 1.1413947, 1.1624563, 1.1624563, 1.8585519, 2.1832149, 3.3404546, 3.5144808, 3.5144808, 3.9999077, 4.5982523, 5.6805534, 6.0930171, 6.5316901, 8.9240074, 9.2248745, 11.317984]","Acetylated cis-Golgi protein, involved in ER to Golgi transport; homolog of human GRASP65; forms a complex with the coiled-coil protein Bug1p; mutants are compromised for the fusion of ER-derived vesicles with Golgi membranes; protein abundance increases in response to DNA replication stress"
S000002348,YDL189W,RBS1,16.0,76.5007326305,4.78129578941,"[0.093017071, 1.1624563, 2.3173709, 2.4189286, 3.2629421, 3.9698112, 4.5982523, 4.5982523, 4.6886268, 5.1247258, 5.6805534, 6.5316901, 6.7450938, 6.8536181, 8.9029455, 9.5524483]",Protein involved in assembly of the RNA polymerase III (Pol III) complex; high copy suppressor of Pol III assembly mutation and psk1 psk2 mutations that confer temperature-sensitivity for galactose utilization; physically interacts with Pol III; proposed to bind single-stranded nucleic acids via its R3H domain
S000005800,YOR274W,MOD5,20.0,76.49423033,3.8247115165,"[0.093017071, 0.093017071, 0.48931801, 0.65339392, 0.82998264, 0.92541713, 1.6652943, 1.7908975, 3.2629421, 3.5337121, 3.5337121, 3.6779795, 3.9150188, 4.7067766, 5.1247258, 5.6805534, 6.7450938, 7.1374111, 11.317984, 11.317984]","Delta 2-isopentenyl pyrophosphate:tRNA isopentenyl transferase; required for biosynthesis of isopentenyladenosine in mitochondrial and cytoplasmic tRNAs; also has a role in tRNA gene-mediated silencing; gene encodes two isozymic forms; converts to a prion form, prion conversion contributes to azole antifungal resistance by upregulating ergosterol biosynthesis; homolog of human TRIT1, a mutation in which is associated with severe combined respiratory chain defects"
S000007600,YDL185C-A,,22.0,76.4522482976,3.47510219535,"[0.11573715, 0.2242616, 0.50805455, 0.82998264, 0.82998264, 0.82998264, 1.7908975, 1.8585519, 2.294651, 2.294651, 2.3173709, 3.5337121, 3.5564322, 4.6519842, 4.6886268, 5.2800155, 5.6075902, 6.7223735, 6.7450938, 6.8536181, 7.4593391, 7.4593391]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YDL185W; identified by homology with hemiascomycetous yeast species"
S000000256,YBR052C,RFS1,12.0,76.4277181625,6.36897651354,"[0.72635722, 3.9150188, 3.9698112, 3.9999077, 5.0284767, 5.4645758, 6.3637872, 7.8092241, 8.5106287, 9.2248745, 9.6609735, 11.754083]","Protein of unknown function; member of a flavodoxin-like fold protein family that includes Pst2p and Ycp4p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; RFS1 has a paralog, PST2, that arose from the whole genome duplication"
S000005947,YPL026C,SKS1,17.0,76.4169922769,4.49511719276,"[0.17052962, 0.17052962, 0.92541713, 1.6652943, 3.1925528, 3.3404546, 3.3404546, 4.2706776, 4.9580874, 5.4645758, 5.6075902, 6.3637872, 6.5316901, 6.7450938, 7.3731251, 7.8092241, 8.4879084]","Putative serine/threonine protein kinase; involved in the adaptation to low concentrations of glucose independent of the SNF3 regulated pathway; SKS1 has a paralog, VHS1, that arose from the whole genome duplication"
S000004548,YML083C,,20.0,76.3980876589,3.81990438295,"[0.0038911784, 0.093017071, 0.43999028, 0.82998264, 1.1624563, 1.7681774, 1.7908975, 1.7908975, 1.8812718, 3.0316164, 3.9150188, 4.5430498, 5.4645758, 5.6075902, 5.7654424, 5.8796134, 7.1374111, 8.294651, 8.4879084, 8.5106287]",Protein of unknown function; transcriptionally regulated by Upc2p via an upstream sterol response element; strong increase in transcript abundance during anaerobic growth compared to aerobic growth; cells deleted for YML083C do not exhibit growth defects in anerobic or anaerobic conditions
S000003223,YGL254W,FZF1,24.0,76.3980479538,3.18325199808,"[0.093017071, 0.093017071, 0.11573715, 0.11573715, 0.2242616, 0.50805455, 0.74376839, 0.82998264, 1.2473452, 1.7908975, 1.8585519, 2.2735894, 2.7775152, 2.9043555, 3.2629421, 3.9150188, 3.9150188, 4.6519842, 4.9580874, 7.1374111, 7.4593391, 7.4593391, 8.5106287, 9.5524483]","Transcription factor involved in sulfite metabolism; sole identified regulatory target is SSU1; overexpression suppresses sulfite-sensitivity of many unrelated mutants due to hyperactivation of SSU1, contains five zinc fingers; protein abundance increases in response to DNA replication stress"
S000001134,YHR092C,HXT4,23.0,76.3927846253,3.32142541849,"[0.32581928, 0.43999028, 0.76191837, 0.76191837, 1.1388208, 1.1388208, 1.1798675, 1.7908975, 1.8812718, 1.8994219, 2.5051429, 3.5144808, 3.5337121, 3.9925313, 3.9999077, 4.5982523, 4.5982523, 4.6519842, 5.7161145, 6.0930171, 6.1166525, 7.4593391, 8.294651]","High-affinity glucose transporter; member of the major facilitator superfamily, expression is induced by low levels of glucose and repressed by high levels of glucose; HXT4 has a paralog, HXT7, that arose from the whole genome duplication"
S000005234,YNL290W,RFC3,19.0,76.3923415542,4.02064955548,"[0.72635722, 0.74376839, 0.82998264, 1.8585519, 2.5955174, 2.5955174, 2.9230921, 3.1925528, 3.2629421, 3.9150188, 3.9698112, 4.2706776, 4.6886268, 4.6886268, 5.8796134, 6.0955911, 6.7450938, 7.858552, 9.5524483]",Subunit of heteropentameric Replication factor C (RF-C); which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon; relocalizes to the cytosol in response to hypoxia
S000000516,YCL010C,SGF29,19.0,76.3889350295,4.02047026471,"[0.51037961, 0.82998264, 0.82998264, 1.2473452, 1.5774938, 1.7908975, 1.8585519, 2.8550277, 3.0316164, 3.5337121, 3.9999077, 3.9999077, 4.6519842, 4.9791493, 6.8536181, 7.3731251, 8.294651, 8.9467278, 9.2248745]","Component of the HAT/Core module of the SAGA, SLIK, and ADA complexes; HAT/Core module also contains Gcn5p, Ngg1p, and Ada2p; binds methylated histone H3K4; involved in transcriptional regulation through SAGA and TBP recruitment to target promoters and H3 acetylation"
S000005254,YNL310C,ZIM17,20.0,76.37168587,3.8185842935,"[0.074280508, 0.65339392, 0.65339392, 0.82998264, 1.1388208, 1.2473452, 1.8812718, 2.5051429, 2.7775152, 3.2629421, 3.5337121, 3.5564322, 4.6886268, 4.7067766, 5.8796134, 5.8796134, 6.7450938, 6.7450938, 8.294651, 11.317984]",Protein co-chaperone with a zinc finger motif; essential for protein import into mitochondria; may act with Pam18p to facilitate recognition and folding of imported proteins by Ssc1p (mtHSP70) in the mitochondrial matrix; required for the maintenance of Ssc1p solubility and assists in the functional interaction of Ssc1p with substrate proteins
S000004673,YMR069W,NAT4,21.0,76.3651368618,3.63643508866,"[0.51037961, 0.92541713, 1.1388208, 1.1624563, 1.2473452, 1.7681774, 2.294651, 2.294651, 2.294651, 2.294651, 2.9230921, 3.2629421, 3.5144808, 3.9925313, 4.9580874, 5.1247258, 6.0930171, 6.7223735, 6.7223735, 7.4593391, 9.6609735]",N alpha-acetyl-transferase; involved in acetylation of the N-terminal residues of histones H4 and H2A
S000006216,YPR012W,,19.0,76.364999868,4.01921051937,"[0.074280508, 0.093017071, 0.48931801, 0.50805455, 0.65339392, 0.72635722, 1.1624563, 2.9230921, 3.3404546, 4.2706776, 5.1247258, 5.4645758, 5.6805534, 6.1166525, 6.2015414, 6.4175191, 8.9467278, 8.9467278, 9.2248745]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YPR012W is not an essential gene"
S000004629,YMR027W,,20.0,76.3610244477,3.81805122239,"[0.0038911784, 0.093017071, 0.093017071, 0.51037961, 1.1624563, 1.2291952, 1.4633228, 1.7681774, 3.5144808, 3.9925313, 4.5430498, 4.5982523, 4.5982523, 5.6805534, 5.6805534, 6.0930171, 6.7450938, 7.3731251, 8.294651, 8.9240074]",Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; YMR027W is not an essential gene
S000000011,YAL013W,DEP1,18.0,76.3433479741,4.24129710967,"[0.11573715, 0.51037961, 0.92541713, 1.2291952, 1.6652943, 1.7681774, 1.7908975, 2.2735894, 2.7775152, 3.9925313, 4.3848486, 4.7067766, 6.1166525, 7.1374111, 7.4593391, 8.9467278, 9.2248745, 11.317984]","Component of the Rpd3L histone deacetylase complex; required for diauxic shift-induced histone H2B deposition onto rDNA genes; transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes, as well as maintenance of telomeres, mating efficiency, and sporulation"
S000002406,YDL247W,MPH2,18.0,76.2964575961,4.23869208867,"[0.11573715, 0.72635722, 1.2291952, 1.5774938, 1.7681774, 1.7908975, 1.8585519, 3.9150188, 4.6886268, 5.6075902, 5.6805534, 5.7161145, 5.7654424, 6.0930171, 6.0930171, 6.7450938, 7.3731251, 9.5524483]","Alpha-glucoside permease; transports maltose, maltotriose, alpha-methylglucoside, and turanose; identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication"
S000000213,YBR009C,HHF1,25.0,76.2847514395,3.05139005758,"[0.024952793, 0.093017071, 0.093017071, 0.32581928, 0.32581928, 0.76191837, 0.82998264, 0.92541713, 1.1388208, 1.1388208, 1.1798675, 1.8994219, 3.2629421, 3.3404546, 3.6779795, 3.9150188, 4.5982523, 4.6519842, 4.6519842, 5.8796134, 6.0930171, 6.3637872, 6.7998862, 6.8536181, 7.4593391]",Histone H4; core histone protein required for chromatin assembly and chromosome function; one of two identical histone proteins (see also HHF2); contributes to telomeric silencing; N-terminal domain involved in maintaining genomic integrity
S000001675,YKL192C,ACP1,19.0,76.2811577097,4.01479777419,"[0.093017071, 0.11573715, 0.50805455, 0.8112461, 0.92541713, 1.1388208, 3.0316164, 3.5337121, 3.9698112, 4.3300562, 4.5982523, 4.9580874, 6.0955911, 6.2015414, 6.2015414, 6.7223735, 6.8536181, 6.8536181, 9.3390455]","Mitochondrial matrix acyl carrier protein; involved in biosynthesis of octanoate, which is a precursor to lipoic acid; activated by phosphopantetheinylation catalyzed by Ppt2p"
S000003372,YGR140W,CBF2,16.0,76.2724971175,4.76703106984,"[0.093017071, 0.093017071, 1.1388208, 1.7908975, 2.294651, 3.5564322, 3.9150188, 4.5982523, 4.9791493, 6.0930171, 6.1166525, 6.7223735, 7.4593391, 7.8092241, 7.858552, 11.754083]","Essential kinetochore protein; component of the CBF3 multisubunit complex that binds to the CDEIII region of the centromere; Cbf2p also binds to the CDEII region possibly forming a different multimeric complex, ubiquitinated in vivo; sumoylated in an Mms21p-dependent manner; relative distribution to the spindle pole body decreases upon DNA replication stress"
