,Gene Feature Name,Common Name,Number of Hits,Total Sum of Scores,Avg. Score per Hit,List of Scores,Gene Description
S000005496,YOL136C,PFK27,2.0,24.0,12.0,"[12.0, 12.0]","6-phosphofructo-2-kinase; catalyzes synthesis of fructose-2,6-bisphosphate; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate, expression induced by glucose and sucrose, transcriptional regulation involves protein kinase A"
S000004169,YLR179C,,2.0,24.0,12.0,"[12.0, 12.0]",Protein of unknown function with similarity to Tfs1p; transcription is activated by paralogous proteins Yrm1p and Yrr1p along with proteins involved in multidrug resistance; GFP-tagged protein localizes to the cytoplasm and nucleus
S000004309,YLR317W,,2.0,24.0,12.0,"[12.0, 12.0]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; may be part of a bicistronic transcript with NKP2/YLR315W; overlaps the verified ORF TAD3/YLR316C"
S000000133,YBL037W,APL3,2.0,24.0,12.0,"[12.0, 12.0]",Alpha-adaptin; large subunit of the clathrin associated protein complex (AP-2); involved in vesicle mediated transport
S000004785,YMR173W-A,,2.0,24.0,12.0,"[12.0, 12.0]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene DDR48/YML173W"
S000006585,TG(GCC)M,,2.0,24.0,12.0,"[12.0, 12.0]","Glycine tRNA (tRNA-Gly), predicted by tRNAscan-SE analysis"
S000002240,YDL082W,RPL13A,2.0,24.0,12.0,"[12.0, 12.0]","Ribosomal 60S subunit protein L13A; not essential for viability; homologous to mammalian ribosomal protein L13, no bacterial homolog; RPL13A has a paralog, RPL13B, that arose from the whole genome duplication"
S000006741,TT(AGU)I1,,2.0,24.0,12.0,"[12.0, 12.0]","Threonine tRNA (tRNA-Thr), predicted by tRNAscan-SE analysis"
S000004052,YLR062C,BUD28,2.0,24.0,12.0,"[12.0, 12.0]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 98% of ORF overlaps the verified gene RPL22A; diploid mutant displays a weak budding pattern phenotype in a systematic assay"
S000004084,YLR094C,GIS3,2.0,24.0,12.0,"[12.0, 12.0]",Protein of unknown function
S000002813,YDR405W,MRP20,2.0,24.0,12.0,"[12.0, 12.0]",Mitochondrial ribosomal protein of the large subunit
S000003048,YGL080W,MPC1,2.0,24.0,12.0,"[12.0, 12.0]","Highly conserved subunit of mitochondrial pyruvate carrier (MPC); MPC is a mitochondrial inner membrane complex that mediates pyruvate uptake and comprises Mpc1p and Mpc2p during fermentative growth, or Mcp1p and Mpc3p during respiratory growth; null mutant displays slow growth that is complemented by expression of human or mouse ortholog; mutation in human ortholog MPC1 is associated with lactic acidosis and hyperpyruvatemia"
S000005469,YOL109W,ZEO1,2.0,24.0,12.0,"[12.0, 12.0]",Peripheral membrane protein of the plasma membrane; interacts with Mid2p; regulates the cell integrity pathway mediated by Pkc1p and Slt2p; the authentic protein is detected in a phosphorylated state in highly purified mitochondria
S000005464,YOL104C,NDJ1,2.0,24.0,12.0,"[12.0, 12.0]","Protein that regulates meiotic SPB cohesion and telomere clustering; localizes to both spindle pole bodies (SPBs) and telomeres; required for bouquet formation, effective homolog pairing, ordered cross-over distribution, sister chromatid cohesion at meiotic telomeres, chromosomal segregation and telomere-led rapid prophase movement"
S000003518,YGR286C,BIO2,2.0,24.0,12.0,"[12.0, 12.0]","Biotin synthase; catalyzes the conversion of dethiobiotin to biotin, which is the last step of the biotin biosynthesis pathway; complements E. coli bioB mutant"
S000001606,YKL123W,,2.0,24.0,12.0,"[12.0, 12.0]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene SSH4"
S000001021,YHL029C,OCA5,2.0,24.0,12.0,"[12.0, 12.0]",Cytoplasmic protein required for replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts
S000001755,YKR047W,,2.0,24.0,12.0,"[12.0, 12.0]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene NAP1"
S000003859,YJR098C,,2.0,24.0,12.0,"[12.0, 12.0]","Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
S000003737,YJL201W,ECM25,2.0,24.0,12.0,"[12.0, 12.0]",Non-essential protein of unknown function; promoter contains a consensus binding sequence for factor Abf1p
S000003733,YJL197W,UBP12,2.0,24.0,12.0,"[12.0, 12.0]",Ubiquitin-specific protease; cleaves ubiquitin from ubiquitinated proteins; present in the nucleus and cytoplasm
S000005077,YNL133C,FYV6,2.0,24.0,12.0,"[12.0, 12.0]",Protein of unknown function; required for survival upon exposure to K1 killer toxin; proposed to regulate double-strand break repair via non-homologous end-joining
S000005091,YNL147W,LSM7,2.0,24.0,12.0,"[12.0, 12.0]","Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA; protein abundance increases and forms cytoplasmic foci in response to DNA replication stress"
S000003454,YGR222W,PET54,2.0,24.0,12.0,"[12.0, 12.0]",Mitochondrial inner membrane protein; binds to the 5' UTR of the COX3 mRNA to activate its translation together with Pet122p and Pet494p; also binds to the COX1 Group I intron AI5 beta to facilitate exon ligation during splicing
S000005076,YNL132W,KRE33,2.0,24.0,12.0,"[12.0, 12.0]","Protein required for biogenesis of the small ribosomal subunit; heterozygous mutant shows haploinsufficiency in K1 killer toxin resistance; essential gene; NAT10, the human homolog, implicated in several types of cancer and premature aging."
S000002239,YDL081C,RPP1A,2.0,24.0,12.0,"[12.0, 12.0]",Ribosomal stalk protein P1 alpha; involved in the interaction between translational elongation factors and the ribosome; free (non-ribosomal) P1 stimulates the phosphorylation of the eIF2 alpha subunit (Sui2p) by Gcn2p; accumulation of P1 in the cytoplasm is regulated by phosphorylation and interaction with the P2 stalk component
S000004878,YMR265C,,2.0,24.0,12.0,"[12.0, 12.0]",Putative protein of unknown function
S000005595,YOR069W,VPS5,2.0,24.0,12.0,"[12.0, 12.0]","Nexin-1 homolog; required for localizing membrane proteins from a prevacuolar/late endosomal compartment back to late Golgi; structural component of retromer membrane coat complex; forms a retromer subcomplex with Vps17p; required for recruiting the retromer complex to the endosome membranes; VPS5 has a paralog, YKR078W, that arose from the whole genome duplication"
S000004879,YMR266W,RSN1,2.0,24.0,12.0,"[12.0, 12.0]",Membrane protein of unknown function; overexpression suppresses NaCl sensitivity of sro7 mutant cells by restoring sodium pump (Ena1p) localization to the plasma membrane
S000003453,YGR221C,TOS2,2.0,24.0,12.0,"[12.0, 12.0]","Protein involved in localization of Cdc24p to the site of bud growth; may act as a membrane anchor; localizes to the bud neck and bud tip; potentially phosphorylated by Cdc28p; TOS2 has a paralog, SKG6, that arose from the whole genome duplication"
S000001364,YIL102C,,2.0,24.0,12.0,"[12.0, 12.0]",Putative protein of unknown function
S000006722,TS(AGA)D2,,2.0,24.0,12.0,"[12.0, 12.0]","Serine tRNA (tRNA-Ser), predicted by tRNAscan-SE analysis"
S000002733,YDR325W,YCG1,2.0,24.0,12.0,"[12.0, 12.0]","Subunit of the condensin complex; required for establishment and maintenance of chromosome condensation, chromosome segregation and chromatin binding of the condensin complex; required for clustering of tRNA genes at the nucleolus; required for replication slow zone (RSZ) breakage following Mec1p inactivation"
S000004472,YML011C,RAD33,2.0,24.0,12.0,"[12.0, 12.0]",Protein involved in nucleotide excision repair; green fluorescent protein (GFP)-fusion protein localizes to the nucleus
S000006649,TL(UAA)D,,2.0,24.0,12.0,"[12.0, 12.0]","Leucine tRNA (tRNA-Leu), predicted by tRNAscan-SE analysis"
S000003984,YLL061W,MMP1,2.0,24.0,12.0,"[12.0, 12.0]",High-affinity S-methylmethionine permease; required for utilization of S-methylmethionine as a sulfur source; has similarity to S-adenosylmethionine permease Sam3p
S000003985,YLL062C,MHT1,2.0,24.0,12.0,"[12.0, 12.0]",S-methylmethionine-homocysteine methyltransferase; functions along with Sam4p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the methionine/AdoMet ratio
S000002134,YAL034C,FUN19,2.0,24.0,12.0,"[12.0, 12.0]","Non-essential protein of unknown function; expression induced in response to heat stress; FUN19 has a paralog, YOR338W, that arose from the whole genome duplication"
S000004159,YLR169W,,2.0,24.0,12.0,"[12.0, 12.0]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000000376,YBR172C,SMY2,2.0,24.0,12.0,"[12.0, 12.0]","GYF domain protein; involved in COPII vesicle formation; interacts with the Sec23p/Sec24p subcomplex; overexpression suppresses the temperature sensitivity of a myo2 mutant; similar to S. pombe Mpd2; SMY2 has a paralog, SYH1, that arose from the whole genome duplication"
S000000377,YBR173C,UMP1,2.0,24.0,12.0,"[12.0, 12.0]",Chaperone required for correct maturation of the 20S proteasome; short-lived chaperone; may inhibit premature dimerization of proteasome half-mers; degraded by proteasome upon completion of its assembly
S000002937,YDR529C,QCR7,2.0,24.0,12.0,"[12.0, 12.0]",Subunit 7 of ubiquinol cytochrome-c reductase (Complex III); Complex III is a component of the mitochondrial inner membrane electron transport chain; oriented facing the mitochondrial matrix; N-terminus appears to play a role in complex assembly
S000003510,YGR278W,CWC22,2.0,24.0,12.0,"[12.0, 12.0]",Spliceosome-associated protein that is required for pre-mRNA splicing; necessary for Prp2p function at the first catalytic step of splicing; has similarity to S. pombe Cwf22p; CWC22 is an essential protein
S000000963,YER161C,SPT2,2.0,24.0,12.0,"[12.0, 12.0]",Protein involved in negative regulation of transcription; required for RNA polyadenylation; exhibits regulated interactions with both histones and SWI-SNF components; relocalizes to the cytosol in response to hypoxia; similar to mammalian HMG1 proteins
S000006756,TV(AAC)G2,,2.0,24.0,12.0,"[12.0, 12.0]","Valine tRNA (tRNA-Val), predicted by tRNAscan-SE analysis"
S000000407,YBR203W,COS111,2.0,24.0,12.0,"[12.0, 12.0]","Protein required for antifungal drug ciclopirox olamine resistance; not related to the subtelomerically-encoded COS family; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
S000003122,YGL154C,LYS5,2.0,24.0,12.0,"[12.0, 12.0]",Phosphopantetheinyl transferase involved in lysine biosynthesis; converts inactive apo-form of Lys2p (alpha-aminoadipate reductase) into catalytically active holo-form by posttranslational addition of phosphopantetheine
S000004675,YMR071C,TVP18,2.0,24.0,12.0,"[12.0, 12.0]","Integral membrane protein; localized to late Golgi vesicles along with the v-SNARE Tlg2p; may interact with ribosomes, based on co-purification experiments; may have a role in intracellular sterol transport"
S000000171,YBL075C,SSA3,2.0,24.0,12.0,"[12.0, 12.0]","ATPase involved in protein folding and the response to stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; member of the heat shock protein 70 (HSP70) family; localized to the cytoplasm; SSA3 has a paralog, SSA4, that arose from the whole genome duplication"
S000003312,YGR080W,TWF1,2.0,24.0,12.0,"[12.0, 12.0]","Twinfilin; highly conserved actin monomer-sequestering protein involved in regulation of the cortical actin cytoskeleton; coordinates actin filament severing and monomer sequestering at sites of rapid actin turnover; composed of two cofilin-like regions, localizes actin monomers to sites of rapid filament assembly"
S000000012,YAL014C,SYN8,2.0,24.0,12.0,"[12.0, 12.0]",Endosomal SNARE related to mammalian syntaxin 8
S000000345,YBR141C,BMT2,2.0,24.0,12.0,"[12.0, 12.0]",Nucleolar S-adenosylmethionine-dependent rRNA methyltransferase; methylates adenine (m1A) of the large subunit (LSU) rRNA at position 2142; belongs to Rossmann fold superfamily; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus; YBR141C is not an essential gene
S000004642,YMR039C,SUB1,2.0,24.0,12.0,"[12.0, 12.0]","Transcriptional regulator; facilitates elongation through factors that modify RNAP II; role in peroxide resistance involving Rad2p; role in nonhomologous end-joining (NHEJ) of ds breaks in plasmid DNA, but not chromosomal DNA; role in the hyperosmotic stress response through polymerase recruitment at RNAP II and RNAP III genes; negatively regulates sporulation; protein abundance increases in response to DNA replication stress; functionally complemented by human SUB1 (PC4)"
S000000085,YAR053W,,2.0,24.0,12.0,"[12.0, 12.0]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000004413,YLR421C,RPN13,2.0,24.0,12.0,"[12.0, 12.0]",Subunit of the 19S regulatory particle of the 26S proteasome lid; acts as a ubiquitin receptor for the proteasome; null mutants accumulate ubiquitinated Gcn4p and display decreased 26S proteasome stability; protein abundance increases in response to DNA replication stress
S000000342,YBR138C,,2.0,24.0,12.0,"[12.0, 12.0]",Cytoplasmic protein of unknown function; APCC(Cdh1) substrate; potentially phosphorylated by Cdc28p; YBR138C is not an essential gene
S000004486,YML024W,RPS17A,2.0,24.0,12.0,"[12.0, 12.0]","Ribosomal protein 51 (rp51) of the small (40s) subunit; homologous to mammalian ribosomal protein S17, no bacterial homolog; RPS17A has a paralog, RPS17B, that arose from the whole genome duplication"
S000005829,YOR303W,CPA1,2.0,24.0,12.0,"[12.0, 12.0]","Small subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor; translationally regulated by an attenuator peptide encoded by YOR302W within the CPA1 mRNA 5'-leader"
S000001173,YHR131C,,2.0,24.0,12.0,"[12.0, 12.0]","Putative protein of unknown function; GFP-fusion protein localizes to the cytoplasm; overexpression causes cell cycle delay or arrest; contains a PH domain and binds phosphatidylinositols and other lipids in a large-scale study; YHR131C has a paralog, YNL144C, that arose from the whole genome duplication"
S000000958,YER156C,,2.0,24.0,12.0,"[12.0, 12.0]","Putative protein of unknown function; interacts with Hsp82p and copurifies with Ipl1p; expression is copper responsive and downregulated in strains deleted for MAC1, a copper-responsive transcription factor; similarity to mammalian MYG1"
S000006109,YPL188W,POS5,2.0,24.0,12.0,"[12.0, 12.0]",Mitochondrial NADH kinase; phosphorylates NADH; also phosphorylates NAD(+) with lower specificity; required for the response to oxidative stress
S000006730,TS(CGA)C,SUP61,2.0,24.0,12.0,"[12.0, 12.0]","Serine tRNA (tRNA-Ser), predicted by tRNAscan-SE analysis; i6A37 modification is catalyzed by Mod5p; can mutate to suppress amber or ochre nonsense mutations; suppressor mutant alleles are recessive lethal and can only be maintained when an additional wild-type copy of the gene is present, because SUP61 encodes the only tRNA species that can decode UCG codons"
S000005828,YOR302W,,2.0,24.0,12.0,"[12.0, 12.0]","CPA1 uORF; Arginine attenuator peptide, regulates translation of the CPA1 mRNA"
S000002595,YDR187C,,2.0,24.0,12.0,"[12.0, 12.0]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified, essential ORF CCT6/YDR188W"
S000003289,YGR057C,LST7,2.0,24.0,12.0,"[12.0, 12.0]","Subunit of the Lst4p-Lst7p GTPase activating protein complex for Gtr2p; stimulates the GTPase activity of Rag family GTPase Gtr2p, within the context of the Gtr1p-Gtr2p heterodimer, after amino acid stimulation; required for activation of TORC1 in response to amino acid stimulation; recruited to the vacuolar membrane during amino acid starvation and released from the membrane by TORC1; required for the transport of amino acid permease Gap1p from the Golgi to the cell surface"
S000002138,YAL042C-A,,2.0,24.0,12.0,"[12.0, 12.0]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified ORF ERV46/YAL042W; YAL042C-A is a non-essential gene"
S000003477,YGR245C,SDA1,2.0,24.0,12.0,"[12.0, 12.0]",Protein required for actin organization and passage through Start; highly conserved nuclear protein; required for actin cytoskeleton organization; plays a critical role in G1 events; binds Nap1p; involved in 60S ribosome biogenesis
S000005286,YNR003C,RPC34,2.0,24.0,12.0,"[12.0, 12.0]",RNA polymerase III subunit C34; interacts with TFIIIB70 and is a key determinant in pol III recruitment by the preinitiation complex
S000003061,YGL093W,SPC105,2.0,24.0,12.0,"[12.0, 12.0]",Subunit of a kinetochore-microtubule binding complex; complex bridges centromeric heterochromatin and kinetochore MAPs and motors; required for sister chromatid bi-orientation and kinetochore binding of SAC components; complex also includes Kre28p; modified by sumoylation
S000006231,YPR027C,,2.0,24.0,12.0,"[12.0, 12.0]","Putative protein of unknown function; SWAT-GFP and seamless-GFP fusion proteins localize to the endoplasmic reticulum, while the mCherry fusion protein localizes to the vacuole"
S000002482,YDR075W,PPH3,2.0,24.0,12.0,"[12.0, 12.0]","Catalytic subunit of protein phosphatase PP4 complex; Pph3p and Psy2p form active complex, Psy4p may provide substrate specificity; regulates recovery from the DNA damage checkpoint, the gene conversion- and single-strand annealing-mediated pathways of meiotic double-strand break repair and efficient Non-Homologous End-Joining (NHEJ) pathway; involved in activation of Gln3p to alleviate nitrogen catabolite repression; Pph3p and Psy2p localize to foci on meiotic chromosomes"
S000001607,YKL124W,SSH4,2.0,24.0,12.0,"[12.0, 12.0]","Specificity factor required for Rsp5p-dependent ubiquitination; also required for sorting of cargo proteins at the multivesicular body; identified as a high-copy suppressor of a SHR3 deletion, increasing steady-state levels of amino acid permeases"
S000001358,YIL096C,BMT5,2.0,24.0,12.0,"[12.0, 12.0]",Methyltransferase required for m3U2634 methylation of the 25S rRNA; S-adenosylmethionine-dependent; associates with precursors of the 60S ribosomal subunit; predicted to be involved in ribosome biogenesis
S000005448,YOL088C,MPD2,2.0,24.0,12.0,"[12.0, 12.0]",Member of the protein disulfide isomerase (PDI) family; exhibits chaperone activity; overexpression suppresses the lethality of a pdi1 deletion but does not complement all Pdi1p functions; undergoes oxidation by Ero1p
S000001241,YHR198C,AIM18,2.0,24.0,12.0,"[12.0, 12.0]","Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss"
S000000541,YCL036W,GFD2,2.0,24.0,12.0,"[12.0, 12.0]","Protein of unknown function; identified as a high-copy suppressor of a dbp5 mutation; GFD2 has a paralog, YDR514C, that arose from the whole genome duplication"
S000000431,YBR227C,MCX1,2.0,24.0,12.0,"[12.0, 12.0]","Non-proteolytic ATPase of the AAA family; stimulates incorporation of the pyridoxal phosphate cofactor into Hem1p (5-aminolevulinic acid synthase); localized to the mitochondrial matrix; ortholog of vertebrate CLPX, which promotes erythropoiesis"
S000000382,YBR178W,,2.0,24.0,12.0,"[12.0, 12.0]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YBR177C"
S000004408,YLR416C,,2.0,24.0,12.0,"[12.0, 12.0]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000005471,YOL111C,MDY2,2.0,24.0,12.0,"[12.0, 12.0]",Protein involved in inserting tail-anchored proteins into ER membranes; forms a complex with Get4p; required for efficient mating; involved in shmoo formation and nuclear migration in the pre-zygote; associates with ribosomes
S000005639,YOR113W,AZF1,2.0,24.0,12.0,"[12.0, 12.0]","Zinc-finger transcription factor; involved in diauxic shift; in the presence of glucose, activates transcription of genes involved in growth and carbon metabolism; in nonfermentable carbon sources, activates transcription of genes involved in maintenance of cell wall integrity; relocalizes to the cytosol in response to hypoxia"
S000000269,YBR065C,ECM2,1.0,12.0,12.0,[12.0],"Pre-mRNA splicing factor; facilitates the cooperative formation of U2/U6 helix II in association with stem II in the spliceosome, function may be regulated by Slu7p"
S000003522,YGR290W,,1.0,12.0,12.0,[12.0],"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; putative HLH protein; partially overlaps the verified ORF MAL11/YGR289C (a high-affinity maltose transporter)"
S000003031,YGL063W,PUS2,1.0,12.0,12.0,[12.0],"Mitochondrial tRNA:pseudouridine synthase; acts at positions 27 and 28, but not at position 72; efficiently and rapidly targeted to mitochondria, specifically dedicated to mitochondrial tRNA modification; mutation also affects pseudouridylation of some nuclear-encoded mRNAs; PUS2 has a paralog, PUS1, that arose from the whole genome duplication"
S000006048,YPL127C,HHO1,1.0,12.0,12.0,[12.0],"Histone H1, linker histone with roles in meiosis and sporulation; decreasing levels early in sporulation may promote meiosis, and increasing levels during sporulation facilitate compaction of spore chromatin; binds to promoters and within genes in mature spores; may be recruited by Ume6p to promoter regions, contributing to transcriptional repression outside of meiosis; suppresses DNA repair involving homologous recombination"
S000001085,YHR043C,DOG2,1.0,12.0,12.0,[12.0],"2-deoxyglucose-6-phosphate phosphatase; member of a family of low molecular weight phosphatases, induced by oxidative and osmotic stress, confers 2-deoxyglucose resistance when overexpressed; DOG2 has a paralog, DOG1, that arose from a single-locus duplication; the last half of DOG1 and DOG2 are subject to gene conversions among S. cerevisiae, S. paradoxus, and S. mikatae"
S000000955,YER153C,PET122,1.0,12.0,12.0,[12.0],Mitochondrial translational activator specific for the COX3 mRNA; acts together with Pet54p and Pet494p; located in the mitochondrial inner membrane
S000001086,YHR044C,DOG1,1.0,12.0,12.0,[12.0],"2-deoxyglucose-6-phosphate phosphatase; member of a family of low molecular weight phosphatases; confers 2-deoxyglucose resistance when overexpressed; DOG1 has a paralog, DOG2, that arose from a single-locus duplication; the last half of DOG1 and DOG2 are subject to gene conversions among S. cerevisiae, S. paradoxus, and S. mikatae"
S000007607,YGL258W-A,,1.0,12.0,12.0,[12.0],Putative protein of unknown function
S000000956,YER154W,OXA1,1.0,12.0,12.0,[12.0],"Mitochondrial inner membrane insertase; mediates the insertion of both mitochondrial- and nuclear-encoded proteins from the matrix into the inner membrane; also has a role in insertion of carrier proteins into the inner membrane; acts as a voltage-gated ion channel, activated by substrate peptides; interacts with mitochondrial ribosomes; conserved from bacteria to animals"
S000003589,YJL053W,PEP8,1.0,12.0,12.0,[12.0],"Vacuolar protein component of the retromer; forms part of the multimeric membrane-associated retromer complex involved in vacuolar protein sorting along with Vps35p, Vps29p, Vps17p, and Vps5p; essential for endosome-to-Golgi retrograde protein transport; interacts with Ypt7p; protein abundance increases in response to DNA replication stress"
S000000465,YBR261C,TAE1,1.0,12.0,12.0,[12.0],AdoMet-dependent proline methyltransferase; catalyzes the dimethylation of ribosomal proteins Rpl12 and Rps25 at N-terminal proline residues; has a role in protein synthesis; fusion protein localizes to the cytoplasm
S000003580,YJL044C,GYP6,1.0,12.0,12.0,[12.0],GTPase-activating protein (GAP) for yeast Rab family member Ypt6p; involved in vesicle mediated protein transport
S000005431,YOL070C,NBA1,1.0,12.0,12.0,[12.0],"Protein of unknown function; localizes to the bud neck and cytoplasm; interacts with Nap1p; may interact with ribosomes, based on co-purification experiments; potential Cdc28p substrate"
S000005729,YOR203W,,1.0,12.0,12.0,[12.0],"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps 5' end of essential DED1 gene required for translation initiation"
S000006737,TT(AGU)B,,1.0,12.0,12.0,[12.0],"Threonine tRNA (tRNA-Thr), predicted by tRNAscan-SE analysis"
S000000959,YER157W,COG3,1.0,12.0,12.0,[12.0],Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments
S000007245,YLL018C-A,COX19,1.0,12.0,12.0,[12.0],Protein required for cytochrome c oxidase assembly; located in the cytosol and mitochondrial intermembrane space; putative copper metallochaperone that delivers copper to cytochrome c oxidase; contains twin cysteine-x9-cysteine motifs
S000003562,YJL025W,RRN7,1.0,12.0,12.0,[12.0],"Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p, Rrn7p, and Rrn11p"
S000006731,TS(GCU)F,,1.0,12.0,12.0,[12.0],"Serine tRNA (tRNA-Ser), predicted by tRNAscan-SE analysis"
S000003030,YGL062W,PYC1,1.0,12.0,12.0,[12.0],"Pyruvate carboxylase isoform; cytoplasmic enzyme that converts pyruvate to oxaloacetate; differentially regulated than isoform Pyc2p; mutations in the human homolog are associated with lactic acidosis; PYC1 has a paralog, PYC2, that arose from the whole genome duplication"
S000003583,YJL047C,RTT101,1.0,12.0,12.0,[12.0],"Cullin subunit of a Roc1p-dependent E3 ubiquitin ligase complex; role in anaphase progression; implicated in Mms22-dependent DNA repair; involved with Mms1p in nonfunctional rRNA decay; modified by the ubiquitin-like protein, Rub1p"
S000006007,YPL086C,ELP3,1.0,12.0,12.0,[12.0],Subunit of Elongator complex; Elongator is required for modification of wobble nucleosides in tRNA; exhibits histone acetyltransferase activity that is directed to histones H3 and H4; disruption confers resistance to K. lactis zymotoxin; human homolog ELP3 can partially complement yeast elp3 null mutant
S000001730,YKR022C,NTR2,1.0,12.0,12.0,[12.0],"Essential protein that forms a dimer with Ntr1p; also forms a trimer, with Ntr2p and the DExD/H-box RNA helicase Prp43p, that is involved in spliceosome disassembly"
S000006195,YPL274W,SAM3,1.0,12.0,12.0,[12.0],High-affinity S-adenosylmethionine permease; required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease Mmp1p
S000007248,YMR046W-A,,1.0,12.0,12.0,[12.0],"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000000266,YBR062C,,1.0,12.0,12.0,[12.0],Protein of unknown function that interacts with Msb2p; may play a role in activation of the filamentous growth pathway
S000000264,YBR060C,ORC2,1.0,12.0,12.0,[12.0],Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; interacts with Spp1p and with trimethylated histone H3; phosphorylated by Cdc28p
S000000260,YBR056W,,1.0,12.0,12.0,[12.0],Putative glycoside hydrolase of the mitochondrial intermembrane space
S000007244,YKL162C-A,,1.0,12.0,12.0,[12.0],"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000006192,YPL271W,ATP15,1.0,12.0,12.0,[12.0],"Epsilon subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated"
S000002976,YGL008C,PMA1,1.0,12.0,12.0,[12.0],"Plasma membrane P2-type H+-ATPase; pumps protons out of cell; major regulator of cytoplasmic pH and plasma membrane potential; long-lived protein asymmetrically distributed at plasma membrane between mother cells and buds; accumulates at high levels in mother cells during aging, buds emerge with very low levels of Pma1p, newborn cells have low levels of Pma1p; Hsp30p plays a role in Pma1p regulation; interactions with Std1p appear to propagate [GAR+]"
S000002293,YDL133C-A,RPL41B,1.0,12.0,12.0,[12.0],"Ribosomal 60S subunit protein L41B; comprises only 25 amino acids; rpl41a rpl41b double null mutant is viable; homologous to mammalian ribosomal protein L41, no bacterial homolog; RPL41B has a paralog, RPL41A, that arose from the whole genome duplication"
S000004122,YLR132C,USB1,1.0,12.0,12.0,[12.0],"Putative poly(U)-specific 3'-to-5' RNA exonuclease; involved in 3'-end processing of U6 snRNA removing uridines and generating a terminal 2&#8242;,3&#8242; cyclic phosphate; essential protein that localizes to the nucleus and mitochondria; overexpression suppresses the respiratory defects of oxa1 and mtf2 mutants; homolog of S.pombe gene, mpn1 and human gene, hUSB1; mutations in hUSB1 are associated with a rare genodermatosis, poikiloderma with neutropenia (OMIM 604173)"
S000002422,YDR015C,,1.0,12.0,12.0,[12.0],"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene HED1/YDR014W-A"
S000005340,YNR057C,BIO4,1.0,12.0,12.0,[12.0],"Dethiobiotin synthetase; catalyzes the third step in the biotin biosynthesis pathway; BIO4 is in a cluster of 3 genes (BIO3, BIO4, and BIO5) that mediate biotin synthesis; BIO3 and BIO4 were acquired by horizontal gene transfer (HGT) from bacteria; expression appears to be repressed at low iron levels"
S000004120,YLR130C,ZRT2,1.0,12.0,12.0,[12.0],Low-affinity zinc transporter of the plasma membrane; transcription is induced under low-zinc conditions by the Zap1p transcription factor
