,Gene Feature Name,Common Name,Number of Hits,Total Sum of Scores,Avg. Score per Hit,List of Scores,Gene Description
S000003002,YGL034C,,9.0,41.6985866427,4.63317629364,"[0.23850071, 0.61701232, 1.9955239, 3.2988365, 5.0313559, 6.0864978, 6.3495321, 8.0499716, 10.031356]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000001956,YKL096W-A,CWP2,14.0,41.6715820879,2.97654157771,"[0.16955335, 0.20197484, 0.50153512, 0.61701232, 0.91657263, 1.0864977, 1.8800467, 2.4105616, 2.7683218, 3.4463935, 3.7683218, 6.6714602, 6.6714602, 10.561871]",Covalently linked cell wall mannoprotein; major constituent of the cell wall; plays a role in stabilizing the cell wall; involved in low pH resistance; precursor is GPI-anchored
S000002529,YDR122W,KIN1,11.0,41.6625919342,3.78750835765,"[0.34953201, 0.50153512, 0.91657263, 1.0864977, 1.2950842, 2.7359002, 4.0313559, 5.2240009, 7.6427908, 7.9955239, 9.8837986]","Serine/threonine protein kinase involved in regulation of exocytosis; localizes to the cytoplasmic face of the plasma membrane; KIN1 has a paralog, KIN2, that arose from the whole genome duplication"
S000001207,YHR164C,DNA2,10.0,41.6478831768,4.16478831768,"[0.34953201, 1.2950842, 1.4105614, 1.4650092, 1.7359002, 5.4084258, 5.6714602, 5.7545156, 7.9955239, 10.561871]","Tripartite DNA replication factor; single-stranded DNA-dependent ATPase, ATP-dependent nuclease, helicase; tracking protein for flap cleavage during Okazaki fragment maturation; involved in DNA repair/processing of meiotic DNA double strand breaks; component of telomeric chromatin with cell-cycle dependent localization; required for telomerase-dependent telomere synthesis; forms nuclear foci upon DNA replication stress; human homolog DNA2 complements yeast dna2 mutant"
S000005773,YOR247W,SRL1,9.0,41.6396312714,4.62662569682,"[0.88004673, 1.4105614, 2.7359002, 3.4463935, 4.5618706, 5.7545156, 6.0864978, 6.2019749, 10.561871]","Mannoprotein that exhibits a tight association with the cell wall; required for cell wall stability in the absence of GPI-anchored mannoproteins; has a high serine-threonine content; expression is induced in cell wall mutants; SRL1 has a paralog, SVS1, that arose from the whole genome duplication"
S000000055,YAL059W,ECM1,11.0,41.638430655,3.78531187773,"[0.73248953, 1.179607, 1.2019749, 3.3208628, 3.4463935, 3.6979322, 4.1833591, 4.8614311, 5.6714602, 6.6714602, 6.6714602]",Pre-ribosomal factor involved in 60S ribosomal protein subunit export; associates with the pre-60S particle; shuttles between the nucleus and cytoplasm
S000004080,YLR090W,XDJ1,10.0,41.6106520928,4.16106520928,"[0.032049831, 0.086497612, 0.29508424, 1.179607, 1.7359002, 3.9769082, 5.7545156, 6.7869372, 10.616319, 11.146833]","Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family, closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
S000004865,YMR252C,,12.0,41.5989316776,3.4665776398,"[0.086497612, 0.34953201, 0.61701232, 1.4650092, 1.4650092, 1.8800467, 2.8800468, 3.4463935, 4.0313559, 5.4084258, 9.3532839, 10.616319]",Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YMR252C is not an essential gene
S000001607,YKL124W,SSH4,10.0,41.5958500206,4.15958500206,"[0.20197484, 0.34953201, 0.50153512, 1.2950842, 2.7683218, 4.8614311, 5.4463935, 5.6714602, 9.8837986, 10.616319]","Specificity factor required for Rsp5p-dependent ubiquitination; also required for sorting of cargo proteins at the multivesicular body; identified as a high-copy suppressor of a SHR3 deletion, increasing steady-state levels of amino acid permeases"
S000005364,YOL004W,SIN3,12.0,41.5920604467,3.46600503723,"[0.29508424, 0.88004673, 1.179607, 1.179607, 1.4650092, 1.9955239, 2.4650092, 3.3208628, 4.9609666, 6.0864978, 6.6170125, 11.146833]","Component of both the Rpd3S and Rpd3L histone deacetylase complexes; involved in transcriptional repression and activation of diverse processes, including mating-type switching and meiosis; involved in the maintenance of chromosomal integrity"
S000006160,YPL239W,YAR1,10.0,41.5810604095,4.15810604095,"[1.0578283, 1.5015351, 1.7359002, 3.2988365, 3.9769082, 4.1833591, 4.6390386, 5.2240009, 7.6427908, 8.3208628]","Ankyrin-repeat containing, nucleocytoplasmic shuttling chaperone; prevents aggregation of Rps3p in the cytoplasm, associates with nascent Rps3p during its translation in the cytoplasm and delivers it to the 90S in the nucleus; required for 40S ribosomal subunit export, biogenesis and adaptation to osmotic and oxidative stress; expression repressed by heat shock"
S000003443,YGR211W,ZPR1,11.0,41.5750909522,3.77955372293,"[0.086497612, 0.88004673, 1.8800467, 2.3208628, 3.6979322, 4.0313559, 4.1833591, 5.4463935, 6.3495321, 6.3495321, 6.3495321]","Essential protein with two zinc fingers; present in nucleus of growing cells, relocates to cytoplasm in starved cells via a process mediated by Cpr1p; binds translation elongation factor eEF-1 (Tef1p); relative distribution to nucleus increases upon DNA replication stress; human ZPR1 gene can complement yeast by allowing growth during down-regulation of yeast zpr1"
S000002581,YDR174W,HMO1,13.0,41.5619615354,3.19707396426,"[0.032049831, 0.086497612, 0.88004673, 0.88004673, 1.179607, 2.7359002, 3.2988365, 3.4463935, 4.2988362, 4.4463935, 5.0764441, 6.8800468, 8.3208628]","Chromatin associated high mobility group (HMG) family member; involved in compacting, bending, bridging and looping DNA; rDNA-binding component that regulates transcription from RNA polymerase I promoters; regulates start site selection of ribosomal protein genes via RNA polymerase II promoters; role in genome maintenance; associates with a 5'-3' DNA helicase and Fpr1p, a prolyl isomerase; relocalizes to the cytosol in response to hypoxia"
S000005936,YPL015C,HST2,17.0,41.5476526096,2.44397956527,"[0.086497612, 0.76456952, 0.91657263, 1.0578283, 1.0578283, 1.2950842, 1.6170124, 1.8800467, 2.0578282, 2.2950842, 2.2950842, 3.7683218, 3.9769082, 3.9769082, 4.6390386, 4.6390386, 5.2240009]",Cytoplasmic NAD(+)-dependent protein deacetylase; deacetylation targets are primarily cytoplasmic proteins; member of the silencing information regulator 2 (Sir2) family of NAD(+)-dependent protein deacetylases; modulates nucleolar (rDNA) and telomeric silencing; possesses NAD(+)-dependent histone deacetylase activity in vitro; contains a nuclear export signal (NES); function regulated by its nuclear export
S000003017,YGL049C,TIF4632,10.0,41.5461504459,4.15461504459,"[0.29508424, 0.61701232, 0.73248953, 2.7359002, 4.0313559, 4.1833591, 5.7545156, 6.8800468, 7.9955239, 8.3208628]","Translation initiation factor eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) that also contains eIF4E (Cdc33p); associates with the poly(A)-binding protein Pab1p, also interacts with eIF4A (Tif1p); TIF4632 has a paralog, TIF4631, that arose from the whole genome duplication"
S000004129,YLR139C,SLS1,13.0,41.5231020376,3.19408477212,"[0.086497612, 0.16955335, 0.20197484, 0.35397792, 1.8800467, 2.7683218, 3.4463935, 3.9769082, 3.9769082, 4.5618706, 4.5618706, 4.9769082, 10.561871]",Mitochondrial membrane protein; coordinates expression of mitochondrially-encoded genes; may facilitate delivery of mRNA to membrane-bound translation machinery
S000004659,YMR055C,BUB2,11.0,41.5086092353,3.77350993048,"[0.29508424, 0.91657263, 1.4650092, 1.6170124, 2.7359002, 3.4463935, 4.1833591, 4.8614311, 5.0764441, 6.8800468, 10.031356]","Mitotic exit network regulator; forms GTPase-activating Bfa1p-Bub2p complex that binds Tem1p and spindle pole bodies, blocks cell cycle progression before anaphase in response to spindle and kinetochore damage"
S000000108,YBL012C,,12.0,41.4995320514,3.45829433762,"[0.086497612, 1.349532, 1.349532, 1.7359002, 1.9955239, 2.8800468, 3.4463935, 3.4463935, 3.6979322, 5.6714602, 6.9344945, 8.9058256]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000001315,YIL053W,GPP1,12.0,41.4993341565,3.45827784638,"[0.34953201, 0.75451583, 0.88004673, 1.4650092, 1.5015351, 2.7683218, 3.4463935, 3.9769082, 4.0313559, 4.5618706, 7.2019749, 10.561871]","Constitutively expressed DL-glycerol-3-phosphate phosphatase; also known as glycerol-1-phosphatase; involved in glycerol biosynthesis, induced in response to both anaerobic and osmotic stress; GPP1 has a paralog, GPP2, that arose from the whole genome duplication"
S000004011,YLR021W,IRC25,8.0,41.4828068241,5.18535085302,"[0.086497612, 0.16955335, 3.2988365, 6.0864978, 6.8800468, 6.8800468, 6.9344945, 11.146833]",Component of a heterodimeric Poc4p-Irc25p chaperone; involved in assembly of alpha subunits into the 20S proteasome; may regulate formation of proteasome isoforms with alternative subunits under different conditions; upregulates proteasome assembly in response to the unfolded protein response activated by mistargeting of proteins (UPRam)
S000001603,YKL120W,OAC1,8.0,41.452000916,5.1815001145,"[0.61701232, 1.7324896, 3.3208628, 4.3760042, 5.6714602, 6.3495321, 9.3532839, 10.031356]","Mitochondrial inner membrane transporter; transports oxaloacetate, sulfate, thiosulfate, and isopropylmalate; member of the mitochondrial carrier family"
S000000833,YER031C,YPT31,9.0,41.4311061502,4.60345623891,"[0.61701232, 0.88004673, 1.0864977, 4.4463935, 4.5618706, 6.0864978, 6.3495321, 8.0499716, 9.3532839]","Rab family GTPase; involved in the exocytic pathway; mediates intra-Golgi traffic or the budding of post-Golgi vesicles from the trans-Golgi; YPT31 has a paralog, YPT32, that arose from the whole genome duplication; localizes to the transitional and late Golgi"
S000001136,YHR094C,HXT1,9.0,41.4244629443,4.60271810492,"[0.20197484, 0.61701232, 1.0578283, 4.4463935, 4.6390386, 5.4463935, 6.9344945, 8.0499716, 10.031356]","Low-affinity glucose transporter of the major facilitator superfamily; expression is induced by Hxk2p in the presence of glucose and repressed by Rgt1p when glucose is limiting; HXT1 has a paralog, HXT6, what arose from the whole genome duplication"
S000002944,YDR536W,STL1,8.0,41.3848868683,5.17311085854,"[0.086497612, 0.73248953, 1.179607, 2.7683218, 5.4084258, 10.031356, 10.561871, 10.616319]","Glycerol proton symporter of the plasma membrane; subject to glucose-induced inactivation, strongly but transiently induced when cells are subjected to osmotic shock"
S000003923,YJR162C,,10.0,41.3687003851,4.13687003851,"[0.34953201, 3.4463935, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 9.3532839]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000028557,YJR151W-A,,10.0,41.3583766967,4.13583766967,"[0.16955335, 0.61701232, 0.61701232, 1.2950842, 1.349532, 1.8800467, 5.6714602, 8.0499716, 10.561871, 11.146833]","Putative protein of unknown function; identified by fungal homology and RT-PCR; predicted to have a role in transcription based on computational ""guilt by association"" analysis"
S000000949,YER147C,SCC4,11.0,41.3537340201,3.75943036547,"[0.032049831, 0.086497612, 0.34953201, 1.7359002, 1.8800467, 4.1833591, 5.9389405, 6.0864978, 6.3394785, 6.6714602, 8.0499716]",Subunit of cohesin loading factor (Scc2p-Scc4p); complex is required for the loading of cohesin complexes onto chromosomes; involved in establishing sister chromatid cohesion during double-strand break repair via phosphorylated histone H2AX
S000004110,YLR120C,YPS1,8.0,41.3424119651,5.16780149564,"[0.20197484, 3.3208628, 4.2988362, 4.3760042, 4.8614311, 6.7869372, 6.8800468, 10.616319]","Aspartic protease; hyperglycosylated member of the yapsin family of proteases, attached to the plasma membrane via a glycosylphosphatidylinositol (GPI) anchor; involved in nutrient limitation-induced cleavage of the extracellular inhibitory domain of signaling mucin Msb2p, resulting in activation of the filamentous growth MAPK pathway; involved with other yapsins in the cell wall integrity response; role in KEX2-independent processing of the alpha factor precursor"
S000003262,YGR030C,POP6,10.0,41.3334595859,4.13334595859,"[0.20197484, 0.34953201, 1.4105614, 1.7359002, 2.7683218, 4.5618706, 5.7545156, 6.6170125, 6.7869372, 11.146833]","Subunit of both RNase MRP and nuclear RNase P; forms a soluble heterodimer with Pop7p that binds P3 domain of RNase MRP and RNase P RNAs; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; relocalizes to the cytosol in response to hypoxia"
S000005662,YOR136W,IDH2,12.0,41.3302391991,3.44418659993,"[0.086497612, 0.16955335, 1.179607, 1.2950842, 1.4650092, 1.6170124, 2.2950842, 2.7359002, 3.9609668, 7.6427908, 8.3208628, 10.561871]",Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase; complex catalyzes the oxidation of isocitrate to alpha-ketoglutarate in the TCA cycle; phosphorylated
S000006222,YPR018W,RLF2,13.0,41.3180810884,3.17831392987,"[0.086497612, 0.34953201, 1.0320498, 1.2019749, 1.5015351, 2.3208628, 2.3208628, 3.2988365, 3.6979322, 4.3760042, 5.6714602, 7.4650092, 7.9955239]","Largest subunit (p90) of the Chromatin Assembly Complex (CAF-1); chromatin assembly by CAF-1 is important for multiple processes including silencing at telomeres, mating type loci, and rDNA; maintenance of kinetochore structure; deactivation of the DNA damage checkpoint after DNA repair; chromatin dynamics during transcription; and repression of divergent noncoding transcription"
S000006021,YPL100W,ATG21,14.0,41.2950508073,2.94964648624,"[0.086497612, 0.29508424, 0.34953201, 0.34953201, 0.76456952, 1.0864977, 2.3208628, 3.2988365, 3.6979322, 4.2988362, 5.6714602, 5.6714602, 6.0864978, 7.317452]","Phosphoinositide binding protein; required for vesicle formation in the cytoplasm-to-vacuole targeting (Cvt) pathway; binds both phosphatidylinositol (3,5)-bisphosphate and phosphatidylinositol 3-phosphate; WD-40 repeat protein"
S000006025,YPL104W,MSD1,8.0,41.2940487862,5.16175609827,"[2.3208628, 2.8800468, 3.3208628, 4.3760042, 4.9609666, 6.0864978, 7.317452, 10.031356]","Mitochondrial aspartyl-tRNA synthetase; required for acylation of aspartyl-tRNA; yeast and bacterial aspartyl-, asparaginyl-, and lysyl-tRNA synthetases contain regions with high sequence similarity, suggesting a common ancestral gene"
S000028635,YGL188C-A,,11.0,41.2754696012,3.75231541829,"[0.34953201, 0.75451583, 0.88004673, 0.88004673, 1.7359002, 3.2988365, 3.4463935, 4.3760042, 6.6170125, 8.9058256, 10.031356]",Putative protein of unknown function
S000005448,YOL088C,MPD2,7.0,41.2336077094,5.89051538706,"[0.91657263, 1.349532, 5.4463935, 6.3495321, 6.6714602, 9.8837986, 10.616319]",Member of the protein disulfide isomerase (PDI) family; exhibits chaperone activity; overexpression suppresses the lethality of a pdi1 deletion but does not complement all Pdi1p functions; undergoes oxidation by Ero1p
S000005070,YNL126W,SPC98,11.0,41.1796434522,3.7436039502,"[0.75451583, 0.88004673, 1.7359002, 1.7645695, 2.7683218, 2.9955239, 4.1833591, 5.9389405, 6.3394785, 6.6170125, 7.2019749]",Component of the microtubule-nucleating Tub4p (gamma-tubulin) complex; interacts with Spc110p at the spindle pole body (SPB) inner plaque and with Spc72p at the SPB outer plaque
S000000760,YEL034W,HYP2,11.0,41.1598563865,3.74180512604,"[0.086497612, 0.34953201, 1.4650092, 1.6170124, 1.7324896, 4.5618706, 4.8614311, 4.9769082, 5.4463935, 5.4463935, 10.616319]","Translation elongation factor eIF-5A; required for translation of proteins containing polyproline stretches, including Bni1p, and this leads to a requirement for mating projection formation; structural homolog of bacterial EF-P; undergoes an essential hypusination modification; HYP2 has a paralog, ANB1, that arose from the whole genome duplication; human EIF5A complements the inviability of the yeast hyp2 anb1 double null mutant"
S000005774,YOR248W,,7.0,41.1553002596,5.87932860851,"[1.8800467, 2.7359002, 5.7545156, 6.0864978, 6.0864978, 8.0499716, 10.561871]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000004834,YMR221C,,11.0,41.1368876696,3.73971706087,"[0.50153512, 0.50153512, 0.76456952, 1.9955239, 2.3208628, 3.3208628, 4.3760042, 4.3760042, 7.4650092, 7.4650092, 8.0499716]","Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; physical interaction with Atg27p suggests a possible role in autophagy"
S000005250,YNL306W,MRPS18,13.0,41.1124275401,3.16249442616,"[0.086497612, 0.50153512, 0.50153512, 0.50153512, 0.50153512, 0.88004673, 1.8800467, 2.3208628, 4.0313559, 4.3760042, 5.0313559, 9.3532839, 11.146833]","Mitochondrial ribosomal protein of the small subunit; essential for viability, unlike most other mitoribosomal proteins"
S000000762,YEL036C,ANP1,10.0,41.0733587742,4.10733587742,"[0.34953201, 1.4650092, 1.6170124, 1.7324896, 4.5618706, 4.8614311, 4.9769082, 5.4463935, 5.4463935, 10.616319]","Subunit of the alpha-1,6 mannosyltransferase complex; type II membrane protein; has a role in retention of glycosyltransferases in the Golgi; involved in osmotic sensitivity and resistance to aminonitrophenyl propanediol"
S000006096,YPL175W,SPT14,9.0,41.0673969947,4.56304411052,"[0.032049831, 0.88004673, 0.91657263, 1.7359002, 5.7545156, 6.3495321, 7.317452, 7.4650092, 10.616319]","UDP-glycosyltransferase subunit of the GPI-GnT complex; UDP-GlcNAc-binding and catalytic subunit of the enzyme that mediates the first step in glycosylphosphatidylinositol (GPI) biosynthesis, mutations cause defects in transcription and in biogenesis of cell wall proteins"
S000003806,YJR045C,SSC1,15.0,41.0654459074,2.73769639383,"[0.086497612, 0.16955335, 0.16955335, 0.20197484, 0.50153512, 0.76456952, 0.88004673, 1.7324896, 2.0578282, 2.2950842, 3.7683218, 4.0313559, 4.6390386, 9.8837986, 9.8837986]","Hsp70 family ATPase; constituent of the import motor component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); involved in protein translocation and folding; subunit of SceI endonuclease; SSC1 has a paralog, ECM10, that arose from the whole genome duplication"
S000000516,YCL010C,SGF29,10.0,41.0559139773,4.10559139773,"[0.032049831, 0.032049831, 0.73248953, 1.7359002, 4.0313559, 4.3760042, 4.9769082, 6.8800468, 8.9058256, 9.3532839]","Component of the HAT/Core module of the SAGA, SLIK, and ADA complexes; HAT/Core module also contains Gcn5p, Ngg1p, and Ada2p; binds methylated histone H3K4; involved in transcriptional regulation through SAGA and TBP recruitment to target promoters and H3 acetylation"
S000005785,YOR259C,RPT4,11.0,41.0523712039,3.73203374581,"[0.23850071, 0.50153512, 0.76456952, 0.88004673, 1.7359002, 3.4463935, 3.9769082, 5.2240009, 7.6427908, 8.3208628, 8.3208628]",ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in degradation of ubiquitinated substrates; contributes preferentially to ERAD; required for spindle pole body duplication; mainly nuclear localization
S000006309,YPR105C,COG4,12.0,41.0366279483,3.41971899569,"[0.29508424, 0.34953201, 0.61701232, 0.76456952, 1.7359002, 2.7683218, 2.8800468, 4.0313559, 5.7545156, 6.2019749, 7.317452, 8.3208628]",Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments
S000006435,YKR035W-A,DID2,10.0,41.0153330043,4.10153330043,"[0.086497612, 0.23850071, 1.5015351, 2.2950842, 2.7683218, 3.2988365, 4.0313559, 6.8800468, 9.8837986, 10.031356]",Class E protein of the vacuolar protein-sorting (Vps) pathway; binds Vps4p and directs it to dissociate ESCRT-III complexes; forms a functional and physical complex with Ist1p; human ortholog may be altered in breast tumors
S000004191,YLR201C,COQ9,15.0,41.0073083639,2.73382055759,"[0.34953201, 0.50153512, 0.61701232, 1.0578283, 1.0864977, 1.179607, 1.2950842, 1.4105614, 1.4650092, 2.4105616, 2.7683218, 3.9609668, 5.4084258, 7.4650092, 10.031356]",Protein required for ubiquinone biosynthesis and respiratory growth; localizes to matrix face of mitochondrial inner membrane in a large complex with ubiquinone biosynthetic enzymes; ubiquinone is also known as coenzyme Q; human homolog COQ9 can complement yeast coq9 null mutant
S000005721,YOR195W,SLK19,10.0,41.0055819452,4.10055819452,"[0.20197484, 1.179607, 1.7359002, 2.7359002, 4.5618706, 4.5618706, 5.7545156, 5.9389405, 6.3394785, 7.9955239]","Kinetochore-associated protein; required for chromosome segregation and kinetochore clustering; required for normal segregation of chromosomes in meiosis and mitosis; component of the FEAR regulatory network, which promotes Cdc14p release from the nucleolus during anaphase; potential Cdc28p substrate"
S000005988,YPL067C,,12.0,40.9945555478,3.41621296232,"[0.16955335, 0.20197484, 0.20197484, 0.34953201, 0.75451583, 3.4463935, 4.0313559, 4.1833591, 5.6714602, 7.2019749, 7.317452, 7.4650092]",Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YPL067C is not an essential gene
S000007233,YDR034C-A,,8.0,40.9719853103,5.12149816379,"[0.20197484, 1.9955239, 4.1833591, 4.8614311, 4.8614311, 6.9344945, 7.317452, 10.616319]",Putative protein of unknown function; contained within the solo Ty1 LTR element YDRWdelta7
S000003638,YJL102W,MEF2,11.0,40.9715124965,3.72468295422,"[0.50153512, 1.0578283, 1.7645695, 1.8800467, 3.4463935, 4.1833591, 4.6390386, 5.0313559, 5.4463935, 6.3495321, 6.6714602]",Mitochondrial elongation factor involved in translational elongation
S000000160,YBL064C,PRX1,13.0,40.9612850696,3.15086808228,"[0.16955335, 0.50153512, 0.61701232, 0.88004673, 1.179607, 1.2019749, 1.349532, 3.9769082, 4.4463935, 5.0313559, 5.0313559, 7.9955239, 8.5804863]",Mitochondrial peroxiredoxin with thioredoxin peroxidase activity; has a role in reduction of hydroperoxides; reactivation requires Trr2p and glutathione; induced during respiratory growth and oxidative stress; phosphorylated; protein abundance increases in response to DNA replication stress
S000004720,YMR114C,,9.0,40.9447575808,4.54941750897,"[1.0864977, 2.3208628, 3.3208628, 3.6979322, 3.7683218, 4.3760042, 5.4084258, 6.9344945, 10.031356]","Protein of unknown function; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; YMR114C is not an essential gene"
S000000841,YER039C,HVG1,15.0,40.9440812543,2.72960541695,"[0.086497612, 0.35397792, 0.50153512, 0.61701232, 0.76456952, 0.76456952, 1.4105614, 2.0578282, 2.3208628, 2.4650092, 3.9609668, 4.0313559, 4.3760042, 7.2019749, 10.031356]","Protein of unknown function; HVG1 has a paralog, VRG4, that arose from the whole genome duplication"
S000001518,YKL035W,UGP1,14.0,40.9371039346,2.92407885247,"[0.086497612, 0.50153512, 0.61701232, 0.88004673, 1.0320498, 1.0864977, 1.179607, 1.179607, 1.7359002, 2.8800468, 2.8800468, 5.7545156, 10.561871, 10.561871]","UDP-glucose pyrophosphorylase (UGPase); catalyses the reversible formation of UDP-Glc from glucose 1-phosphate and UTP, involved in a wide variety of metabolic pathways, expression modulated by Pho85p through Pho4p; involved in PKA-mediated oxidative stress resistance and long-term survival in stationary phase; UGP1 has a paralog, YHL012W, that arose from the whole genome duplication"
S000006325,YPR121W,THI22,8.0,40.9286496639,5.11608120799,"[1.7359002, 2.7683218, 3.7683218, 4.9609666, 5.4463935, 6.6714602, 6.6714602, 8.9058256]",Protein with similarity to hydroxymethylpyrimidine phosphate kinases; member of a gene family with THI20 and THI21; not required for thiamine biosynthesis; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively
S000003982,YLL059C,,11.0,40.9256273508,3.72051157735,"[0.88004673, 0.88004673, 1.0864977, 1.0864977, 1.179607, 1.7359002, 3.7683218, 5.0764441, 6.8800468, 8.3208628, 10.031356]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000002609,YDR201W,SPC19,8.0,40.8991184235,5.11238980293,"[0.76456952, 2.0578282, 4.6390386, 4.8614311, 5.4084258, 5.6714602, 7.4650092, 10.031356]",Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; also localized to nuclear side of spindle pole body
S000005503,YOL143C,RIB4,12.0,40.8715636134,3.40596363445,"[0.61701232, 0.88004673, 1.2019749, 1.4650092, 1.4650092, 1.9955239, 2.7683218, 2.7683218, 5.4084258, 6.2019749, 8.0499716, 8.0499716]","Lumazine synthase (DMRL synthase); catalyzes synthesis of immediate precursor to riboflavin; DMRL synthase stands for 6,7-dimethyl-8-ribityllumazine synthase"
S000002513,YDR106W,ARP10,12.0,40.8627732694,3.40523110578,"[0.20197484, 0.50153512, 0.61701232, 0.88004673, 2.7683218, 3.3208628, 3.7683218, 4.9609666, 4.9769082, 5.4084258, 6.6714602, 6.7869372]",Component of the dynactin complex; localized to the pointed end of the Arp1p filament; may regulate membrane association of the complex
S000006124,YPL203W,TPK2,9.0,40.8314163089,4.53682403432,"[0.61701232, 1.0578283, 1.7645695, 2.3208628, 3.9609668, 4.3760042, 6.0864978, 10.031356, 10.616319]",cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; partially redundant with Tpk1p and Tpk3p; localizes to P-bodies during stationary phase; relocalizes to the cytosol in response to hypoxia
S000005251,YNL307C,MCK1,10.0,40.8142728209,4.08142728209,"[0.50153512, 1.0864977, 1.8800467, 2.3208628, 4.0313559, 4.1833591, 4.3760042, 5.0313559, 8.0499716, 9.3532839]","Dual-specificity ser/thr and tyrosine protein kinase; roles in chromosome segregation, meiotic entry, genome stability, phosphorylation-dependent protein degradation (Rcn1p and Cdc6p), inhibition of protein kinase A, transcriptional regulation, inhibition of RNA pol III, calcium stress and inhibition of Clb2p-Cdc28p after nuclear division; MCK1 has a paralog, YGK3, that arose from the whole genome duplication"
S000003284,YGR052W,FMP48,13.0,40.809612304,3.13920094646,"[0.20197484, 0.29508424, 0.61701232, 1.2950842, 1.7645695, 1.7645695, 3.2988365, 3.9769082, 4.2988362, 4.8614311, 5.5618706, 6.2019749, 6.6714602]","Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation"
S000001020,YHL028W,WSC4,14.0,40.7969384193,2.91406702995,"[0.29508424, 0.76456952, 1.0864977, 1.179607, 1.6170124, 1.8800467, 1.9955239, 2.7683218, 2.8800468, 3.9769082, 3.9769082, 4.0313559, 6.8800468, 7.4650092]",Endoplasmic reticulum (ER) membrane protein; involved in the translocation of soluble secretory proteins and insertion of membrane proteins into the ER membrane; may also have a role in the stress response but has only partial functional overlap with WSC1-3
S000004149,YLR159W,,11.0,40.7945495918,3.70859541744,"[0.086497612, 0.35397792, 0.91657263, 1.4650092, 1.7359002, 3.2988365, 5.2240009, 6.3495321, 6.7869372, 6.9344945, 7.6427908]","Putative protein of unknown function; YLR156W, YLR159W, and YLR161W are three identical open reading frames in S288C encoded near the ribosomal DNA region of chromosome 12; YLR159W has a paralog, YLR156W, that arose from a segmental duplication"
S000004151,YLR161W,,11.0,40.7945495918,3.70859541744,"[0.086497612, 0.35397792, 0.91657263, 1.4650092, 1.7359002, 3.2988365, 5.2240009, 6.3495321, 6.7869372, 6.9344945, 7.6427908]","Putative protein of unknown function; YLR156W, YLR159W, and YLR161W are three identical open reading frames in S288C encoded near the ribosomal DNA region of chromosome 12; YLR161W has a paralog, YLR157W-D, that arose from a segmental duplication"
S000028677,YLR157W-D,,11.0,40.7945495918,3.70859541744,"[0.086497612, 0.35397792, 0.91657263, 1.4650092, 1.7359002, 3.2988365, 5.2240009, 6.3495321, 6.7869372, 6.9344945, 7.6427908]","Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; YLR157W-D has a paralog, YLR161W, that arose from a segmental duplication"
S000004556,YML091C,RPM2,10.0,40.7669457272,4.07669457272,"[0.086497612, 0.75451583, 1.8800467, 2.3208628, 3.6979322, 4.2988362, 5.4084258, 6.3495321, 6.6170125, 9.3532839]","Protein subunit of mitochondrial RNase P; has roles in nuclear transcription, cytoplasmic and mitochondrial RNA processing, and mitochondrial translation; distributed to mitochondria, cytoplasmic processing bodies, and the nucleus"
