,Gene Feature Name,Common Name,Number of Hits,Total Sum of Scores,Avg. Score per Hit,List of Scores,Gene Description
S000000540,YCL035C,GRX1,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Glutathione-dependent disulfide oxidoreductase; hydroperoxide and superoxide-radical responsive, heat-stable, with active site cysteine pair; protects cells from oxidative damage; GRX1 has a paralog, GRX2, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"
S000006174,YPL253C,VIK1,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Protein that forms a kinesin-14 heterodimeric motor with Kar3p; localizes Kar3p at mitotic spindle poles; has a structure similar to a kinesin motor domain but lacks an ATP-binding site and is catalytically inactive; binds microtubules; required for sister chromatid cohesion; VIK1 has a paralog, CIK1, that arose from the whole genome duplication"
S000004958,YNL013C,,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF HEF3/YNL014W"
S000004731,YMR124W,EPO1,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Protein involved in septin-ER tethering; interacts with ER membrane protein, Scs2p, and Shs1p, a septin ring component, at bud neck to create ER diffusion barrier; GFP-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; interacts with Crm1p in two-hybrid assay; YMR124W has a paralog, YLR031W, that arose from the whole genome duplication"
S000004061,YLR071C,RGR1,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression, HO repression, RME1 repression and sporulation"
S000003543,YJL006C,CTK2,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Beta subunit of C-terminal domain kinase I (CTDK-I); which phosphorylates both RNA pol II subunit Rpo21p to affect transcription and pre-mRNA 3' end processing, and ribosomal protein Rps2p to increase translational fidelity; relocalizes to the cytosol in response to hypoxia"
S000005245,YNL301C,RPL18B,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Ribosomal 60S subunit protein L18B; homologous to mammalian ribosomal protein L18, no bacterial homolog; RPL18B has a paralog, RPL18A, that arose from the whole genome duplication"
S000006325,YPR121W,THI22,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",Protein with similarity to hydroxymethylpyrimidine phosphate kinases; member of a gene family with THI20 and THI21; not required for thiamine biosynthesis; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively
S000001705,YKL222C,,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Protein of unknown function; may interact with ribosomes, based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine"
S000001864,YFL030W,AGX1,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Alanine:glyoxylate aminotransferase (AGT); catalyzes the synthesis of glycine from glyoxylate, which is one of three pathways for glycine biosynthesis in yeast; similar to mammalian and plant alanine:glyoxylate aminotransferases; human homolog AGXT complements yeast null mutant"
S000006385,YPR181C,SEC23,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","GTPase-activating protein, stimulates the GTPase activity of Sar1p; component of the Sec23p-Sec24p heterodimer of the COPII vesicle coat, involved in ER to Golgi transport; substrate of Ubp3/Bre5 complex; ubiquitylated by Ub-ligase Rsp5p; proteasome-mediated degradation of Sec23p is regulated by Cdc48p"
S000006671,TN(GUU)K,,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Asparagine tRNA (tRNA-Asn), predicted by tRNAscan-SE analysis"
S000000465,YBR261C,TAE1,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",AdoMet-dependent proline methyltransferase; catalyzes the dimethylation of ribosomal proteins Rpl12 and Rps25 at N-terminal proline residues; has a role in protein synthesis; fusion protein localizes to the cytoplasm
S000001431,YIL169C,CSS1,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Protein of unknown function, secreted when constitutively expressed; SWAT-GFP, seamless-GFP and mCherry fusion proteins localize to the cell periphery, SWAT-GFP fusion also localizes to the extracellular region, and mCherry fusion also localizes to the vacuole; S/T rich and highly similar to YOL155C, a putative glucan alpha-1,4-glucosidase; transcript is induced in both high and low pH environments; non-essential gene"
S000003082,YGL114W,,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",Putative protein of unknown function; predicted member of the oligopeptide transporter (OPT) family of membrane transporters
S000000165,YBL069W,AST1,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Lipid raft associated protein; interacts with the plasma membrane ATPase Pma1p and has a role in its targeting to the plasma membrane by influencing its incorporation into lipid rafts; sometimes classified in the medium-chain dehydrogenase/reductases (MDRs) superfamily; AST1 has a paralog, AST2, that arose from the whole genome duplication"
S000000650,YCR054C,CTR86,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Essential protein of unknown function; with orthologs in Ashbya gossypii and Candida albicans; similar to human ATXN10, mutations in which cause spinocerebellar ataxia type 10; codon usage corresponds to that observed for yeast genes expressed at low levels; relative distribution to the nucleus increases upon DNA replication stress"
S000000865,YER063W,THO1,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Conserved nuclear RNA-binding protein; specifically binds to transcribed chromatin in a THO- and RNA-dependent manner, genetically interacts with shuttling hnRNP NAB2; overproduction suppresses transcriptional defect caused by hpr1 mutation"
S000000661,YCR065W,HCM1,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Forkhead transcription factor; drives S-phase activation of genes involved in chromosome segregation, spindle dynamics, budding; also activates genes involved in respiration, use of alternative energy sources (like proline), NAD synthesis, oxidative stress resistance; key factor in early adaptation to nutrient deficiency and diauxic shift; suppressor of calmodulin mutants with specific SPB assembly defects; ortholog of C. elegans lifespan regulator PHA-4"
S000002824,YDR416W,SYF1,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Member of the NineTeen Complex (NTC); that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; null mutant has splicing defect and arrests in G2/M; relocalizes to the cytosol in response to hypoxia; homologs in human and C. elegans"
S000003542,YJL005W,CYR1,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Adenylate cyclase; required for cAMP production and cAMP-dependent protein kinase signaling; the cAMP pathway controls a variety of cellular processes, including metabolism, cell cycle, stress response, stationary phase, and sporulation"
S000000260,YBR056W,,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",Putative glycoside hydrolase of the mitochondrial intermembrane space
S000000990,YER188W,,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; large-scale analyses show mRNA expression increases under anaerobic conditions and two-hybrid interactions with Sst2p"
S000006519,TA(AGC)M2,,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Alanine tRNA (tRNA-Ala), predicted by tRNAscan-SE analysis; one of 11 nuclear tRNA genes containing the tDNA-anticodon AGC (converted to IGC in the mature tRNA), decodes GCU and GCC codons into alanine, one of 16 nuclear tRNAs for alanine"
S000004714,YMR108W,ILV2,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Acetolactate synthase; catalyses the first common step in isoleucine and valine biosynthesis and is the target of several classes of inhibitors, localizes to the mitochondria; expression of the gene is under general amino acid control"
S000003971,YLL048C,YBT1,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Transporter of the ATP-binding cassette (ABC) family; involved in bile acid transport; negative regulator of vacuole fusion; regulates release of lumenal Ca2+ stores; similar to mammalian bile transporters; YBT1 has a paralog, VMR1, that arose from the whole genome duplication"
S000028849,YMR247W-A,,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Putative protein of unknown function; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole, while mCherry fusion localizes to just the vacuole"
S000004758,YMR150C,IMP1,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",Catalytic subunit of mitochondrial inner membrane peptidase complex; required for maturation of mitochondrial proteins of the intermembrane space; complex contains two catalytic subunits (Imp1p and Imp2p that differ in substrate specificty) and Som1p
S000005244,YNL300W,TOS6,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",Glycosylphosphatidylinositol-dependent cell wall protein; expression is periodic and decreases in respone to ergosterol perturbation or upon entry into stationary phase; depletion increases resistance to lactic acid
S000000168,YBL072C,RPS8A,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S8, no bacterial homolog; RPS8A has a paralog, RPS8B, that arose from the whole genome duplication"
S000000367,YBR163W,EXO5,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",Mitochondrial 5'-3' exonuclease and sliding exonuclease; required for mitochondrial genome maintenance; distantly related to the RecB nuclease domain of bacterial RecBCD recombinases; may be regulated by the transcription factor Ace2
S000001321,YIL059C,,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YIL060W"
S000001726,YKR018C,,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; protein abundance increases in response to DNA replication stress; YKR018C has a paralog, IML2, that arose from the whole genome duplication"
S000005254,YNL310C,ZIM17,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",Protein co-chaperone with a zinc finger motif; essential for protein import into mitochondria; may act with Pam18p to facilitate recognition and folding of imported proteins by Ssc1p (mtHSP70) in the mitochondrial matrix; required for the maintenance of Ssc1p solubility and assists in the functional interaction of Ssc1p with substrate proteins
S000003829,YJR068W,RFC2,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon
S000005590,YOR064C,YNG1,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",Subunit of the NuA3 histone acetyltransferase complex; this complex acetylates histone H3; contains PHD finger domain that interacts with methylated histone H3; shares significant sequence identity with the human candidate tumor suppressor p33-ING1 in C-terminal region
S000003218,YGL249W,ZIP2,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",Meiosis-specific protein; involved in normal synaptonemal complex formation and pairing between homologous chromosomes during meiosis; relocalizes from mitochondrion to cytoplasm upon DNA replication stress
S000004861,YMR247C,RKR1,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","RING domain E3 ubiquitin ligase; involved in ubiquitin-mediated degradation of non-stop proteins and translationally stalled ER membrane proteins; component of ribosome-bound RQC (ribosome quality control) complex; degrades products of mRNAs lacking a termination codon regardless of a poly(A) tail; functional connections to chromatin modification; homolog of mouse Listerin, mutations in which reported to cause neurodegeneration"
S000000864,YER062C,GPP2,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","DL-glycerol-3-phosphate phosphatase involved in glycerol biosynthesis; also known as glycerol-1-phosphatase; induced in response to hyperosmotic or oxidative stress, and during diauxic shift; GPP2 has a paralog, GPP1, that arose from the whole genome duplication"
S000007603,YDR079C-A,TFB5,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",Component of RNA polymerase II general transcription factor TFIIH; involved in transcription initiation and in nucleotide-excision repair; relocalizes to the cytosol in response to hypoxia; homolog of Chlamydomonas reinhardtii REX1-S protein involved in DNA repair
S000001462,YIR023W,DAL81,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",Positive regulator of genes in multiple nitrogen degradation pathways; contains DNA binding domain but does not appear to bind the dodecanucleotide sequence present in the promoter region of many genes involved in allantoin catabolism
S000004762,YMR153W,NUP53,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","FG-nucleoporin component of central core of nuclear pore complex (NPC); also part of the NPC nuclear basket; contributes directly to nucleocytoplasmic transport; involved in regulation of transcription and mitosis; induces membrane tubulation, which may contribute to nuclear pore assembly; NUP53 has a paralog, ASM4, that arose from the whole genome duplication"
S000006220,YPR016C,TIF6,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",Constituent of 66S pre-ribosomal particles; has similarity to human translation initiation factor 6 (eIF6); may be involved in the biogenesis and or stability of 60S ribosomal subunits
S000003151,YGL183C,MND1,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Protein required for recombination and meiotic nuclear division; forms a complex with Hop2p, which is involved in chromosome pairing and repair of meiotic double-strand breaks"
S000002296,YDL137W,ARF2,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","ADP-ribosylation factor; GTPase of the Ras superfamily involved in regulation of coated formation vesicles in intracellular trafficking within the Golgi; ARF2 has a paralog, ARF1, that arose from the whole genome duplication; arf1 arf2 double null mutation is complemented by human ARF1, ARF4, ARF5, or ARF6"
S000000539,YCL034W,LSB5,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Protein involved in membrane-trafficking events at plasma membrane; interacts with actin regulators Sla1p and Las17p, ubiquitin, Arf3p to couple actin dynamics to membrane trafficking processes; similar structure to GGA family of proteins with N-terminal VHS domain and GAT domain; binds Las17p, which is homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly, actin polymerization; may mediate disassembly of Pan1 complex from endocytic coat"
S000001180,YHR138C,,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",Protein of unknown function; similar to Pbi2p; double null mutant lacking Pbi2p and Yhr138cp exhibits highly fragmented vacuoles; protein abundance increases in response to DNA replication stress
S000001334,YIL072W,HOP1,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Meiosis-specific protein required for chromosome synapsis; displays Red1p dependent localization to the unsynapsed axial-lateral elements of the synaptonemal complex; required for chiasma formation; in vitro, displays the ability to promote intra- and intermolecular synapsis between double-stranded DNA molecules and to fold DNA into rigid protein-DNA filaments"
S000002919,YDR511W,SDH7,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",Mitochondrial protein involved in assembly of succinate dehydrogenase; has a role in maturation of the Sdh2p subunit; localized to the mitochondrial intermembrane space; required for acetate utilization and gluconeogenesis; mutation in Drosophila ortholog SDHAF3 causes reduced succinate dehydrogenase activity and neuronal and muscular dysfunction; member of the LYR protein family
S000000449,YBR245C,ISW1,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",ATPase subunit of imitation-switch (ISWI) class chromatin remodelers; with Ioc3p forms Isw1a complex involved in repression of transcription initiation; with Ioc2p and Ioc4p forms Isw1b complex involved in regulation of transcription elongation; Isw1b recruited to ORFs by H3K36 methylation and acts with Chd1p to prevent trans-histone exchange over coding regions; Isw1p import into nucleus depends on C-terminal bipartite nuclear targeting signal KRIR X19 KKAK
S000004296,YLR305C,STT4,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Phosphatidylinositol-4-kinase; functions in the Pkc1p protein kinase pathway; required for normal vacuole morphology, cell wall integrity, and actin cytoskeleton organization"
S000000076,YAR028W,,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",Putative integral membrane protein; member of DUP240 gene family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS
S000005100,YNL156C,NSG2,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Protein involved in regulation of sterol biosynthesis; specifically stabilizes Hmg2p, one of two HMG-CoA isoenzymes that catalyze the rate-limiting step in sterol biosynthesis; homolog of mammalian INSIG proteins; NSG2 has a paralog, NSG1, that arose from the whole genome duplication"
S000002915,YDR507C,GIN4,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Protein kinase involved in bud growth and assembly of the septin ring; proposed to have kinase-dependent and kinase-independent activities; undergoes autophosphorylation; similar to Hsl1p; GIN4 has a paralog, KCC4, that arose from the whole genome duplication"
S000002280,YDL122W,UBP1,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",Ubiquitin-specific protease; removes ubiquitin from ubiquitinated proteins; cleaves at the C terminus of ubiquitin fusions irrespective of their size; capable of cleaving polyubiquitin chains
S000005763,YOR237W,HES1,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Protein implicated in the regulation of ergosterol biosynthesis; one of a seven member gene family with a common essential function and non-essential unique functions; similar to human oxysterol binding protein (OSBP); SWAT-GFP and mCherry fusion proteins localize to the bud neck and vacuolar membrane; HES1 has a paralog, KES1, that arose from the whole genome duplication"
S000000162,YBL066C,SEF1,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",Putative transcription factor; has homolog in Kluyveromyces lactis
S000004736,YMR129W,POM152,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Glycoprotein subunit of transmembrane ring of nuclear pore complex; contributes to nucleocytoplasmic transport, nuclear pore complex (NPC) biogenesis and spindle pole body duplication; homologous to human NUP210"
S000003307,YGR075C,PRP38,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",Unique component of the U4/U6.U5 tri-snRNP particle; tri-snRNP is required for conformational changes which result in the catalytic activation of the spliceosome; dispensable for spliceosome assembly
S000003141,YGL173C,XRN1,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Evolutionarily-conserved 5'-3' exonuclease; component of cytoplasmic processing (P) bodies involved in mRNA decay; also enters the nucleus and positively regulates transcription initiation and elongation; plays a role in microtubule-mediated processes, filamentous growth, ribosomal RNA maturation, and telomere maintenance; activated by the scavenger decapping enzyme Dcs1p"
S000006124,YPL203W,TPK2,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; partially redundant with Tpk1p and Tpk3p; localizes to P-bodies during stationary phase; relocalizes to the cytosol in response to hypoxia
S000006430,YDL045W-A,MRP10,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",Mitochondrial ribosomal protein of the small subunit; contains twin cysteine-x9-cysteine motifs; oxidized by Mia40p during import into mitochondria
S000005874,YOR347C,PYK2,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Pyruvate kinase; appears to be modulated by phosphorylation; transcription repressed by glucose, and Pyk2p may be active under low glycolytic flux; PYK2 has a paralog, CDC19, that arose from the whole genome duplication"
S000003494,YGR262C,BUD32,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Protein kinase; component of the EKC/KEOPS complex with Kae1p, Cgi121p, Pcc1p, and Gon7p; Pyrococcus Bud32 ortholog functions as a P-loop ATPase rather than a protein kinase in the context of the complex; EKC/KEOPS complex is required for t6A tRNA modification and telomeric TG1-3 recombination; may have role in transcription; mutation is functionally complemented by human TP53RK"
S000007631,YPR074W-A,,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",Hypothetical protein identified by homology
S000028574,YMR030W-A,,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",Putative protein of unknown function; mCherry fusion protein localizes to the cytosol
S000005591,YOR065W,CYT1,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]","Cytochrome c1; component of the mitochondrial respiratory chain; expression is regulated by the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex"
S000000617,YCR023C,,3.0,26.0188207626,8.67294025421,"[8.3706436, 8.3706436, 9.2775335]",Vacuolar membrane protein of unknown function; member of the multidrug resistance family; YCR023C is not an essential gene
S000001857,YFL037W,TUB2,3.0,25.1119308472,8.37064361572,"[8.3706436, 8.3706436, 8.3706436]","Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer, which polymerizes to form microtubules; mutation in human ortholog is associated with congenital fibrosis of the extraocular muscles (CFEOM) with polymicrogyria"
S000002846,YDR438W,THI74,3.0,25.1119308472,8.37064361572,"[8.3706436, 8.3706436, 8.3706436]","Mitochondrial transporter repressible by thiamine; THI74 has a paralog, YML018C, that arose from the whole genome duplication; shows sequence homology to human gene SLC35F3, a thiamine transporter implicated in hypertension"
S000003186,YGL218W,,3.0,25.1119308472,8.37064361572,"[8.3706436, 8.3706436, 8.3706436]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 93% of ORF overlaps the verified gene MDM34; deletion in cyr1 mutant results in loss of stress resistance"
S000000071,YAR018C,KIN3,3.0,25.1119308472,8.37064361572,"[8.3706436, 8.3706436, 8.3706436]",Nonessential serine/threonine protein kinase; possible role in DNA damage response; influences tolerance to high levels of ethanol
S000003189,YGL221C,NIF3,3.0,25.1119308472,8.37064361572,"[8.3706436, 8.3706436, 8.3706436]","Protein of unknown function; similar to Listeria monocytogenes major sigma factor (rpoD gene product); the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
S000003552,YJL015C,,3.0,25.1119308472,8.37064361572,"[8.3706436, 8.3706436, 8.3706436]","Dubious open reading frame unlikely to encode a functional protein; expression if heat-inducible; located in promoter region of essential CCT3 gene encoding a subunit of the cytosolic chaperonin Cct ring complex, overlaps ORF YJL016W"
S000003339,YGR107W,,3.0,25.1119308472,8.37064361572,"[8.3706436, 8.3706436, 8.3706436]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000004810,YMR197C,VTI1,3.0,25.1119308472,8.37064361572,"[8.3706436, 8.3706436, 8.3706436]","Protein involved in cis-Golgi membrane traffic; v-SNARE that interacts with two t-SNARES, Sed5p and Pep12p; required for multiple vacuolar sorting pathways; human homolog VTI1A can complement yeast null mutant"
S000005684,YOR158W,PET123,3.0,25.1119308472,8.37064361572,"[8.3706436, 8.3706436, 8.3706436]","Mitochondrial ribosomal protein of the small subunit; PET123 exhibits genetic interactions with PET122, which encodes a COX3 mRNA-specific translational activator"
S000000967,YER165W,PAB1,3.0,25.1119308472,8.37064361572,"[8.3706436, 8.3706436, 8.3706436]","Poly(A) binding protein; part of the 3'-end RNA-processing complex, mediates interactions between the 5' cap structure and the 3' mRNA poly(A) tail, involved in control of poly(A) tail length, interacts with translation factor eIF-4G; stimulates, but is not required for the deadenylation activity of the Pan2p-Pan3p poly(A)-ribonuclease complex"
S000002340,YDL181W,INH1,3.0,24.7330651283,8.24435504278,"[6.1779981, 9.2775335, 9.2775335]","Protein that inhibits ATP hydrolysis by the F1F0-ATP synthase; inhibitory function is enhanced by stabilizing proteins Stf1p and Stf2p; has a calmodulin-binding motif and binds calmodulin in vitro; INH1 has a paralog, STF1, that arose from the whole genome duplication"
S000000861,YER059W,PCL6,3.0,24.7330651283,8.24435504278,"[6.1779981, 9.2775335, 9.2775335]","Pho85p cyclin of the Pho80p subfamily; forms the major Glc8p kinase together with Pcl7p and Pho85p; involved in the control of glycogen storage by Pho85p; stabilized by Elongin C binding; PCL6 has a paralog, PCL7, that arose from the whole genome duplication"
S000004024,YLR034C,SMF3,3.0,24.7330651283,8.24435504278,"[6.1779981, 9.2775335, 9.2775335]",Putative divalent metal ion transporter involved in iron homeostasis; transcriptionally regulated by metal ions; member of the Nramp family of metal transport proteins; protein abundance increases in response to DNA replication stress
S000005799,YOR273C,TPO4,3.0,24.7330651283,8.24435504278,"[6.1779981, 9.2775335, 9.2775335]","Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; recognizes spermine, putrescine, and spermidine; localizes to the plasma membrane"
S000003125,YGL157W,ARI1,3.0,24.7330651283,8.24435504278,"[6.1779981, 9.2775335, 9.2775335]",NADPH-dependent aldehyde reductase; utilizes aromatic and alophatic aldehyde substrates; member of the short-chain dehydrogenase/reductase superfamily
S000005795,YOR269W,PAC1,3.0,24.7330651283,8.24435504278,"[6.1779981, 9.2775335, 9.2775335]","Involved in nuclear migration, part of the dynein/dynactin pathway; targets dynein to microtubule tips, which is necessary for sliding of microtubules along bud cortex; serves at interface between dynein's ATPase site and its microtubule binding stalk, causing individual dynein motors to remain attached to microtubules for long periods; synthetic lethal with bni1; homolog of human LIS1, mutations in which cause the severe brain disorder lissencephaly"
S000004457,YLR465C,BSC3,3.0,24.7330651283,8.24435504278,"[6.1779981, 9.2775335, 9.2775335]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 100% of YLR465C overlaps the uncharacterized ORF YLR464W and 86% of YLR465C overlaps the verified gene YRF1-4"
S000007236,YDR525W-A,SNA2,3.0,24.7330651283,8.24435504278,"[6.1779981, 9.2775335, 9.2775335]","Protein of unknown function; has similarity to Pmp3p, which is involved in cation transport; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern"
S000004687,YMR082C,,3.0,24.7330651283,8.24435504278,"[6.1779981, 9.2775335, 9.2775335]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000006216,YPR012W,,3.0,24.7330651283,8.24435504278,"[6.1779981, 9.2775335, 9.2775335]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YPR012W is not an essential gene"
S000003820,YJR059W,PTK2,3.0,24.7330651283,8.24435504278,"[6.1779981, 9.2775335, 9.2775335]","Serine/threonine protein kinase; involved in regulation of ion transport across plasma membrane; carboxyl terminus is essential for glucose-dependent Pma1p activation via phosphorylation of Pma1p-Ser899; enhances spermine uptake; PTK2 has a paralog, PTK1, that arose from the whole genome duplication"
S000005558,YOR032C,HMS1,3.0,24.7330651283,8.24435504278,"[6.1779981, 9.2775335, 9.2775335]",bHLH protein with similarity to myc-family transcription factors; overexpression confers hyperfilamentous growth and suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant
S000005819,YOR293W,RPS10A,3.0,24.7330651283,8.24435504278,"[6.1779981, 9.2775335, 9.2775335]","Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S10, no bacterial homolog; RPS10A has a paralog, RPS10B, that arose from the whole genome duplication"
S000004809,YMR196W,,3.0,24.7330651283,8.24435504278,"[6.1779981, 9.2775335, 9.2775335]",Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YMR196W is not an essential gene
