,TF Feature Name,TF Common Name,Number of Hits,Total Sum of Scores,Avg. Score per Hit,List of Scores,Medline,TF Description
S000000237,YBR033W,EDS1,10.0,104.676025391,10.4676025391,"[4.3424983, 7.2525916, 7.7000504, 8.6671362, 10.70005, 12.548047, 13.008173, 13.008173, 13.008173, 14.441133]",www.pubmed.com/19111667,"Putative zinc cluster protein, predicted to be a transcription factor; not an essential gene; EDS1 has a paralog, RGT1, that arose from the whole genome duplication"
S000003041,YGL073W,HSF1,29.0,103.314319625,3.56256274571,"[0.16735412, 0.48636472, 0.86124551, 0.86124551, 0.91532218, 1.2314844, 1.9767227, 2.2592766, 2.2928851, 2.2928851, 2.8873079, 2.8873079, 3.1071928, 3.1071928, 3.3234069, 3.9222417, 3.9558501, 3.9571562, 4.1377149, 4.3848076, 4.3848076, 4.3848076, 4.3848076, 4.5502729, 4.5502729, 5.620121, 7.0326657, 9.271471, 10.120129]",www.pubmed.com/19111667,Trimeric heat shock transcription factor; activates multiple genes in response to highly diverse stresses; recognizes variable heat shock elements (HSEs) consisting of inverted NGAAN repeats; monitors translational status of cell through an RQC (Ribosomal Quality Control)-mediated translation-stress signal; involved in diauxic shift; posttranslationally regulated; human homolog HSF1 with linker region mutations can complement yeast hsf1 mutant
S000000842,YER040W,GLN3,14.0,98.1151762009,7.00822687149,"[4.9976897, 4.9976897, 4.9976897, 6.1676149, 6.1676149, 6.5067034, 6.5067034, 7.3434649, 7.3434649, 7.6766286, 8.852478, 8.852478, 8.852478, 8.852478]",www.pubmed.com/19111667,Transcriptional activator of genes regulated by nitrogen catabolite repression; localization and activity regulated by quality of nitrogen source and Ure2p
S000005688,YOR162C,YRR1,26.0,92.0851615369,3.54173698219,"[0.31362879, 0.46725199, 0.89275622, 1.0207138, 1.3713443, 1.3911918, 1.4750922, 1.6830126, 1.8600221, 2.1284699, 2.6026959, 2.8266547, 2.9467132, 2.9657054, 3.8255279, 4.3403959, 4.435586, 5.071784, 5.2794666, 5.346581, 5.4792085, 5.8857841, 6.0164323, 6.8952584, 6.9059057, 8.6579781]",www.pubmed.com/19111667,"Zn2-Cys6 zinc-finger transcription factor; activates genes involved in multidrug resistance; paralog of Yrm1p, acting on an overlapping set of target genes; YRR1 has a paralog, PDR8, that arose from the whole genome duplication"
S000002667,YDR259C,YAP6,37.0,88.4515726827,2.39058304548,"[0.044814941, 0.31129566, 0.35052729, 0.49031103, 0.57059264, 0.659024, 0.66872483, 0.67428076, 0.76830363, 0.90573269, 0.93246126, 1.0216558, 1.078908, 1.1758673, 1.3860869, 1.4174788, 1.5055394, 1.643644, 1.6678733, 1.7432874, 2.0275438, 2.1295505, 2.493525, 2.9375527, 3.3735731, 3.3774264, 3.4814157, 3.8384438, 3.9571204, 4.1474485, 4.2624121, 4.3835988, 4.6839528, 4.9645576, 5.2818584, 6.9756532, 7.1195302]",www.pubmed.com/18842628,"Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog, CIN5, that arose from the whole genome duplication"
S000000692,YCR096C,HMRA2,18.0,86.9826377556,4.8323687642,"[0.082781069, 1.3551533, 1.4933695, 2.858427, 2.9959307, 3.1625082, 3.814585, 4.0459104, 4.153883, 4.2913866, 4.9203796, 5.1119995, 5.5637589, 6.5639076, 7.2120643, 8.8532658, 9.3281336, 11.175194]",www.pubmed.com/19111667,Silenced copy of a2 at HMR; similarity to Alpha2p; required along with a1p for inhibiting expression of the HO endonuclease in a/alpha HO/HO diploid cells with an active mating-type interconversion system
S000000963,YER161C,SPT2,11.0,81.7994954288,7.43631776625,"[0.45729086, 6.0653076, 6.5971584, 6.9334517, 7.409389, 7.4904561, 7.5397592, 8.2087202, 8.8249922, 9.6342621, 12.638708]",www.pubmed.com/16522208,Protein involved in negative regulation of transcription; required for RNA polyadenylation; exhibits regulated interactions with both histones and SWI-SNF components; relocalizes to the cytosol in response to hypoxia; similar to mammalian HMG1 proteins
S000002624,YDR216W,ADR1,14.0,81.6762030721,5.83401450515,"[0.78679305, 1.545785, 3.2892933, 4.0262589, 4.3258195, 5.2068315, 6.0913539, 6.1193686, 6.8783603, 7.4132819, 7.4489059, 7.5888538, 10.091354, 10.863943]",www.pubmed.com/19111667,"Carbon source-responsive zinc-finger transcription factor; required for transcription of the glucose-repressed gene ADH2, of peroxisomal protein genes, and of genes required for ethanol, glycerol, and fatty acid utilization"
S000002576,YDR169C,STB3,20.0,79.7174700797,3.98587350398,"[0.24513677, 0.67832994, 0.7405206, 0.8878541, 1.3364583, 1.3513643, 1.3614615, 1.7342314, 1.7503173, 2.2459731, 2.5286696, 3.5146101, 4.1752477, 5.8557081, 6.3781734, 6.753264, 7.1485577, 7.9782219, 9.2049541, 13.848416]",www.pubmed.com/18842628,"Ribosomal RNA processing element (RRPE)-binding protein; involved in the glucose-induced transition from quiescence to growth; restricted to nucleus in quiescent cells, released into cytoplasm after glucose repletion; binds Sin3p; relative distribution to the nucleus increases upon DNA replication stress"
S000003177,YGL209W,MIG2,16.0,76.3500224948,4.77187640592,"[0.50153512, 1.179607, 1.4105614, 1.7359002, 2.0578282, 3.3208628, 3.6979322, 4.0313559, 4.3760042, 4.6390386, 5.4463935, 6.9344945, 8.0499716, 8.9058256, 10.031356, 10.031356]",www.pubmed.com/19111667,"Zinc finger transcriptional repressor; cooperates with Mig1p in glucose-induced gene repression; under low glucose conditions relocalizes to mitochondrion, where it interacts with Ups1p, antagonizes mitochondrial fission factor Dnm1p, indicative of a role in mitochondrial fusion or regulating morphology; regulates filamentous growth in response to glucose depletion; activated in stochastic pulses of nuclear localization in response to low glucose"
S000004218,YLR228C,ECM22,12.0,75.9895925522,6.33246604602,"[2.188885, 3.9408667, 4.0843124, 4.807795, 4.807795, 5.9206891, 6.2832589, 6.5597768, 8.5395985, 8.5395985, 9.1585083, 11.158508]",www.pubmed.com/19111667,"Sterol regulatory element binding protein; regulates transcription of sterol biosynthetic genes upon sterol depletion, after relocating from intracellular membranes to perinuclear foci; redundant activator of filamentation with UPC2, up-regulating the expression of genes involved in filamentous growth; contains Zn[2]-Cys[6] binuclear cluster; ECM22 has a paralog, UPC2, that arose from the whole genome duplication"
S000003039,YGL071W,AFT1,19.0,75.2351095863,3.9597426098,"[0.0546044, 0.38853031, 0.4482958, 0.67630762, 0.82515901, 1.0026759, 1.5505255, 2.4038992, 2.5388205, 3.5329325, 3.7521949, 4.9088726, 4.988564, 5.2736154, 5.8534555, 6.0870519, 7.8416381, 9.6561651, 13.451801]",www.pubmed.com/18842628,"Transcription factor involved in iron utilization and homeostasis; binds consensus site PyPuCACCCPu and activates transcription in response to changes in iron availability; in iron-replete conditions localization is regulated by Grx3p, Grx4p, and Fra2p, and promoter binding is negatively regulated via Grx3p-Grx4p binding; AFT1 has a paralog, AFT2, that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress"
S000003481,YGR249W,MGA1,31.0,74.5128860679,2.40364148606,"[0.019478215, 0.070095651, 0.14947124, 0.19438815, 0.23360199, 0.43999445, 0.46483028, 0.54526949, 0.64272308, 1.0814319, 1.1205401, 1.1850197, 1.531891, 1.5981984, 1.6607952, 1.7827289, 2.1984925, 2.2344289, 2.2715902, 2.589433, 3.0580132, 3.0591414, 3.2663908, 3.5615311, 3.5622621, 3.625175, 4.5369372, 5.1476212, 5.7970376, 6.4860902, 10.398284]",www.pubmed.com/18842628,Protein similar to heat shock transcription factor; multicopy suppressor of pseudohyphal growth defects of ammonium permease mutants
S000003977,YLL054C,,14.0,72.9616581947,5.2115470139,"[0.1597466, 2.5382583, 3.3523917, 3.9532957, 4.5382581, 4.5382581, 4.5382581, 4.5382581, 5.5609784, 5.5975041, 7.1046052, 7.979074, 9.0204096, 9.5423622]",www.pubmed.com/19111667,Putative protein of unknown function with similarity to Pip2p; an oleate-specific transcriptional activator of peroxisome proliferation; YLL054C is not an essential gene
S000003625,YJL089W,SIP4,11.0,71.9679009318,6.54253644835,"[0.19064254, 2.3605676, 4.3804669, 6.2549362, 7.0659022, 7.1570339, 7.7821093, 8.2549362, 8.9711437, 9.1253014, 10.424861]",www.pubmed.com/19111667,C6 zinc cluster transcriptional activator; binds to the carbon source-responsive element (CSRE) of gluconeogenic genes; involved in the positive regulation of gluconeogenesis; regulated by Snf1p protein kinase; localized to the nucleus
S000005554,YOR028C,CIN5,12.0,71.6627784669,5.97189820558,"[0.24231967, 2.8862422, 3.4712048, 3.6860514, 3.7733243, 5.009099, 5.3343425, 7.0049944, 9.0111465, 9.1859102, 10.218109, 11.840034]",www.pubmed.com/19111667,"Basic leucine zipper (bZIP) transcription factor of the yAP-1 family; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; mediates pleiotropic drug resistance and salt tolerance; nuclearly localized under oxidative stress and sequestered in the cytoplasm by Lot6p under reducing conditions; CIN5 has a paralog, YAP6, that arose from the whole genome duplication"
S000002503,YDR096W,GIS1,17.0,70.2985996604,4.13521174473,"[0.56580615, 0.98751146, 1.6492895, 2.0054333, 2.6022213, 2.742399, 2.7971318, 3.0691526, 3.3888175, 4.1257834, 4.3685236, 5.2534099, 6.0996127, 6.5115242, 7.1755891, 8.1772127, 8.7791815]",www.pubmed.com/19111667,"Histone demethylase and transcription factor; regulates genes during nutrient limitation; activity modulated by proteasome-mediated proteolysis; has JmjC and JmjN domain in N-terminus that interact, promoting stability and proper transcriptional activity; contains two transactivating domains downstream of Jmj domains and a C-terminal DNA binding domain; relocalizes to the cytosol in response to hypoxia; GIS1 has a paralog, RPH1, that arose from the whole genome duplication"
S000001526,YKL043W,PHD1,24.0,68.0938203186,2.83724251327,"[0.16019194, 0.44029987, 0.59140462, 0.68336159, 0.83498871, 0.90210289, 0.92187369, 1.1472529, 1.266699, 1.4140446, 1.4523884, 1.8672584, 2.1903217, 2.3624117, 2.9600751, 3.5813122, 4.1407394, 4.2963386, 4.8813009, 5.8006058, 6.0381699, 6.3211303, 6.4488621, 7.390686]",www.pubmed.com/19111667,"Transcriptional activator that enhances pseudohyphal growth; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; regulates expression of FLO11, an adhesin required for pseudohyphal filament formation; similar to StuA, an A. nidulans developmental regulator; potential Cdc28p substrate; PHD1 has a paralog, SOK2, that arose from the whole genome duplication"
S000001126,YHR084W,STE12,18.0,67.948637262,3.77492429233,"[0.15169634, 1.0290076, 1.5951048, 1.7338974, 1.9334296, 2.5013263, 2.5335801, 2.6383195, 2.6914496, 3.0915072, 4.223742, 4.223742, 4.3185349, 5.2135482, 6.2361941, 6.681241, 7.5312648, 9.6210518]",www.pubmed.com/17130146,Transcription factor that is activated by a MAPK signaling cascade; activates genes involved in mating or pseudohyphal/invasive growth pathways; cooperates with Tec1p transcription factor to regulate genes specific for invasive growth
S000005143,YNL199C,GCR2,12.0,64.4786933661,5.37322444717,"[1.0300555, 1.2703186, 3.1519239, 3.1519239, 3.3219979, 3.4514842, 4.4266157, 4.4958782, 9.4489832, 9.5182457, 9.5182457, 11.693021]",www.pubmed.com/16522208,Transcriptional activator of genes involved in glycolysis; interacts and functions with the DNA-binding protein Gcr1p
S000002661,YDR253C,MET32,21.0,64.405649513,3.0669356911,"[0.32581928, 0.50805455, 0.65339392, 0.65339392, 0.72635722, 1.1413947, 1.1798675, 1.4633228, 1.7908975, 1.8994219, 2.8550277, 2.8550277, 3.5337121, 4.2706776, 4.5982523, 4.7067766, 5.6075902, 5.7161145, 5.7161145, 6.7450938, 7.4593391]",www.pubmed.com/19111667,"Zinc-finger DNA-binding transcription factor; involved in transcriptional regulation of the methionine biosynthetic genes; targets strong transcriptional activator Met4p to promoters of sulfur metabolic genes; feedforward loop exists in the regulation of genes controlled by Met4p and Met32p; lack of such a loop for MET31 may account for the differential actions of Met32p and Met31p; MET32 has a paralog, MET31, that arose from the whole genome duplication"
S000000830,YER028C,MIG3,13.0,63.2122360468,4.86247969591,"[1.079445, 1.643649, 1.6637063, 1.7315217, 2.1835778, 2.5795186, 4.1590805, 5.4162383, 6.4162383, 7.8351912, 8.7527285, 9.8756704, 9.8756704]",www.pubmed.com/19111667,"Transcriptional regulator; partially nonfunctional in S288C strains but has a major role in catabolite repression and ethanol response in some other strains; involved in response to toxic agents; phosphorylation by Snf1p or the Mec1p pathway inactivates Mig3p, allowing induction of damage response genesenvironment"
S000003206,YGL237C,HAP2,15.0,63.0066888928,4.20044592619,"[0.70645875, 1.0968802, 1.0968802, 1.2869611, 1.2869611, 1.2869611, 1.2869611, 1.9686023, 4.9473581, 7.3126788, 7.3126788, 7.3126788, 8.5748224, 8.7649031, 8.7649031]",www.pubmed.com/17130146,Subunit of the Hap2p/3p/4p/5p CCAAT-binding complex; complex is heme-activated and glucose-repressed; complex is a transcriptional activator and global regulator of respiratory gene expression; contains sequences sufficient for both complex assembly and DNA binding; respiratory defect of the null mutant is functionally complemented by human NFYA
S000003003,YGL035C,MIG1,12.0,62.2283129692,5.18569274743,"[0.75323319, 1.8527689, 2.1597466, 2.3381956, 3.0751612, 3.7955267, 5.0011606, 6.45684, 7.4991875, 8.3763304, 10.395439, 10.524723]",www.pubmed.com/19111667,"Transcription factor involved in glucose repression; sequence specific DNA binding protein containing two Cys2His2 zinc finger motifs; regulated by the SNF1 kinase and the GLC7 phosphatase; regulates filamentous growth along with Mig2p in response to glucose depletion; activated in stochastic pulses of nuclear localization, shuttling between cytosol and nucleus depending on external glucose levels and its phosphorylation state"
S000002441,YDR034C,LYS14,13.0,61.0367441177,4.6951341629,"[1.1804996, 2.0735843, 2.0735843, 2.0735843, 3.7248199, 4.4606075, 5.3607469, 5.3607469, 5.7825356, 6.4311361, 6.4311361, 7.6535287, 8.430234]",www.pubmed.com/19111667,Transcriptional activator involved in regulating lysine biosynthesis; involved in the regulation of genes of the lysine biosynthesis pathway; requires 2-aminoadipate semialdehyde as co-inducer
S000003130,YGL162W,SUT1,25.0,60.4051838927,2.41620735571,"[0.040805276, 0.055322513, 0.22344968, 0.22344968, 0.37930834, 0.49623632, 0.70887649, 0.85888052, 1.0221311, 1.3443073, 1.49857, 1.9909614, 2.3341949, 2.473259, 2.473259, 2.6337399, 3.280103, 3.318357, 3.4726195, 4.4326916, 4.4484706, 4.6291885, 5.5767198, 5.6101232, 6.8801594]",www.pubmed.com/16522208,"Zn(II)2Cys6 family transcription factor; positively regulates sterol uptake genes under anaerobic conditions; involved in hypoxic gene expression; represses filamentation-inducing genes during vegetative growth; positively regulates mating with SUT2 by repressing expression of genes that act as mating inhibitors; repressed by STE12; relocalizes from the nucleus to the cytoplasm upon DNA replication stress; SUT1 has a paralog, SUT2, that arose from the whole genome duplication"
S000001452,YIR013C,GAT4,15.0,60.1669611856,4.01113074571,"[0.036206171, 0.076848157, 0.65018272, 0.78197259, 1.09558, 1.5077063, 3.9212091, 4.1284862, 4.4575377, 4.5394077, 4.805016, 5.8914618, 7.2765207, 9.8952141, 11.103612]",www.pubmed.com/19111667,"Protein containing GATA family zinc finger motifs; involved in spore wall assembly; sequence similarity to GAT3, and the double mutant gat3 gat4 exhibits reduced dityrosine fluorescence relative to the single mutants"
S000002621,YDR213W,UPC2,12.0,56.8606046438,4.73838372032,"[0.26155889, 2.5344009, 2.9303296, 3.2406697, 3.441232, 4.035358, 4.8660769, 5.7107153, 5.8156276, 6.4169841, 7.7389126, 9.8687391]",www.pubmed.com/19111667,"Sterol regulatory element binding protein; induces sterol biosynthetic genes, upon sterol depletion; acts as a sterol sensor, binding ergosterol in sterol rich conditions; relocates from intracellular membranes to perinuclear foci upon sterol depletion; redundant activator of filamentation with ECM22, up-regulating the expression of filamentous growth genes; contains a Zn[2]-Cys[6] binuclear cluster; UPC2 has a paralog, ECM22, that arose from the whole genome duplication"
S000001545,YKL062W,MSN4,10.0,56.5441696644,5.65441696644,"[0.72678721, 0.72678721, 3.1018267, 3.1018267, 7.356144, 7.356144, 7.356144, 7.356144, 9.7311831, 9.7311831]",www.pubmed.com/19111667,"Stress-responsive transcriptional activator; activated in stochastic pulses of nuclear localization in response to various stress conditions; binds DNA at stress response elements of responsive genes, inducing gene expression; involved in diauxic shift"
S000005449,YOL089C,HAL9,6.0,55.9490375519,9.32483959198,"[9.3248396, 9.3248396, 9.3248396, 9.3248396, 9.3248396, 9.3248396]",www.pubmed.com/19111667,"Putative transcription factor containing a zinc finger; overexpression increases salt tolerance through increased expression of the ENA1 (Na+/Li+ extrusion pump) gene while gene disruption decreases both salt tolerance and ENA1 expression; HAL9 has a paralog, TBS1, that arose from the whole genome duplication"
S000001668,YKL185W,ASH1,12.0,53.2785067558,4.43987556299,"[0.25578797, 1.5852429, 2.1376693, 2.4726696, 2.4923015, 4.2969027, 4.4901528, 5.9636512, 6.1068115, 7.2407703, 7.6851411, 8.5514059]",www.pubmed.com/16522208,"Component of the Rpd3L histone deacetylase complex; zinc-finger inhibitor of HO transcription; mRNA is localized and translated in the distal tip of anaphase cells, resulting in accumulation of Ash1p in daughter cell nuclei and inhibition of HO expression; potential Cdc28p substrate"
S000004646,YMR043W,MCM1,23.0,53.0015971661,2.30441726809,"[0.087532848, 0.12775478, 0.3310037, 0.42103902, 0.50107336, 1.1836993, 1.2667191, 1.4984837, 1.6775053, 1.8444237, 1.8780941, 2.0424211, 2.1118486, 2.3377461, 2.6320369, 3.0429339, 3.2180698, 3.5327253, 3.8307304, 4.5479512, 4.7529845, 4.9797578, 5.1550627]",www.pubmed.com/17130146,Transcription factor; involved in cell-type-specific transcription and pheromone response; plays a central role in the formation of both repressor and activator complexes; relocalizes to the cytosol in response to hypoxia
S000004640,YMR037C,MSN2,6.0,52.0376415253,8.67294025421,"[8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335]",www.pubmed.com/19111667,Stress-responsive transcriptional activator; activated in stochastic pulses of nuclear localization in response to various stress conditions; binds DNA at stress response elements of responsive genes; relative distribution to nucleus increases upon DNA replication stress
S000004489,YML027W,YOX1,6.0,51.9631505013,8.66052508354,"[4.72332, 6.9831872, 7.7921591, 9.3671761, 10.767715, 12.329594]",www.pubmed.com/19111667,"Homeobox transcriptional repressor; binds to Mcm1p and to early cell cycle boxes (ECBs) in the promoters of cell cycle-regulated genes expressed in M/G1 phase; expression is cell cycle-regulated; phosphorylated by Cdc28p; relocalizes from nucleus to cytoplasm upon DNA replication stress; YOX1 has a paralog, YHP1, that arose from the whole genome duplication"
S000000986,YER184C,TOG1,8.0,50.9341979027,6.36677473783,"[1.0948313, 1.4969298, 6.3366222, 6.8324094, 6.8800769, 8.8010054, 9.4433012, 10.049022]",www.pubmed.com/19111667,"Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white, and prevents growth on glycerol or lactate as sole carbon source"
S000001166,YHR124W,NDT80,16.0,49.0986670405,3.06866669003,"[0.2078069, 0.40838414, 0.59824014, 0.61959708, 0.80635726, 0.86861002, 0.94096553, 0.99571848, 1.6887484, 2.0620031, 2.1073689, 3.8499599, 6.1615062, 6.4008255, 6.932713, 14.449862]",www.pubmed.com/18842628,Meiosis-specific transcription factor; required for exit from pachytene and for full meiotic recombination; activates middle sporulation genes; competes with Sum1p for binding to promoters containing middle sporulation elements (MSE) 
S000003639,YJL103C,GSM1,15.0,47.0259676576,3.1350645105,"[0.32862633, 0.75808525, 0.82911241, 1.3955995, 1.9020592, 1.929878, 2.3004425, 2.3959186, 3.0771952, 3.5497265, 4.3374305, 4.7267814, 5.2538161, 6.0854564, 8.1558399]",www.pubmed.com/18842628,"Putative zinc cluster protein of unknown function; proposed to be involved in the regulation of energy metabolism, based on patterns of expression and sequence analysis"
S000004794,YMR182C,RGM1,6.0,46.5081634521,7.75136057536,"[6.8155756, 6.8155756, 6.8155756, 6.8155756, 9.6229305, 9.6229305]",www.pubmed.com/19111667,"Putative zinc finger DNA binding transcription factor; contains two N-terminal C2H2 zinc fingers and C-terminal proline rich domain; overproduction impairs cell growth and induces expression of genes involved in monosaccharide catabolism and aldehyde metabolism; regulates expression of of Y' telomeric elements and subtelomeric COS genes; relocalizes to the cytosol in response to hypoxia; RGM1 has a paralog, USV1, that arose from the whole genome duplication"
S000002214,YDL056W,MBP1,17.0,46.4963279944,2.73507811732,"[0.017405985, 0.29339778, 0.32196695, 0.40442911, 0.42220381, 0.68523824, 0.87906146, 1.1844634, 1.5597073, 1.8831776, 2.2966728, 3.5376811, 4.4121504, 4.9905696, 5.1280732, 8.871582, 9.6085472]",www.pubmed.com/19111667,"Transcription factor; involved in regulation of cell cycle progression from G1 to S phase, forms a complex with Swi6p that binds to MluI cell cycle box regulatory element in promoters of DNA synthesis genes"
S000001705,YKL222C,,8.0,46.2494497299,5.78118121624,"[1.5828748, 3.4105616, 4.4227176, 4.6121955, 5.2288666, 6.9341235, 9.7207193, 10.337391]",www.pubmed.com/19111667,"Protein of unknown function; may interact with ribosomes, based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine"
S000003299,YGR067C,,7.0,45.3465738297,6.47808197566,"[2.3166749, 3.7994668, 3.9693918, 4.2888627, 9.7485027, 10.335567, 10.888108]",www.pubmed.com/19111667,Putative protein of unknown function; contains a zinc finger motif similar to that of Adr1p
S000003888,YJR127C,RSF2,8.0,44.5764942169,5.57206177711,"[1.3760042, 2.3760042, 4.3608975, 6.1264319, 6.2353663, 7.6211967, 7.6951976, 8.7853956]",www.pubmed.com/19111667,"Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes, many of which specify products required for glycerol-based growth, respiration, and other functions; RSF2 has a paralog, TDA9, that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress"
S000002928,YDR520C,URC2,5.0,44.1490006447,8.82980012894,"[5.8451962, 9.2523146, 9.2523146, 9.7453547, 10.053821]",www.pubmed.com/19111667,Putative Zn(II)2Cys6 motif containing transcription factor; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; similar to S. kluyveri Urc2p involved in uracil catabolism
S000001221,YHR178W,STB5,11.0,43.2925331593,3.93568483266,"[1.3979125, 1.3979125, 1.7542162, 3.0449574, 3.0648794, 5.2314844, 5.2314844, 5.2314844, 5.2314844, 5.3239117, 6.3828058]",www.pubmed.com/19111667,Transcription factor; involved in regulating multidrug resistance and oxidative stress response; forms a heterodimer with Pdr1p; contains a Zn(II)2Cys6 zinc finger domain that interacts with a pleiotropic drug resistance element in vitro
S000004972,YNL027W,CRZ1,10.0,43.2233910561,4.32233910561,"[1.372853, 1.650387, 2.2029281, 2.8430321, 2.9236085, 3.0205703, 4.274878, 7.8723192, 8.0649643, 8.9978504]",www.pubmed.com/19111667,"Transcription factor, activates transcription of stress response genes; nuclear localization is positively regulated by calcineurin-mediated dephosphorylation; rapidly localizes to the nucleus under blue light stress; can be activated in stochastic pulses of nuclear localization in response to calcium"
S000001392,YIL130W,ASG1,5.0,42.763838768,8.5527677536,"[7.3448792, 8.0587788, 8.5657387, 8.5657387, 10.228703]",www.pubmed.com/19111667,"Zinc cluster protein proposed to be a transcriptional regulator; regulator involved in the stress response; null mutants have a respiratory deficiency, calcofluor white sensitivity and slightly increased cycloheximide resistance"
S000004466,YML007W,YAP1,8.0,42.6450330019,5.33062912524,"[0.78763157, 0.83874518, 2.0009422, 4.7983418, 7.9129844, 8.1490412, 8.3593521, 9.7979946]",www.pubmed.com/18842628,"Basic leucine zipper (bZIP) transcription factor; required for oxidative stress tolerance; activated by H2O2 through the multistep formation of disulfide bonds and transit from the cytoplasm to the nucleus; Yap1p is degraded in the nucleus after the oxidative stress has passed; mediates resistance to cadmium; relative distribution to the nucleus increases upon DNA replication stress; YAP1 has a paralog, CAD1, that arose from the whole genome duplication"
S000002829,YDR421W,ARO80,12.0,41.5874050111,3.46561708425,"[0.221366, 0.26657227, 0.59558326, 1.4952605, 1.9988085, 2.1690865, 2.3303254, 2.528568, 3.8471415, 6.0700951, 8.5005312, 11.564067]",www.pubmed.com/18842628,Zinc finger transcriptional activator of the Zn2Cys6 family; activates transcription of aromatic amino acid catabolic genes in the presence of aromatic amino acids
S000000950,YER148W,SPT15,25.0,41.4958008751,1.65983203501,"[0.085090779, 0.23189196, 0.31212863, 0.35348496, 0.48982951, 0.51270604, 0.63522381, 0.80515099, 0.83070129, 0.8463465, 1.0583715, 1.313606, 1.3289027, 1.4310727, 1.5030173, 1.5236757, 1.8770188, 2.2150369, 2.4756639, 2.8854051, 2.9653282, 3.0095766, 4.1054635, 4.1413221, 4.5597854]",www.pubmed.com/18842628,"TATA-binding protein (TBP); general transcription factor that interacts with other factors to form the preinitiation complex at promoters; essential for viability, highly conserved; yeast gene can complement mutations in human homolog TBP"
S000001393,YIL131C,FKH1,11.0,40.7651818246,3.70592562041,"[0.21214704, 0.22074032, 0.90983498, 1.9024383, 2.3879621, 2.5098608, 3.7917325, 5.958147, 6.2663112, 7.0682087, 9.5377989]",www.pubmed.com/18842628,"Forkhead family transcription factor; rate-limiting replication origin activator; evolutionarily conserved lifespan regulator; binds multiple chromosomal elements with distinct specificities, cell cycle dynamics; regulates transcription elongation, chromatin silencing at mating loci, expression of G2/M phase genes; facilitates clustering, activation of early-firing replication origins; binds HML recombination enhancer, regulates donor preference during mating-type switching"
S000005160,YNL216W,RAP1,14.0,40.6466626823,2.90333304874,"[0.45483366, 0.54077148, 0.86182445, 1.3961859, 1.7508452, 1.7979134, 1.9614475, 2.1407712, 2.2355845, 3.3035536, 5.3758178, 5.637558, 5.8866701, 7.302886]",www.pubmed.com/19111667,"Essential DNA-binding transcription regulator that binds many loci; involved in transcription activation, repression, chromatin silencing, telomere length maintenance; relocalizes to cytosol under hypoxia; conserved protein with N-terminal BRCT domain, central region with homology to Myb DNA binding domain, and C-terminal Rap1-specific protein-interaction domain (RCT domain); recruits Sir complex to telomeric DNA; present in quiescent cell telomere hyperclusters"
S000000443,YBR239C,ERT1,6.0,39.6897315979,6.61495526632,"[4.0043211, 4.6823931, 6.7769108, 7.4549828, 7.6520195, 9.1191044]",www.pubmed.com/19111667,"Transcriptional regulator; involved in regulation of gluconeogenesis and fermentable carbon utilization; GFP-fusion protein localizes to cytoplasm, nucleus; null mutation affects periodicity of transcriptional and metabolic oscillation; plays role in restricting Ty1 transposition; member of the zinc cluster family of proteins, similar to Rds2p"
S000000048,YAL051W,OAF1,7.0,39.4396144152,5.63423063074,"[1.8695043, 2.9569671, 5.1164455, 5.9569674, 7.4975357, 8.0210972, 8.0210972]",www.pubmed.com/19111667,"Oleate-activated transcription factor; subunit of a heterodimeric complex with Pip2p, which binds to oleate-response elements (ORE) in the promoter of genes involved in beta-oxidation of fatty acids, peroxisome organization and biogenesis, activating transcription in the presence of oleate; regulates chromatin silencing at telomeres; involved in diauxic shift; OAF1 has a paralog, PIP2, that arose from the whole genome duplication"
S000000703,YCR106W,RDS1,11.0,39.3578836918,3.57798942653,"[1.2032574, 1.2032574, 2.0198457, 2.4348831, 2.4348831, 2.6438301, 4.2797127, 4.8272004, 5.1654305, 5.8495684, 7.2960148]",www.pubmed.com/19111667,Putative zinc cluster transcription factor; involved in conferring resistance to cycloheximide
S000005346,YNR063W,,5.0,38.8435549736,7.76871099472,"[3.7661805, 7.2256122, 7.2256122, 10.313075, 10.313075]",www.pubmed.com/19111667,Putative zinc-cluster protein of unknown function
